X.1,SNP,Chromosome,Position,P.value,MAF,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P.values,effect,Adj.P.P.value,Ind.SNP,PS,Software,Method,Trait.name,PVE,QTN.effect,LOD.score,Genotype.for.code.1,Var_error,Var_phen..total.,X,P.value.1,MAF.1,PVE.1
3636,PstI.TP1083673,7,56447700,4.03E-07,0.4183,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pKWmEB,CmDW_g,9.7556,0.2537,5.5761,A,0.3291,0.4855,NA,4.00E-07,0.4183,9.756
3637,PstI.TP299726,9,2970040,2.76E-05,0.0625,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pKWmEB,CmDW_g,31.2245,-0.5456,3.8166,A,NA,NA,NA,3.00E-05,0.0625,31.22
3638,PstI.TP411848,11,3188,5.26E-07,0.4856,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pKWmEB,CmDW_g,18.7952,-0.3519,5.4648,G,NA,NA,NA,5.00E-07,0.4856,18.8
3639,PstI.TP299726,9,2970040,2.89E-05,0.066,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmDW_g,15.2604,-0.5293,3.7981,A,0.2857,0.7901,NA,3.00E-05,0.066,15.26
3640,PstI.TP110898,10,9880843,6.50E-06,0.0566,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmDW_g,13.1973,0.5792,4.4156,C,NA,NA,NA,7.00E-06,0.0566,13.2
3641,PstI.TP411848,11,3188,6.75E-08,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmDW_g,13.304,-0.3721,6.3269,G,NA,NA,NA,7.00E-08,0.4764,13.3
3642,PstI.TP577552,2,61335361,9.92E-06,0.0288,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Cml_cm,0,43.4041,4.2403,A,345.5194,775.3409,NA,1.00E-05,0.0288,0
3643,PstI.TP55941,6,51146867,0.000114314,0.2596,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Cml_cm,21.2694,-12.9248,3.2322,C,NA,NA,NA,1.00E-04,0.2596,21.27
3644,PstI.TP411848,11,3188,7.78E-05,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,Cml_cm,9.4185,-9.8066,3.3902,G,380.7187,775.3409,NA,8.00E-05,0.4764,9.418
3645,PstI.TP577552,2,61335361,7.25E-05,0.0283,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,Cml_cm,7.5092,66.0396,3.4187,A,337.4993,775.3409,NA,7.00E-05,0.0283,7.509
3646,PstI.TP411848,11,3188,0.000187241,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,Cml_cm,5.3463,-17.2942,3.0304,G,NA,NA,NA,2.00E-04,0.4764,5.346
3647,PstI.TP411848,11,3188,7.78E-05,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Cml_cm,8.3272,-9.8066,3.3902,G,380.7188,775.3409,NA,8.00E-05,0.4764,8.327
3648,PstI.TP411848,11,3188,7.78E-05,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,Cml_cm,9.4185,-9.8066,3.3902,G,380.7188,775.3409,NA,8.00E-05,0.4764,9.418
3649,PstI.TP411848,11,3188,2.17E-06,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmD_BI_mm,10.7361,-0.1276,4.8721,G,0.0462,0.1151,NA,2.00E-06,0.4764,10.74
3650,PstI.TP433234,11,3320,1.52E-07,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmD_BI_mm,1.3765,-0.2059,5.9844,G,NA,NA,NA,2.00E-07,0.1651,1.377
3651,PstI.TP411848,11,3188,2.46E-06,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,CmD_BI_mm,7.9631,-0.2572,4.8209,G,0.0438,0.1151,NA,2.00E-06,0.4764,7.963
3652,PstI.TP433234,11,3320,1.97E-06,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,CmD_BI_mm,6.0124,-0.3396,4.9129,G,NA,NA,NA,2.00E-06,0.1651,6.012
3653,PstI.TP411848,11,3188,6.73E-07,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmD_BI_mm,11.6972,-0.1423,5.3616,G,0.0526,0.1151,NA,7.00E-07,0.4764,11.7
3654,PstI.TP433234,11,3320,2.74E-05,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmD_BI_mm,0.6325,-0.1492,3.8203,G,NA,NA,NA,3.00E-05,0.1651,0.6325
3655,PstI.TP10996,6,57974096,8.40E-05,0.1274,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmD_BI_mm,6.96E-07,-8.53E-05,3.3585,A,0.0514,0.1151,NA,8.00E-05,0.1274,6.96E-07
3656,PstI.TP411848,11,3188,7.64E-06,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmD_BI_mm,12.1481,-0.1357,4.3489,G,NA,NA,NA,8.00E-06,0.4764,12.15
3657,PstI.TP433234,11,3320,4.71E-08,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmD_BI_mm,1.0764,-0.1821,6.4786,G,NA,NA,NA,5.00E-08,0.1651,1.076
3658,PstI.TP774504,4,7549373,0.000196155,0.283,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmD_LI_mm,3.3123,-0.1224,3.0114,C,0.1028,0.1948,NA,2.00E-04,0.283,3.312
3659,PstI.TP411848,11,3188,6.78E-06,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmD_LI_mm,11.3207,-0.1704,4.3983,G,NA,NA,NA,7.00E-06,0.4764,11.32
3660,PstI.TP433234,11,3320,5.29E-05,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmD_LI_mm,0.6827,-0.1886,3.5483,G,NA,NA,NA,5.00E-05,0.1651,0.6827
3661,NsiI.TP482576,11,14924,7.36E-05,0.033,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,CmD_LI_mm,6.3171,-0.8933,3.4129,C,0.0995,0.1948,NA,7.00E-05,0.033,6.317
3662,NsiI.TP832364,1,76203935,0.000162742,0.0943,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmD_LI_mm,0,-0.1899,3.0877,G,0.0847,0.1948,NA,2.00E-04,0.0943,0
3663,PstI.TP774504,4,7549373,4.27E-05,0.283,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmD_LI_mm,2.7518,-0.1343,3.6368,C,NA,NA,NA,4.00E-05,0.283,2.752
3664,PstI.TP651715,10,58956886,1.90E-05,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmD_LI_mm,6.281,-0.1355,3.9712,A,NA,NA,NA,2.00E-05,0.2547,6.281
3665,PstI.TP411848,11,3188,1.73E-08,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmD_LI_mm,11.1461,-0.2034,6.8992,G,NA,NA,NA,2.00E-08,0.4764,11.15
3666,PstI.TP433234,11,3320,0.000157979,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmD_LI_mm,0.3407,-0.1603,3.0998,G,NA,NA,NA,2.00E-04,0.1651,0.3407
3667,PstI.TP411848,11,3188,2.16E-05,0.4856,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pKWmEB,CmD_LI_mm,20.4046,-0.1314,3.9181,G,0.1144,0.1367,NA,2.00E-05,0.4856,20.4
3668,PstI.TP774963,6,1911989,0.000129718,0.1698,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmD_LI_mm,20.4208,-0.2106,3.1804,A,0.11,0.1948,NA,1.00E-04,0.1698,20.42
3669,PstI.TP55941,6,51146867,0.00014669,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmD_LI_mm,7.2404,-0.1195,3.1301,C,NA,NA,NA,1.00E-04,0.2547,7.24
3670,PstI.TP577552,2,61335361,2.87E-07,0.0288,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,CmN,0,1.1513,5.7195,A,0.0945,0.2404,NA,3.00E-07,0.0288,0
3671,PstI.TP292268,5,3450082,3.93E-08,0.0721,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,CmN,65.987,0.598,6.555,A,NA,NA,NA,4.00E-08,0.0721,65.99
3672,PstI.TP1218439,9,53101439,8.01E-06,0.1462,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmN,8.9648,0.2511,4.329,A,0.0854,0.2404,NA,8.00E-06,0.1462,8.965
3673,PstI.TP229079,11,1881,0.00017402,0.1179,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmN,6.8931,0.1714,3.0603,A,NA,NA,NA,2.00E-04,0.1179,6.893
3674,PstI.TP411848,11,3188,2.67E-06,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CmN,12.5417,-0.1993,4.7862,G,NA,NA,NA,3.00E-06,0.4764,12.54
3675,PstI.TP577552,2,61335361,8.85E-06,0.0283,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,CmN,9.9932,1.3414,4.2879,A,0.1005,0.2404,NA,9.00E-06,0.0283,9.993
3676,PstI.TP411848,11,3188,8.06E-07,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,CmN,10.3929,-0.4246,5.2862,G,NA,NA,NA,8.00E-07,0.4764,10.39
3677,PstI.TP998491,2,14521096,1.36E-05,0.2689,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmN,3.627,-0.13,4.1101,C,0.0976,0.2404,NA,1.00E-05,0.2689,3.627
3678,PstI.TP110898,10,9880843,3.79E-05,0.0566,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmN,15.7832,0.4822,3.6854,C,NA,NA,NA,4.00E-05,0.0566,15.78
3679,PstI.TP411848,11,3188,8.58E-09,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CmN,10.2554,-0.2487,7.1964,G,NA,NA,NA,9.00E-09,0.4764,10.26
3680,PstI.TP110898,10,9880843,7.22E-06,0.0566,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmN,1.56E-06,1.00E-04,4.3723,C,0.1229,0.2404,NA,7.00E-06,0.0566,1.57E-06
3681,PstI.TP411848,11,3188,1.40E-06,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CmN,16.4907,-0.2285,5.0549,G,NA,NA,NA,1.00E-06,0.4764,16.49
3682,PstI.TP1025634,2,71277610,7.98E-07,0.0721,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Bcirc_cm,3.3618,2.3997,5.2906,G,2.0548,6.4029,NA,8.00E-07,0.0721,3.362
3683,NsiI.TP218789,3,51796050,8.52E-06,0.2452,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Bcirc_cm,5.8882,1.1014,4.3037,G,NA,NA,NA,9.00E-06,0.2452,5.888
3684,PstI.TP714069,4,62405613,2.67E-07,0.024,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Bcirc_cm,0,-3.3278,5.749,C,NA,NA,NA,3.00E-07,0.024,0
3685,PstI.TP710636,6,45894338,3.91E-05,0.2019,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Bcirc_cm,24.2607,1.2691,3.6726,A,NA,NA,NA,4.00E-05,0.2019,24.26
3686,PstI.TP224188,11,1842,1.82E-05,0.3846,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Bcirc_cm,21.6379,-1.2033,3.9895,A,NA,NA,NA,2.00E-05,0.3846,21.64
3687,PstI.TP1025634,2,71277610,0.000133076,0.0708,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,Bcirc_cm,1.7513,1.732,3.17,G,3.0178,6.4029,NA,1.00E-04,0.0708,1.751
3688,NsiI.TP765320,7,5038310,3.50E-05,0.1132,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,Bcirc_cm,18.7146,1.3496,3.7184,C,NA,NA,NA,4.00E-05,0.1132,18.71
3689,PstI.TP714069,4,62405613,4.30E-05,0.0236,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,Bcirc_cm,4.7215,-5.1871,3.6339,C,3.0311,6.4029,NA,4.00E-05,0.0236,4.721
3690,PstI.TP224188,11,1842,2.05E-05,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,Bcirc_cm,7.1474,-1.9388,3.939,A,NA,NA,NA,2.00E-05,0.3774,7.147
3691,PstI.TP513843,3,2577255,0.000189889,0.3208,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Bcirc_cm,3.3366,0.6338,3.0247,A,3.0941,6.4029,NA,2.00E-04,0.3208,3.337
3692,NsiI.TP765320,7,5038310,2.30E-05,0.1132,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Bcirc_cm,16.0679,1.2584,3.8918,C,NA,NA,NA,2.00E-05,0.1132,16.07
3693,PstI.TP224188,11,1842,3.93E-07,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Bcirc_cm,15.4541,-1.0233,5.587,A,NA,NA,NA,4.00E-07,0.3774,15.45
3694,PstI.TP754866,1,69204551,8.60E-05,0.4764,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,11.0471,-1.6933,3.3491,A,2.7833,6.4029,NA,9.00E-05,0.4764,11.05
3695,NsiI.TP765320,7,5038310,5.30E-07,0.1132,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,26.3312,1.6008,5.4615,C,NA,NA,NA,5.00E-07,0.1132,26.33
3696,PstI.TP224188,11,1842,3.91E-06,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,Bcirc_cm,14.5941,-0.9882,4.6277,A,NA,NA,NA,4.00E-06,0.3774,14.59
3697,PstI.TP55941,6,51146867,5.38E-05,0.2596,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Yld_kg,23.7471,-0.6889,3.5417,C,0.9032,1.9731,NA,5.00E-05,0.2596,23.75
3698,NsiI.TP482576,11,14924,6.98E-06,0.0337,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,Yld_kg,0,-1.9173,4.3864,C,NA,NA,NA,7.00E-06,0.0337,0
3699,PstI.TP55941,6,51146867,1.86E-05,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,Yld_kg,17.5014,-0.5914,3.9793,C,0.9577,1.9731,NA,2.00E-05,0.2547,17.5
3700,PstI.TP577552,2,61335361,9.14E-06,0.0283,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,Yld_kg,10.3199,3.9055,4.2744,A,0.8369,1.9731,NA,9.00E-06,0.0283,10.32
3701,NsiI.TP482576,11,14924,3.66E-05,0.033,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,Yld_kg,5.7948,-2.7231,3.7009,C,NA,NA,NA,4.00E-05,0.033,5.795
3702,PstI.TP745785,6,45615805,2.64E-05,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Yld_kg,7.6243,-0.4354,3.8345,C,0.8654,1.9731,NA,3.00E-05,0.3774,7.624
3703,PstI.TP55941,6,51146867,5.88E-08,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Yld_kg,22.0531,-0.7319,6.385,C,NA,NA,NA,6.00E-08,0.2547,22.05
3704,PstI.TP315072,8,3139123,0.00013693,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Yld_kg,2.8638,0.366,3.1583,C,NA,NA,NA,1.00E-04,0.3774,2.864
3705,PstI.TP63668,11,530,3.36E-05,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,Yld_kg,15.4558,0.6757,3.7358,C,NA,NA,NA,3.00E-05,0.1651,15.46
3706,PstI.TP55941,6,51146867,1.86E-05,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,Yld_kg,17.5004,-0.5914,3.9793,C,0.9577,1.9731,NA,2.00E-05,0.2547,17.5
3707,PstI.TP1193013,6,60825902,8.71E-05,0.1154,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,SDW_kg,0,0.9572,3.3435,C,0.2932,0.6925,NA,9.00E-05,0.1154,0
3708,PstI.TP55941,6,51146867,0.000138771,0.2596,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,SDW_kg,21.4751,-0.3881,3.1528,C,NA,NA,NA,1.00E-04,0.2596,21.48
3709,NsiI.TP482576,11,14924,1.17E-06,0.0337,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,SDW_kg,0,-1.1064,5.1295,C,NA,NA,NA,1.00E-06,0.0337,0
3710,PstI.TP55941,6,51146867,8.78E-06,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,SDW_kg,21.8995,-0.392,4.291,C,0.3769,0.6925,NA,9.00E-06,0.2547,21.9
3711,PstI.TP577552,2,61335361,3.77E-06,0.0283,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,SDW_kg,12.1232,2.5078,4.6427,A,0.3064,0.6925,NA,4.00E-06,0.0283,12.12
3712,NsiI.TP482576,11,14924,0.000102944,0.033,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrEMMA,SDW_kg,4.8556,-1.4768,3.2751,C,NA,NA,NA,1.00E-04,0.033,4.856
3713,PstI.TP745785,6,45615805,2.99E-05,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,SDW_kg,7.885,-0.2643,3.784,C,0.3206,0.6925,NA,3.00E-05,0.3774,7.885
3714,PstI.TP55941,6,51146867,3.75E-08,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,SDW_kg,24.7458,-0.4627,6.5743,C,NA,NA,NA,4.00E-08,0.2547,24.75
3715,PstI.TP315072,8,3139123,4.17E-05,0.3774,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,SDW_kg,4.5439,0.2752,3.6466,C,NA,NA,NA,4.00E-05,0.3774,4.544
3716,PstI.TP63668,11,530,0.000152475,0.1651,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,SDW_kg,10.7568,0.3365,3.1143,C,NA,NA,NA,2.00E-04,0.1651,10.76
3717,PstI.TP995173,2,70172526,0.00012942,0.3066,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,SDW_kg,10.695,-0.2722,3.1814,C,0.3768,0.6925,NA,1.00E-04,0.3066,10.7
3718,PstI.TP55941,6,51146867,7.81E-05,0.2547,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,SDW_kg,21.8999,-0.392,3.3886,C,NA,NA,NA,8.00E-05,0.2547,21.9
3719,PstI.TP392482,1,17611146,5.69E-08,0.015,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,CCirc_cm,0,-2.0218,6.3989,A,0.26,0.5811,NA,6.00E-08,0.015,0
3720,PstI.TP1268585,1,2988383,0.000179308,0.375,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,CCirc_cm,34.3259,-0.5987,3.0481,C,NA,NA,NA,2.00E-04,0.375,34.33
3721,PstI.TP258621,1,74361721,4.66E-06,0.08,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,mrMLM,CCirc_cm,32.0379,0.7025,4.5545,A,NA,NA,NA,5.00E-06,0.08,32.04
3722,PstI.TP55941,6,51146867,5.36E-06,0.2549,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CCirc_cm,18.9097,-0.3409,4.4961,C,0.336,0.5811,NA,5.00E-06,0.2549,18.91
3723,PstI.TP63668,11,530,6.94E-05,0.1667,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,FASTmrMLM,CCirc_cm,25.646,0.437,3.4369,C,NA,NA,NA,7.00E-05,0.1667,25.65
3724,PstI.TP55941,6,51146867,7.46E-07,0.2549,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CCirc_cm,17.7544,-0.3878,5.3186,C,0.2863,0.5811,NA,7.00E-07,0.2549,17.75
3725,PstI.TP63668,11,530,1.69E-05,0.1667,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CCirc_cm,18.0532,0.4305,4.0192,C,NA,NA,NA,2.00E-05,0.1667,18.05
3726,PstI.TP401147,11,3119,0.000183063,0.0882,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,pLARmEB,CCirc_cm,7.7892,-0.3423,3.0396,A,NA,NA,NA,2.00E-04,0.0882,7.789
3727,PstI.TP55941,6,51146867,0.000140832,0.2549,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CCirc_cm,18.9014,-0.3407,3.1468,C,0.336,0.5811,NA,1.00E-04,0.2549,18.9
3728,PstI.TP63668,11,530,0.000156495,0.1667,NA,NA,NA,NA,NA,NA,C106+4202,PS_Y,mrMLMM,ISIS EM-BLASSO,CCirc_cm,25.6338,0.4368,3.1037,C,NA,NA,NA,2.00E-04,0.1667,25.63
3795,PstI.TP789647,3,69354547,5.39E-05,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrMLM,CmDW_g,5.3805,0.303,3.541,A,0.4016,0.8538,NA,5.00E-05,0.3491,5.38
3796,PstI.TP411848,11,3188,8.76E-06,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrMLM,CmDW_g,10.8469,-0.3514,4.2921,G,NA,NA,NA,9.00E-06,0.4612,10.85
3797,PstI.TP789647,3,69354547,3.86E-05,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrEMMA,CmDW_g,2.9987,0.4509,3.6789,A,0.3584,0.8538,NA,4.00E-05,0.3491,2.999
3798,PstI.TP411848,11,3188,6.19E-05,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrEMMA,CmDW_g,6.4277,-0.6197,3.4838,G,NA,NA,NA,6.00E-05,0.4612,6.428
3799,PstI.TP10996,6,57974096,0.000135894,0.1207,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,pLARmEB,CmDW_g,1.5213,-0.3773,3.1614,A,0.3962,0.8538,NA,1.00E-04,0.1207,1.521
3800,PstI.TP411848,11,3188,9.11E-05,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,pLARmEB,CmDW_g,6.4885,-0.2856,3.3253,G,NA,NA,NA,9.00E-05,0.4612,6.489
3801,PstI.TP789647,3,69354547,5.39E-05,0.3491,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,ISIS EM-BLASSO,CmDW_g,4.7994,0.2862,3.541,A,0.3828,0.8538,NA,5.00E-05,0.3491,4.799
3802,PstI.TP411848,11,3188,8.76E-06,0.4612,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,ISIS EM-BLASSO,CmDW_g,9.6355,-0.3312,4.2921,G,NA,NA,NA,9.00E-06,0.4612,9.636
3803,PstI.TP858902,4,66143706,3.36E-06,0.2982,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,mrMLM,Cml_cm,16.533,16.3203,4.691,A,352.0654,766.248,NA,3.00E-06,0.2982,16.53
3804,PstI.TP15780,9,56211895,8.34E-05,0.1842,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,mrMLM,Cml_cm,6.6983,-14.1364,3.3615,A,NA,NA,NA,8.00E-05,0.1842,6.698
3805,NsiI.TP375399,11,13278,0.000102731,0.0132,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,mrMLM,Cml_cm,0,-68.9196,3.276,C,NA,NA,NA,1.00E-04,0.0132,0
3806,PstI.TP1246584,1,1015480,2.52E-08,0.4353,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrMLM,Cml_cm,14.1209,-10.7189,6.7415,C,320.0725,766.248,NA,3.00E-08,0.4353,14.12
3807,PstI.TP757921,1,26848011,3.99E-06,0.4052,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrMLM,Cml_cm,8.8377,10.0067,4.6192,A,NA,NA,NA,4.00E-06,0.4052,8.838
3808,NsiI.TP218789,3,51796050,6.43E-05,0.25,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrMLM,Cml_cm,3.664,9.0428,3.4681,G,NA,NA,NA,6.00E-05,0.25,3.664
3809,PstI.TP10996,6,57974096,8.87E-07,0.1207,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,FASTmrMLM,Cml_cm,3.2819,-15.7971,5.2461,A,NA,NA,NA,9.00E-07,0.1207,3.282
3810,PstI.TP1246584,1,1015480,0.000143252,0.4386,NA,NA,NA,NA,NA,NA,C116+3293,PS_Y,mrMLMM,pKWmEB,Cml_cm,17.6246,-5.5495,3.1398,C,431.2864,515.6329,NA,1.00E-04,0.4386,17.62
