Chrom,Start.1,End.1,Start,End,ID,ID.1,Name,Trait.name,Group2,Group,Colors,Group3
1,74123200,74123229,74113200,74133229,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP486569,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,77866131,77866184,77856131,77876184,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP549839,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,79380812,79380852,79370812,79390852,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP743891,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,13757251,13757306,13747251,13767306,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP21535,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,79511152,79511194,79501152,79521194,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP504128,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,68081415,68081418,68071415,68091418,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP94114,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,63875851,63875904,63865851,63885904,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP627370,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,69355007,69355037,69345007,69365037,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP406255,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,69257960,69257986,69247960,69267986,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP514214,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,65981221,65981257,65971221,65991257,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP623090,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,57267937,57267957,57257937,57277957,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP631032,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,53058611,53058647,53048611,53068647,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP113107,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,3865245,3865251,3855245,3875251,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP360544,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,67177506,67177516,67167506,67187516,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP752837,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,51515314,51515338,51505314,51525338,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP683573,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,1420158,1420176,1410158,1430176,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP848855,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
5,62673796,62673835,62663796,62683835,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP128975,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
5,57385200,57385246,57375200,57395246,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP1009093,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,9087139,9087147,9077139,9097147,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP1071406,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,45346764,45346802,45336764,45356802,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP934265,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
7,2347033,2347086,2337033,2357086,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP402502,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
8,58295420,58295434,58285420,58305434,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP522065,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,53350628,53350666,53340628,53360666,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP113042,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,43096195,43096238,43086195,43106238,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),NsiI.TP789052,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,8840430,8840468,8830430,8850468,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP1278615,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,57718921,57718955,57708921,57728955,TCmN(Clark(2019)),TCmN(Clark.et.al.(2019)),PstI.TP408230,Total number of culms,TCmN,TCmN(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,63992445,63992469,63982445,64002469,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),PstI.TP213479,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,17982184,17982247,17972184,17992247,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),PstI.TP26506,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,63102484,63102501,63092484,63112501,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),PstI.TP265108,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,67780882,67780901,67770882,67790901,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),NsiI.TP71276,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,62124582,62124617,62114582,62134617,TCmN/A(Clark(2019)),TCmN/A(Clark.et.al.(2019)),NsiI.TP809203,Culms per footprint,TCmN/A,TCmN/A(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,3360402,3360420,3350402,3370420,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP148784,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,59459178,59459219,59449178,59469219,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP207520,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,53059579,53059620,53049579,53069620,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP395258,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,5576257,5576309,5566257,5586309,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP582235,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,68301153,68301193,68291153,68311193,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP878529,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,17685125,17685178,17675125,17695178,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP505162,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,76331901,76331936,76321901,76341936,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP616411,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
2,69816313,69816370,69806313,69826370,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP660927,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,60919492,60919523,60909492,60929523,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP425306,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,6089152,6089172,6079152,6099172,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP1175531,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
3,1935945,1935992,1925945,1945992,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP1253947,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,390298,390322,380298,400322,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP502518,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
4,55526605,55526639,55516605,55536639,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP36158,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
6,50891396,50891417,50881396,50901417,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP682471,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
8,10794784,10794802,10784784,10804802,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP212518,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,50389023,50389049,50379023,50399049,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),NsiI.TP798461,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
9,51448734,51448783,51438734,51458783,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP669168,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
10,573144,573164,563144,583164,Yld(Clark(2019)),Yld(Clark.et.al.(2019)),PstI.TP237577,Yield,Yld,Yld(Clark_et_al_(2019)),Blue,Clark_et_al_(2019)
1,72131324,72131324,72121324,72141324,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP211798,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,58622993,58622993,58612993,58632993,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP224601,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,6103539,6103539,6093539,6113539,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP257077,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,51136397,51136397,51126397,51146397,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP30868,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,76403176,76403176,76393176,76413176,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP404457,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,66520178,66520178,66510178,66530178,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP482264,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,12066190,12066190,12056190,12076190,Bcirc(Current Study),Bcirc(Current Study),PstI.TP1016611,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,30650620,30650620,30640620,30660620,Bcirc(Current Study),Bcirc(Current Study),PstI.TP150197,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,74036176,74036176,74026176,74046176,Bcirc(Current Study),Bcirc(Current Study),PstI.TP326891,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,60097068,60097068,60087068,60107068,Bcirc(Current Study),Bcirc(Current Study),PstI.TP457393,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,70529598,70529598,70519598,70539598,Bcirc(Current Study),Bcirc(Current Study),PstI.TP663427,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,76101544,76101544,76091544,76111544,Bcirc(Current Study),Bcirc(Current Study),PstI.TP744556,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,69204551,69204551,69194551,69214551,Bcirc(Current Study),Bcirc(Current Study),PstI.TP754866,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,66347924,66347924,66337924,66357924,Bcirc(Current Study),Bcirc(Current Study),PstI.TP770722,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,70558586,70558586,70548586,70568586,Bcirc(Current Study),Bcirc(Current Study),PstI.TP969142,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,10687788,10687788,10677788,10697788,Bcirc(Current Study),Bcirc(Current Study),PstI.TP980214,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,186613,186613,176613,196613,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP39740,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,71277610,71277610,71267610,71287610,Bcirc(Current Study),Bcirc(Current Study),PstI.TP1025634,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,2888124,2888124,2878124,2898124,Bcirc(Current Study),Bcirc(Current Study),PstI.TP312941,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,75226780,75226780,75216780,75236780,Bcirc(Current Study),Bcirc(Current Study),PstI.TP426528,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,55394288,55394288,55384288,55404288,Bcirc(Current Study),Bcirc(Current Study),PstI.TP476886,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,73095782,73095782,73085782,73105782,Bcirc(Current Study),Bcirc(Current Study),PstI.TP503391,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,699673,699673,689673,709673,Bcirc(Current Study),Bcirc(Current Study),PstI.TP790069,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,64681502,64681502,64671502,64691502,Bcirc(Current Study),Bcirc(Current Study),PstI.TP838455,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
2,70172526,70172526,70162526,70182526,Bcirc(Current Study),Bcirc(Current Study),PstI.TP995173,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,51796050,51796050,51786050,51806050,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP218789,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,2660294,2660294,2650294,2670294,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP441693,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,13084031,13084031,13074031,13094031,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP563229,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,3528771,3528771,3518771,3538771,Bcirc(Current Study),Bcirc(Current Study),PstI.TP1032333,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,4545043,4545043,4535043,4555043,Bcirc(Current Study),Bcirc(Current Study),PstI.TP1280049,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,6088178,6088178,6078178,6098178,Bcirc(Current Study),Bcirc(Current Study),PstI.TP188641,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,7414396,7414396,7404396,7424396,Bcirc(Current Study),Bcirc(Current Study),PstI.TP202435,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,2577255,2577255,2567255,2587255,Bcirc(Current Study),Bcirc(Current Study),PstI.TP513843,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
3,66708999,66708999,66698999,66718999,Bcirc(Current Study),Bcirc(Current Study),PstI.TP940999,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,67938088,67938088,67928088,67948088,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP346008,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,62592587,62592587,62582587,62602587,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP391506,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,54844080,54844080,54834080,54854080,Bcirc(Current Study),Bcirc(Current Study),PstI.TP1040729,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,2136493,2136493,2126493,2146493,Bcirc(Current Study),Bcirc(Current Study),PstI.TP1198406,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,5155593,5155593,5145593,5165593,Bcirc(Current Study),Bcirc(Current Study),PstI.TP504809,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,60109935,60109935,60099935,60119935,Bcirc(Current Study),Bcirc(Current Study),PstI.TP648736,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,9915378,9915378,9905378,9925378,Bcirc(Current Study),Bcirc(Current Study),PstI.TP697156,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,62405613,62405613,62395613,62415613,Bcirc(Current Study),Bcirc(Current Study),PstI.TP714069,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
4,51121423,51121423,51111423,51131423,Bcirc(Current Study),Bcirc(Current Study),PstI.TP852023,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,56339998,56339998,56329998,56349998,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP647736,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,3182336,3182336,3172336,3192336,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP762935,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,47930110,47930110,47920110,47940110,Bcirc(Current Study),Bcirc(Current Study),PstI.TP148994,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,50586809,50586809,50576809,50596809,Bcirc(Current Study),Bcirc(Current Study),PstI.TP18079,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,1375822,1375822,1365822,1385822,Bcirc(Current Study),Bcirc(Current Study),PstI.TP298201,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,3914949,3914949,3904949,3924949,Bcirc(Current Study),Bcirc(Current Study),PstI.TP434866,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,45894338,45894338,45884338,45904338,Bcirc(Current Study),Bcirc(Current Study),PstI.TP710636,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,44312976,44312976,44302976,44322976,Bcirc(Current Study),Bcirc(Current Study),PstI.TP75301,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,1911989,1911989,1901989,1921989,Bcirc(Current Study),Bcirc(Current Study),PstI.TP774963,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,57442567,57442567,57432567,57452567,Bcirc(Current Study),Bcirc(Current Study),PstI.TP788586,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
6,57879722,57879722,57869722,57889722,Bcirc(Current Study),Bcirc(Current Study),PstI.TP849929,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
7,5038310,5038310,5028310,5048310,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP765320,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
8,61954442,61954442,61944442,61964442,Bcirc(Current Study),Bcirc(Current Study),PstI.TP161086,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
9,5056498,5056498,5046498,5066498,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP250072,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
9,49933625,49933625,49923625,49943625,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP296932,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
9,51572610,51572610,51562610,51582610,Bcirc(Current Study),Bcirc(Current Study),PstI.TP134129,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
9,58253929,58253929,58243929,58263929,Bcirc(Current Study),Bcirc(Current Study),PstI.TP548121,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
9,57621267,57621267,57611267,57631267,Bcirc(Current Study),Bcirc(Current Study),PstI.TP976305,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
10,7488785,7488785,7478785,7498785,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP296881,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
10,56296082,56296082,56286082,56306082,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP330963,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
10,41353679,41353679,41343679,41363679,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP648509,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
10,60139620,60139620,60129620,60149620,Bcirc(Current Study),Bcirc(Current Study),PstI.TP65527,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study
1,69534233,69534233,69524233,69544233,CCirc(Current Study),CCirc(Current Study),NsiI.TP361622,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,2988383,2988383,2978383,2998383,CCirc(Current Study),CCirc(Current Study),PstI.TP1268585,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,74361721,74361721,74351721,74371721,CCirc(Current Study),CCirc(Current Study),PstI.TP258621,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,8330660,8330660,8320660,8340660,CCirc(Current Study),CCirc(Current Study),PstI.TP308053,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,17611146,17611146,17601146,17621146,CCirc(Current Study),CCirc(Current Study),PstI.TP392482,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,66632271,66632271,66622271,66642271,CCirc(Current Study),CCirc(Current Study),PstI.TP393536,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,60097068,60097068,60087068,60107068,CCirc(Current Study),CCirc(Current Study),PstI.TP457393,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,78162057,78162057,78152057,78172057,CCirc(Current Study),CCirc(Current Study),PstI.TP537292,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,13263569,13263569,13253569,13273569,CCirc(Current Study),CCirc(Current Study),PstI.TP770895,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,79442910,79442910,79432910,79452910,CCirc(Current Study),CCirc(Current Study),PstI.TP898259,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
2,57174602,57174602,57164602,57184602,CCirc(Current Study),CCirc(Current Study),PstI.TP1082141,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
2,59081475,59081475,59071475,59091475,CCirc(Current Study),CCirc(Current Study),PstI.TP584552,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
2,72930521,72930521,72920521,72940521,CCirc(Current Study),CCirc(Current Study),PstI.TP875140,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
2,58286678,58286678,58276678,58296678,CCirc(Current Study),CCirc(Current Study),PstI.TP993272,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
3,6399724,6399724,6389724,6409724,CCirc(Current Study),CCirc(Current Study),NsiI.TP634727,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
3,61619462,61619462,61609462,61629462,CCirc(Current Study),CCirc(Current Study),PstI.TP1158211,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
3,55546977,55546977,55536977,55556977,CCirc(Current Study),CCirc(Current Study),PstI.TP1214992,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
3,50687892,50687892,50677892,50697892,CCirc(Current Study),CCirc(Current Study),PstI.TP704244,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
3,55061314,55061314,55051314,55071314,CCirc(Current Study),CCirc(Current Study),PstI.TP773172,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
3,64754613,64754613,64744613,64764613,CCirc(Current Study),CCirc(Current Study),PstI.TP942675,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
4,58488770,58488770,58478770,58498770,CCirc(Current Study),CCirc(Current Study),NsiI.TP390222,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
4,61084375,61084375,61074375,61094375,CCirc(Current Study),CCirc(Current Study),NsiI.TP750593,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
4,12330408,12330408,12320408,12340408,CCirc(Current Study),CCirc(Current Study),NsiI.TP827851,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
4,55764847,55764847,55754847,55774847,CCirc(Current Study),CCirc(Current Study),PstI.TP982503,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
5,69264081,69264081,69254081,69274081,CCirc(Current Study),CCirc(Current Study),PstI.TP1145813,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
5,3450082,3450082,3440082,3460082,CCirc(Current Study),CCirc(Current Study),PstI.TP292268,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
5,35481232,35481232,35471232,35491232,CCirc(Current Study),CCirc(Current Study),PstI.TP651320,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
6,3182336,3182336,3172336,3192336,CCirc(Current Study),CCirc(Current Study),NsiI.TP762935,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
6,40247059,40247059,40237059,40257059,CCirc(Current Study),CCirc(Current Study),PstI.TP501240,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
6,51146867,51146867,51136867,51156867,CCirc(Current Study),CCirc(Current Study),PstI.TP55941,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
7,5395966,5395966,5385966,5405966,CCirc(Current Study),CCirc(Current Study),GFSSContig18221_1150,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
7,2953287,2953287,2943287,2963287,CCirc(Current Study),CCirc(Current Study),PstI.TP197493,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
7,63993858,63993858,63983858,64003858,CCirc(Current Study),CCirc(Current Study),PstI.TP814417,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
8,3139123,3139123,3129123,3149123,CCirc(Current Study),CCirc(Current Study),PstI.TP315072,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
8,50730872,50730872,50720872,50740872,CCirc(Current Study),CCirc(Current Study),PstI.TP458366,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
9,55961556,55961556,55951556,55971556,CCirc(Current Study),CCirc(Current Study),PstI.TP387329,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
10,52898413,52898413,52888413,52908413,CCirc(Current Study),CCirc(Current Study),NsiI.TP471487,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
10,9880843,9880843,9870843,9890843,CCirc(Current Study),CCirc(Current Study),PstI.TP110898,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study
1,5540981,5540981,5530981,5550981,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP137261,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,72175111,72175111,72165111,72185111,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP324568,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,28681754,28681754,28671754,28691754,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP376790,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,78162835,78162835,78152835,78172835,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP459121,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
