,SNP,ID,Chromosome,Position,Trait.name,PS,Ind.SNP,SUPER,FarmCPU,mrMLM,rrBLUP,GLM,MAF.1.x,PVE.1.y,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
490,PstI.TP10996,CmDW_g.22,6,57974096,CmDW_g,CmDW_g(PCA=3(1);PS_N(1);PS_Y(1)),CmDW_g(C116+3293(3)),,CmDW_g(FarmCPU(1)),CmDW_g(pKWmEB(1)),CmDW_g(rrBLUP(1)),,0.1207,2.581,Sobic.006G239000.1,Chr06,57969070,57983024,13955,+,-5026,-8928
491,PstI.TP10996,CmD_BI_mm.24,6,57974096,CmD_BI_mm,CmD_BI_mm(PS_N(1);PS_Y(2)),CmD_BI_mm(C106+4202(1);C116+3293(2)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(2)),,,0.1274,3.194,Sobic.006G239000.1,Chr06,57969070,57983024,13955,+,-5026,-8928
492,PstI.TP10996,CmD_BI_mm.24,6,57974096,CmD_BI_mm,CmD_BI_mm(PS_N(1);PS_Y(2)),CmD_BI_mm(C106+4202(1);C116+3293(2)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(2)),,,0.1274,3.194,Sobic.006G239000.1,Chr06,57969070,57983024,13955,+,-5026,-8928
493,PstI.TP10996,CmD_BI_mm.24,6,57974096,CmD_BI_mm,CmD_BI_mm(PS_N(1);PS_Y(2)),CmD_BI_mm(C106+4202(1);C116+3293(2)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(2)),,,0.1274,3.194,Sobic.006G239000.1,Chr06,57969070,57983024,13955,+,-5026,-8928
494,PstI.TP10996,CmD_BI_mm.24,6,57974096,CmD_BI_mm,CmD_BI_mm(PS_N(1);PS_Y(2)),CmD_BI_mm(C106+4202(1);C116+3293(2)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(2)),,,0.1274,3.194,Sobic.006G239000.1,Chr06,57969070,57983024,13955,+,-5026,-8928
495,PstI.TP10996,CmD_BI_mm.24,6,57974096,CmD_BI_mm,CmD_BI_mm(PS_N(1);PS_Y(2)),CmD_BI_mm(C106+4202(1);C116+3293(2)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(2)),,,0.1274,3.194,Sobic.006G239000.1,Chr06,57969070,57983024,13955,+,-5026,-8928
496,PstI.TP10996,CmD_BI_mm.24,6,57974096,CmD_BI_mm,CmD_BI_mm(PS_N(1);PS_Y(2)),CmD_BI_mm(C106+4202(1);C116+3293(2)),,CmD_BI_mm(FarmCPU(1)),CmD_BI_mm(ISIS EM-BLASSO(2)),,,0.1274,3.194,Sobic.006G239000.1,Chr06,57969070,57983024,13955,+,-5026,-8928
497,PstI.TP1100764,CmN.94,2,63346042,CmN,CmN(PS_Y(1)),CmN(124+36088im(1)),,,CmN(FASTmrMLM(1)),,,0.3226,1.928,Sobic.002G244901.1,Chr02,63346816,63351078,4263,-,774,-5036
498,PstI.TP1100764,CmN.94,2,63346042,CmN,CmN(PS_Y(1)),CmN(124+36088im(1)),,,CmN(FASTmrMLM(1)),,,0.3226,1.928,Sobic.002G244800.1,Chr02,63346258,63346900,643,-,216,-858
499,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
500,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
501,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
502,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
503,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
504,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
505,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
506,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
507,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
508,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
509,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
510,PstI.TP110898,CmN.95,10,9880843,CmN,CmN(PCA=3(2);PS_N(9);PS_Y(10)),CmN(C106+4202(9);C116+3293(7);C124+2560(5)),CmN(CMLM+SUPER(1)MLM+SUPER(2)),CmN(FarmCPU(1)),CmN(ISIS EM-BLASSO(3)mrMLM(3)pKWmEB(6)pLARmEB(1)),CmN(rrBLUP(2)),CmN(GLM(2)),0.0577,31.7,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
511,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
512,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
513,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
514,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
515,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
516,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
517,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
518,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
519,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
520,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
521,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
522,PstI.TP110898,CmDW_g.23,10,9880843,CmDW_g,CmDW_g(PS_Y(2)),CmDW_g(C106+4202(1);C124+2560(1)),,,CmDW_g(ISIS EM-BLASSO(2)),,,0.0566,13.2,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
523,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
524,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
525,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
526,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.2,Chr10,9876675,9881144,4470,-,-4168,-301
527,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
528,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
529,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
530,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
531,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
532,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.4,Chr10,9875884,9881144,5261,-,-4959,-301
533,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.1,Chr10,9875884,9881144,5261,-,-4959,-301
534,PstI.TP110898,CCirc_cm.14,10,9880843,CCirc_cm,CCirc_cm(PS_N(3)),CCirc_cm(C106+4202(1);C124+2560(2)),,CCirc_cm(FarmCPU(1)),CCirc_cm(pKWmEB(1)pLARmEB(1)),,,0.0566,13.52,Sobic.010G104900.3,Chr10,9875884,9881144,5261,-,-4959,-301
535,PstI.TP111833,CmN.96,1,67205643,CmN,CmN(PS_Y(1)),CmN(124+36088im(1)),,,,,CmN(GLM(1)),0.0582,6.868,Sobic.001G384600.1,Chr01,67201155,67205912,4758,+,-4488,-269
536,PstI.TP1123778,CmN.97,2,61958273,CmN,CmN(PS_Y(9)),CmN(C106+4202(2);C116+3293(4);C124+2560(3)),CmN(CMLM+SUPER(2)MLM+SUPER(3)),,CmN(mrMLM(1)),,CmN(GLM(3)),0.09677,11.84,Sobic.002G227900.1,Chr02,61957542,61959386,1845,-,-731,-1113
540,PstI.TP1128002,CmN.99,2,59726913,CmN,CmN(PS_Y(1)),CmN(124+36088im(1)),,,CmN(mrMLM(1)),,,0.0246,14.63,Sobic.002G205700.1,Chr02,59726662,59729516,2855,+,-251,-2603
542,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297300.1,Chr04,63678188,63683509,5322,-,-4822,-499
543,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297400.1,Chr04,63683851,63687124,3274,-,841,-4114
544,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297400.6,Chr04,63683856,63687274,3419,-,846,-4264
545,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297400.5,Chr04,63683622,63687275,3654,-,612,-4265
546,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297400.3,Chr04,63683622,63687079,3458,-,612,-4069
547,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297400.7,Chr04,63683622,63687079,3458,-,612,-4069
548,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297400.2,Chr04,63683622,63687275,3654,-,612,-4265
549,PstI.TP1132955,CmD_BI_mm.25,4,63683010,CmD_BI_mm,CmD_BI_mm(PS_N(1)),CmD_BI_mm(C106+4202(1)),,,CmD_BI_mm(mrMLM(1)),,,0.1971,20.04,Sobic.004G297400.4,Chr04,63683622,63687079,3458,-,612,-4069
550,PstI.TP1145813,CCirc_cm.16,5,69264081,CCirc_cm,CCirc_cm(PS_N(1)),CCirc_cm(124+36088im(1)),,,CCirc_cm(ISIS EM-BLASSO(1)),,,0.1176,24.74,Sobic.005G206500.1,Chr05,69260461,69264619,4159,-,-3620,-538
551,PstI.TP1146105,CmN.101,3,17294985,CmN,CmN(PS_Y(2)),CmN(124+36088im(2)),CmN(CMLM+SUPER(1)MLM+SUPER(1)),,,,,0.3806,0.1069,Sobic.003G156500.1,Chr03,17294003,17303044,9042,+,-982,-8059
552,PstI.TP1148487,CmN.102,4,48397503,CmN,CmN(PS_Y(1)),CmN(C106+4202(1)),CmN(CMLM+SUPER(1)),,,,,0.08491,2.998,Sobic.004G153000.1,Chr04,48395164,48399044,3881,+,-2339,-1541
553,PstI.TP1148487,CmN.102,4,48397503,CmN,CmN(PS_Y(1)),CmN(C106+4202(1)),CmN(CMLM+SUPER(1)),,,,,0.08491,2.998,Sobic.004G153000.2,Chr04,48395164,48399044,3881,+,-2339,-1541
554,PstI.TP1148558,CmDW_g.24,2,62049812,CmDW_g,CmDW_g(PS_N(1)),CmDW_g(C116+3293(1)),,CmDW_g(FarmCPU(1)),,,,0.05172,17.13,Sobic.002G229300.1,Chr02,62048550,62052330,3781,-,-1262,-2518
555,PstI.TP1150566,CmN.103,9,1671674,CmN,CmN(PS_Y(1)),CmN(124+36088im(1)),,,CmN(pKWmEB(1)),,,0.1129,1.926,Sobic.009G018200.1,Chr09,1669989,1672866,2878,-,-1685,-1192
559,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
560,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
561,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
562,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
563,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
564,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
565,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
566,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
567,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
568,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
569,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
570,PstI.TP1155086,SDW_kg.16,9,50004653,SDW_kg,SDW_kg(PS_N(1)),SDW_kg(C116+3293(1)),,SDW_kg(FarmCPU(1)),,,,0.2371,16.06,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
571,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
572,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
573,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
574,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
575,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
576,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
577,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
578,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
579,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.4,Chr09,50005037,50008259,3223,+,384,-3606
580,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
581,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.5,Chr09,50005632,50008255,2624,+,979,-3602
582,PstI.TP1155086,CmDW_g.25,9,50004653,CmDW_g,CmDW_g(PS_N(2)),CmDW_g(C116+3293(1);C124+2560(1)),,CmDW_g(FarmCPU(2)),,,,0.2371,20.49,Sobic.009G142800.3,Chr09,50005042,50008255,3214,+,389,-3602
