Chrom,Start,End,Start.1,End.1,ID,ID.1,Name,Trait.name,Group2,Group,Colors,Group3
1,5540981,5540981,5540981,5540981,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP137261,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,72175111,72175111,72175111,72175111,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP324568,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,28681754,28681754,28681754,28681754,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP376790,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,78162835,78162835,78162835,78162835,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP459121,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,22258955,22258955,22258955,22258955,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP761935,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,5999154,5999154,5999154,5999154,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP882936,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,731905,731905,731905,731905,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP94792,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,67720379,67720379,67720379,67720379,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP213158,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,13453548,13453548,13453548,13453548,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP51047,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,59610846,59610846,59610846,59610846,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1012416,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,15963619,15963619,15963619,15963619,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP108652,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,65029446,65029446,65029446,65029446,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP384804,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,10527282,10527282,10527282,10527282,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP452173,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,63153549,63153549,63153549,63153549,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP454285,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,55394288,55394288,55394288,55394288,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP476886,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,74605041,74605041,74605041,74605041,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP5429,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,62659796,62659796,62659796,62659796,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP631692,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
2,14521096,14521096,14521096,14521096,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP998491,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,3528771,3528771,3528771,3528771,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1032333,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,1870807,1870807,1870807,1870807,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1064534,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,6088178,6088178,6088178,6088178,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP188641,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,52014149,52014149,52014149,52014149,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP346744,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,63462498,63462498,63462498,63462498,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP478050,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,50687892,50687892,50687892,50687892,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP704244,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,55061314,55061314,55061314,55061314,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP773172,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,69354547,69354547,69354547,69354547,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP789647,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,4037471,4037471,4037471,4037471,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP838943,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
3,14568699,14568699,14568699,14568699,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP867369,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,67451505,67451505,67451505,67451505,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP438910,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,14235179,14235179,14235179,14235179,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP575629,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,12330408,12330408,12330408,12330408,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP827851,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,63683010,63683010,63683010,63683010,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1132955,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,3373898,3373898,3373898,3373898,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP39944,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,4201581,4201581,4201581,4201581,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP57846,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
4,61217735,61217735,61217735,61217735,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP704666,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
5,61642341,61642341,61642341,61642341,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP713636,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
5,51810245,51810245,51810245,51810245,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP197570,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
5,70851257,70851257,70851257,70851257,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP742466,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,56190559,56190559,56190559,56190559,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP128897,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,57974096,57974096,57974096,57974096,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP10996,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,3914949,3914949,3914949,3914949,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP434866,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
6,45615805,45615805,45615805,45615805,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP745785,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,5038310,5038310,5038310,5038310,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP765320,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,10755390,10755390,10755390,10755390,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP446073,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,15569290,15569290,15569290,15569290,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP474390,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
7,10269451,10269451,10269451,10269451,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP887302,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
8,60371664,60371664,60371664,60371664,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP701217,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
8,5124822,5124822,5124822,5124822,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP771300,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
9,50004653,50004653,50004653,50004653,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP1155086,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
9,57790410,57790410,57790410,57790410,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP14229,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
9,1942972,1942972,1942972,1942972,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP723544,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,41353679,41353679,41353679,41353679,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP648509,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,58023898,58023898,58023898,58023898,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP717578,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,59883760,59883760,59883760,59883760,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP371473,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
10,7091437,7091437,7091437,7091437,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP510424,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study
1,21598230,21598230,21598230,21598230,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP331606,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,75748041,75748041,75748041,75748041,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP506284,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,19994793,19994793,19994793,19994793,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP576208,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,9322002,9322002,9322002,9322002,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP769756,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,76203935,76203935,76203935,76203935,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP832364,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,28681754,28681754,28681754,28681754,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP376790,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,60097068,60097068,60097068,60097068,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP457393,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,12743038,12743038,12743038,12743038,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP47447,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,2979376,2979376,2979376,2979376,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP736503,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,63680478,63680478,63680478,63680478,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP84880,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
1,65184135,65184135,65184135,65184135,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP961110,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,74627859,74627859,74627859,74627859,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP41841,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,59555953,59555953,59555953,59555953,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP741199,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,65962511,65962511,65962511,65962511,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP741991,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,61303139,61303139,61303139,61303139,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP810561,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,47054143,47054143,47054143,47054143,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1154493,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,45986549,45986549,45986549,45986549,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP117081,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,69224467,69224467,69224467,69224467,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP139651,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,23769344,23769344,23769344,23769344,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP18098,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,4692065,4692065,4692065,4692065,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP262331,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
2,55394288,55394288,55394288,55394288,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP476886,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,2577255,2577255,2577255,2577255,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP513843,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,50687892,50687892,50687892,50687892,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP704244,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,55061314,55061314,55061314,55061314,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP773172,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,69354547,69354547,69354547,69354547,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP789647,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,3716611,3716611,3716611,3716611,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP906726,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
4,61088428,61088428,61088428,61088428,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP217994,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
4,7549373,7549373,7549373,7549373,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP774504,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
4,51121423,51121423,51121423,51121423,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP852023,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
5,5554725,5554725,5554725,5554725,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP488716,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
5,2299991,2299991,2299991,2299991,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1181476,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,49927748,49927748,49927748,49927748,CmD_LI(Current Study),CmD_LI(Current Study),GFSSContig17265_1038,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,43353284,43353284,43353284,43353284,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP471156,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,57974096,57974096,57974096,57974096,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP10996,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,60825902,60825902,60825902,60825902,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1193013,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,60503682,60503682,60503682,60503682,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP126085,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,51146867,51146867,51146867,51146867,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP55941,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,45894338,45894338,45894338,45894338,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP710636,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,1911989,1911989,1911989,1911989,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP774963,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,49388605,49388605,49388605,49388605,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP840679,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
6,38025522,38025522,38025522,38025522,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP96720,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
7,61710211,61710211,61710211,61710211,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP766057,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
8,1028461,1028461,1028461,1028461,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP1248844,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
8,16103749,16103749,16103749,16103749,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP290055,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
8,3139123,3139123,3139123,3139123,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP315072,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
9,46091568,46091568,46091568,46091568,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP154137,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
9,2970040,2970040,2970040,2970040,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP299726,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
10,41353679,41353679,41353679,41353679,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP648509,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
10,58023898,58023898,58023898,58023898,CmD_LI(Current Study),CmD_LI(Current Study),NsiI.TP717578,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
10,58956886,58956886,58956886,58956886,CmD_LI(Current Study),CmD_LI(Current Study),PstI.TP651715,Culm outer diameter at last internode ,CmD_LI,CmD_LI(Current Study),Red,Current Study
3,2697915,4004654,2697915,4004654,CmDW(Dong(2017)),CmDW(Dong.et.al.(2017)),CmDW LG5 28 cM,culm dry weight,CmDW,CmDW(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
4,6406176,62920410,6406176,62920410,CmDW(Dong(2017)),CmDW(Dong.et.al.(2017)),CmDW LG8 31.4 cM,culm dry weight,CmDW,CmDW(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
5,4062218,57378861,4062218,57378861,CmDW(Dong(2017)),CmDW(Dong.et.al.(2017)),CmDW LG10 31 cM,culm dry weight,CmDW,CmDW(Dong_et_al_(2017)),Green,Dong_et_al_(2017)
1,57778864,57778864,57778864,57778864,CmDW(Current Study),CmDW(Current Study),NsiI.TP46196,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,6409370,6409370,6409370,6409370,CmDW(Current Study),CmDW(Current Study),NsiI.TP488601,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,75748041,75748041,75748041,75748041,CmDW(Current Study),CmDW(Current Study),NsiI.TP506284,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,19994793,19994793,19994793,19994793,CmDW(Current Study),CmDW(Current Study),NsiI.TP576208,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,3576636,3576636,3576636,3576636,CmDW(Current Study),CmDW(Current Study),PstI.TP374511,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,4990016,4990016,4990016,4990016,CmDW(Current Study),CmDW(Current Study),PstI.TP402429,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,60097068,60097068,60097068,60097068,CmDW(Current Study),CmDW(Current Study),PstI.TP457393,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,78162835,78162835,78162835,78162835,CmDW(Current Study),CmDW(Current Study),PstI.TP459121,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,12743038,12743038,12743038,12743038,CmDW(Current Study),CmDW(Current Study),PstI.TP47447,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
1,71344044,71344044,71344044,71344044,CmDW(Current Study),CmDW(Current Study),PstI.TP805461,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,57602883,57602883,57602883,57602883,CmDW(Current Study),CmDW(Current Study),NsiI.TP423584,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,63804104,63804104,63804104,63804104,CmDW(Current Study),CmDW(Current Study),NsiI.TP571832,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,61303139,61303139,61303139,61303139,CmDW(Current Study),CmDW(Current Study),NsiI.TP810561,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,62049812,62049812,62049812,62049812,CmDW(Current Study),CmDW(Current Study),PstI.TP1148558,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,61861955,61861955,61861955,61861955,CmDW(Current Study),CmDW(Current Study),PstI.TP134453,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,66298184,66298184,66298184,66298184,CmDW(Current Study),CmDW(Current Study),PstI.TP139937,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,65029446,65029446,65029446,65029446,CmDW(Current Study),CmDW(Current Study),PstI.TP384804,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,61335361,61335361,61335361,61335361,CmDW(Current Study),CmDW(Current Study),PstI.TP577552,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,699673,699673,699673,699673,CmDW(Current Study),CmDW(Current Study),PstI.TP790069,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
2,58637331,58637331,58637331,58637331,CmDW(Current Study),CmDW(Current Study),PstI.TP844985,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,58498950,58498950,58498950,58498950,CmDW(Current Study),CmDW(Current Study),PstI.TP1249212,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,60121147,60121147,60121147,60121147,CmDW(Current Study),CmDW(Current Study),PstI.TP701332,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,50687892,50687892,50687892,50687892,CmDW(Current Study),CmDW(Current Study),PstI.TP704244,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,55061314,55061314,55061314,55061314,CmDW(Current Study),CmDW(Current Study),PstI.TP773172,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,69354547,69354547,69354547,69354547,CmDW(Current Study),CmDW(Current Study),PstI.TP789647,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,4037471,4037471,4037471,4037471,CmDW(Current Study),CmDW(Current Study),PstI.TP838943,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
3,67880743,67880743,67880743,67880743,CmDW(Current Study),CmDW(Current Study),PstI.TP955356,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,54754163,54754163,54754163,54754163,CmDW(Current Study),CmDW(Current Study),NsiI.TP127922,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,14235179,14235179,14235179,14235179,CmDW(Current Study),CmDW(Current Study),NsiI.TP575629,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,57224161,57224161,57224161,57224161,CmDW(Current Study),CmDW(Current Study),NsiI.TP717913,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,12330408,12330408,12330408,12330408,CmDW(Current Study),CmDW(Current Study),NsiI.TP827851,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,63161916,63161916,63161916,63161916,CmDW(Current Study),CmDW(Current Study),NsiI.TP89701,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,61088428,61088428,61088428,61088428,CmDW(Current Study),CmDW(Current Study),PstI.TP217994,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,4201581,4201581,4201581,4201581,CmDW(Current Study),CmDW(Current Study),PstI.TP57846,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
4,51121423,51121423,51121423,51121423,CmDW(Current Study),CmDW(Current Study),PstI.TP852023,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
5,2299991,2299991,2299991,2299991,CmDW(Current Study),CmDW(Current Study),PstI.TP1181476,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
5,70851257,70851257,70851257,70851257,CmDW(Current Study),CmDW(Current Study),PstI.TP742466,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
6,56190559,56190559,56190559,56190559,CmDW(Current Study),CmDW(Current Study),NsiI.TP128897,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
6,57974096,57974096,57974096,57974096,CmDW(Current Study),CmDW(Current Study),PstI.TP10996,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
6,49388605,49388605,49388605,49388605,CmDW(Current Study),CmDW(Current Study),PstI.TP840679,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
7,56447700,56447700,56447700,56447700,CmDW(Current Study),CmDW(Current Study),PstI.TP1083673,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
8,2905616,2905616,2905616,2905616,CmDW(Current Study),CmDW(Current Study),PstI.TP350262,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,152998,152998,152998,152998,CmDW(Current Study),CmDW(Current Study),NsiI.TP608372,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,50004653,50004653,50004653,50004653,CmDW(Current Study),CmDW(Current Study),PstI.TP1155086,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,55685356,55685356,55685356,55685356,CmDW(Current Study),CmDW(Current Study),PstI.TP160694,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,2970040,2970040,2970040,2970040,CmDW(Current Study),CmDW(Current Study),PstI.TP299726,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
9,1942972,1942972,1942972,1942972,CmDW(Current Study),CmDW(Current Study),PstI.TP723544,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
10,41353679,41353679,41353679,41353679,CmDW(Current Study),CmDW(Current Study),NsiI.TP648509,Culm dry weight ,CmDW,CmDW(Current Study),Red,Current Study
