"","SNP","Gene","chr","start","end","width","strand"
"316","PstI.TP1155086","Sobic.009G142800.3","Chr09",50005042,50008255,3214,"+"
"317","PstI.TP1155086","Sobic.009G142800.5","Chr09",50005632,50008255,2624,"+"
"318","PstI.TP1181476","Sobic.005G025900.1","Chr05",2298782,2302410,3629,"-"
"319","PstI.TP1249212","Sobic.003G246100.1","Chr03",58494624,58499601,4978,"+"
"320","PstI.TP134453","Sobic.002G226700.2","Chr02",61861317,61863067,1751,"-"
"321","PstI.TP139937","Sobic.002G281300.1","Chr02",66296138,66299132,2995,"-"
"322","PstI.TP160694","Sobic.009G210600.1","Chr09",55686020,55691500,5481,"+"
"323","PstI.TP217994","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+"
"324","PstI.TP226277","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+"
"325","PstI.TP226277","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-"
"326","PstI.TP226277","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-"
"327","PstI.TP226277","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-"
"328","PstI.TP299726","Sobic.009G032800.1","Chr09",2969346,2970974,1629,"-"
"329","PstI.TP350262","Sobic.008G032600.1","Chr08",2903619,2906189,2571,"-"
"330","PstI.TP374511","Sobic.001G048900.3","Chr01",3574706,3578692,3987,"+"
"331","PstI.TP374511","Sobic.001G048900.1","Chr01",3574708,3578692,3985,"+"
"332","PstI.TP374511","Sobic.001G048900.2","Chr01",3574708,3578692,3985,"+"
"333","PstI.TP374511","Sobic.001G048900.4","Chr01",3574708,3578692,3985,"+"
"334","PstI.TP384804","Sobic.002G265166.1","Chr02",65028763,65029198,436,"-"
"335","PstI.TP402429","Sobic.001G065600.1","Chr01",4988890,4994406,5517,"-"
"336","PstI.TP457393","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+"
"337","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"338","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"339","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"340","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"341","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"342","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"343","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"344","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"345","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"346","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"347","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"348","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"349","PstI.TP57846","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+"
"350","PstI.TP57846","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+"
"351","PstI.TP701332","Sobic.003G264100.1","Chr03",60121128,60128012,6885,"+"
"352","PstI.TP704244","Sobic.003G188100.2","Chr03",50686166,50690141,3976,"+"
"353","PstI.TP704244","Sobic.003G188100.3","Chr03",50686717,50690141,3425,"+"
"354","PstI.TP723544","Sobic.009G021700.1","Chr09",1942720,1944208,1489,"-"
"355","PstI.TP742466","Sobic.005G222000.1","Chr05",70846703,70855117,8415,"-"
"356","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"357","PstI.TP789647","Sobic.003G379700.1","Chr03",69351545,69356137,4593,"-"
"358","PstI.TP789647","Sobic.003G379700.2","Chr03",69351545,69356140,4596,"-"
"359","PstI.TP790069","Sobic.002G007400.1","Chr02",698947,700577,1631,"-"
"360","PstI.TP805461","Sobic.001G434800.1","Chr01",71342270,71343480,1211,"+"
"361","PstI.TP840679","Sobic.006G129000.1","Chr06",49383922,49388815,4894,"+"
"362","PstI.TP844985","Sobic.002G197000.1","Chr02",58634152,58637918,3767,"-"
"363","PstI.TP852023","Sobic.004G162200.1","Chr04",51111914,51121956,10043,"-"
"364","PstI.TP955356","Sobic.003G361200.1","Chr03",67880581,67884692,4112,"+"
"365","NsiI.TP127922","Sobic.004G196500.1","Chr04",54753647,54755468,1822,"+"
"366","NsiI.TP164112","Sobic.002G409000.1","Chr02",75773614,75775575,1962,"-"
"367","NsiI.TP195403","Sobic.001G482800.1","Chr01",75429377,75432763,3387,"+"
"368","NsiI.TP218789","Sobic.003G194500.1","Chr03",51790405,51796572,6168,"+"
"369","NsiI.TP249634","Sobic.009G052800.1","Chr09",5341442,5342418,977,"+"
"370","NsiI.TP33138","Sobic.005G000400.1","Chr05",56051,56996,946,"+"
"371","NsiI.TP33138","Sobic.005G000500.1","Chr05",57205,63652,6448,"-"
"372","NsiI.TP34193","Sobic.006G110200.2","Chr06",47901100,47909899,8800,"-"
"373","NsiI.TP34193","Sobic.006G110200.1","Chr06",47901100,47910049,8950,"-"
"374","NsiI.TP445017","Sobic.009G213500.1","Chr09",55898970,55902453,3484,"-"
"375","NsiI.TP445017","Sobic.009G213500.2","Chr09",55898970,55902453,3484,"-"
"376","NsiI.TP447144","Sobic.003G305500.1","Chr03",63529430,63531284,1855,"-"
"377","NsiI.TP488601","Sobic.001G082900.1","Chr01",6405202,6408722,3521,"+"
"378","NsiI.TP488601","Sobic.001G083000.1","Chr01",6408709,6412370,3662,"-"
"379","NsiI.TP520698","Sobic.001G041700.4","Chr01",3099655,3112212,12558,"-"
"380","NsiI.TP520698","Sobic.001G041700.3","Chr01",3100225,3112212,11988,"-"
"381","NsiI.TP520698","Sobic.001G041800.1","Chr01",3112405,3122688,10284,"-"
"382","NsiI.TP586300","Sobic.003G238900.1","Chr03",57848714,57850409,1696,"+"
"383","NsiI.TP635575","Sobic.005G112400.1","Chr05",38567082,38568601,1520,"+"
"384","NsiI.TP648509","Sobic.010G146000.1","Chr10",41350269,41353669,3401,"-"
"385","NsiI.TP696486","Sobic.004G107200.2","Chr04",10244892,10256539,11648,"-"
"386","NsiI.TP696486","Sobic.004G107200.1","Chr04",10245914,10256539,10626,"-"
"387","NsiI.TP758763","Sobic.001G296100.1","Chr01",57496306,57500534,4229,"-"
"388","NsiI.TP764847","Sobic.010G108100.1","Chr10",10692185,10693666,1482,"+"
"389","PstI.TP1051083","Sobic.001G160200.1","Chr01",13149779,13157433,7655,"+"
"390","PstI.TP105605","Sobic.003G214400.1","Chr03",54835480,54846977,11498,"+"
"391","PstI.TP105605","Sobic.003G214400.2","Chr03",54840761,54846977,6217,"+"
"392","PstI.TP105605","Sobic.003G214400.3","Chr03",54843692,54846977,3286,"+"
"393","PstI.TP1057917","Sobic.003G307600.2","Chr03",63644246,63646771,2526,"-"
"394","PstI.TP1066422","Sobic.003G273600.1","Chr03",60988316,60993620,5305,"+"
"395","PstI.TP10996","Sobic.006G239000.1","Chr06",57969070,57983024,13955,"+"
"396","PstI.TP1155086","Sobic.009G142800.4","Chr09",50005037,50008259,3223,"+"
"397","PstI.TP1155086","Sobic.009G142800.3","Chr09",50005042,50008255,3214,"+"
"398","PstI.TP1155086","Sobic.009G142800.5","Chr09",50005632,50008255,2624,"+"
"399","PstI.TP118716","Sobic.009G146250.1","Chr09",50320522,50325327,4806,"+"
"400","PstI.TP118716","Sobic.009G146400.1","Chr09",50325863,50328782,2920,"-"
"401","PstI.TP1246584","Sobic.001G011800.1","Chr01",1015540,1016301,762,"+"
"402","PstI.TP14229","Sobic.009G240400.1","Chr09",57788800,57789692,893,"+"
"403","PstI.TP148994","Sobic.006G110600.1","Chr06",47929464,47932464,3001,"+"
"404","PstI.TP148994","Sobic.006G110500.2","Chr06",47927268,47929907,2640,"-"
"405","PstI.TP15780","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+"
"406","PstI.TP19694","Sobic.001G249600.1","Chr01",26926368,26928145,1778,"-"
"407","PstI.TP217994","Sobic.004G266400.1","Chr04",61087870,61092609,4740,"+"
"408","PstI.TP226277","Sobic.010G276600.1","Chr10",60972238,60979018,6781,"+"
"409","PstI.TP226277","Sobic.010G276700.1","Chr10",60979154,60983631,4478,"-"
"410","PstI.TP226277","Sobic.010G276700.2","Chr10",60979154,60983631,4478,"-"
"411","PstI.TP226277","Sobic.010G276700.3","Chr10",60979154,60983631,4478,"-"
"412","PstI.TP290738","Sobic.007G163800.1","Chr07",59821905,59829910,8006,"-"
"413","PstI.TP290738","Sobic.007G163800.2","Chr07",59821905,59829921,8017,"-"
"414","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"415","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"416","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
"417","PstI.TP459121","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-"
"418","PstI.TP459121","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-"
"419","PstI.TP459121","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-"
"420","PstI.TP459121","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-"
"421","PstI.TP459121","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-"
"422","PstI.TP459121","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-"
"423","PstI.TP459121","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-"
"424","PstI.TP485114","Sobic.009G229700.1","Chr09",57032871,57036097,3227,"+"
"425","PstI.TP485114","Sobic.009G229600.1","Chr09",57023498,57032493,8996,"-"
"426","PstI.TP485114","Sobic.009G229600.2","Chr09",57023498,57032493,8996,"-"
"427","PstI.TP4963","Sobic.003G326500.1","Chr03",65238666,65248550,9885,"+"
"428","PstI.TP55941","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+"
"429","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"430","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"431","PstI.TP57846","Sobic.004G051900.1","Chr04",4197276,4203457,6182,"+"
"432","PstI.TP57846","Sobic.004G051900.3","Chr04",4197618,4203457,5840,"+"
"433","PstI.TP703969","Sobic.001G544600.2","Chr01",80876468,80878678,2211,"-"
"434","PstI.TP738082","Sobic.010G078600.1","Chr10",6555565,6558034,2470,"+"
"435","PstI.TP742466","Sobic.005G222000.1","Chr05",70846703,70855117,8415,"-"
"436","PstI.TP745785","Sobic.006G086900.1","Chr06",45613551,45616219,2669,"+"
"437","PstI.TP745785","Sobic.006G086900.2","Chr06",45613551,45616999,3449,"+"
"438","PstI.TP745785","Sobic.006G086900.3","Chr06",45613551,45616999,3449,"+"
"439","PstI.TP751721","Sobic.009G148000.1","Chr09",50511733,50514791,3059,"-"
"440","PstI.TP757921","Sobic.001G249000.1","Chr01",26846301,26848746,2446,"-"
"441","PstI.TP771967","Sobic.010G182800.1","Chr10",52236033,52242284,6252,"-"
"442","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"443","PstI.TP795667","Sobic.008G006400.1","Chr08",527846,528916,1071,"+"
"444","PstI.TP795667","Sobic.008G006500.1","Chr08",529177,532714,3538,"+"
"445","PstI.TP840679","Sobic.006G129000.1","Chr06",49383922,49388815,4894,"+"
"446","PstI.TP841498","Sobic.005G206300.4","Chr05",69226352,69232612,6261,"+"
"447","PstI.TP841498","Sobic.005G206300.2","Chr05",69226353,69232612,6260,"+"
"448","PstI.TP841498","Sobic.005G206300.3","Chr05",69226419,69233717,7299,"+"
"449","PstI.TP858902","Sobic.004G326400.1","Chr04",66140091,66144334,4244,"+"
"450","PstI.TP901954","Sobic.009G035601.1","Chr09",3265376,3266128,753,"-"
"451","PstI.TP972953","Sobic.001G104100.1","Chr01",7982034,7985735,3702,"-"
"452","PstI.TP972953","Sobic.001G104100.2","Chr01",7982034,7985873,3840,"-"
"453","GFSSContig15563_263","Sobic.009G255100.5","Chr09",58910532,58914835,4304,"-"
"454","GFSSContig17477_775","Sobic.002G303700.2","Chr02",67951734,67955841,4108,"+"
"455","GFSSContig17477_775","Sobic.002G303700.1","Chr02",67951936,67955841,3906,"+"
"456","GFSSContig18315_975","Sobic.009G187100.1","Chr09",53975946,53977915,1970,"-"
"457","NsiI.TP127922","Sobic.004G196500.1","Chr04",54753647,54755468,1822,"+"
"458","NsiI.TP128678","Sobic.003G375200.1","Chr03",68999883,69007574,7692,"+"
"459","NsiI.TP159695","Sobic.006G236700.2","Chr06",57815633,57820884,5252,"-"
"460","NsiI.TP159695","Sobic.006G236700.3","Chr06",57815633,57820884,5252,"-"
"461","NsiI.TP159695","Sobic.006G236700.1","Chr06",57815633,57822442,6810,"-"
"462","NsiI.TP217838","Sobic.003G038400.1","Chr03",3586678,3591433,4756,"-"
"463","NsiI.TP217838","Sobic.003G038400.2","Chr03",3586678,3591433,4756,"-"
"464","NsiI.TP255006","Sobic.006G258600.1","Chr06",59461747,59465981,4235,"+"
"465","NsiI.TP255006","Sobic.006G258600.2","Chr06",59461747,59466525,4779,"+"
"466","NsiI.TP282888","Sobic.002G006900.1","Chr02",663961,674299,10339,"+"
"467","NsiI.TP282888","Sobic.002G006900.2","Chr02",663961,674302,10342,"+"
"468","NsiI.TP282888","Sobic.002G007000.2","Chr02",674662,676476,1815,"-"
"469","NsiI.TP296932","Sobic.009G142000.1","Chr09",49932745,49941367,8623,"+"
"470","NsiI.TP296932","Sobic.009G142000.2","Chr09",49932745,49941367,8623,"+"
"471","NsiI.TP327757","Sobic.003G403300.1","Chr03",71114880,71120454,5575,"-"
"472","NsiI.TP332475","Sobic.003G315800.2","Chr03",64343406,64343947,542,"+"
"473","NsiI.TP332475","Sobic.003G315700.1","Chr03",64344076,64352994,8919,"-"
"474","NsiI.TP332475","Sobic.003G315700.3","Chr03",64344076,64352994,8919,"-"
"475","NsiI.TP338132","Sobic.003G253500.1","Chr03",59214043,59217830,3788,"-"
"476","NsiI.TP352026","Sobic.006G003600.1","Chr06",548123,560425,12303,"-"
"477","NsiI.TP358081","Sobic.006G067600.1","Chr06",42785485,42802516,17032,"+"
"478","NsiI.TP358081","Sobic.006G067600.3","Chr06",42785485,42802516,17032,"+"
"479","NsiI.TP358081","Sobic.006G067600.2","Chr06",42785726,42802516,16791,"+"
"480","NsiI.TP358081","Sobic.006G067500.1","Chr06",42781244,42785442,4199,"-"
"481","NsiI.TP359278","Sobic.006G175500.3","Chr06",53062306,53080184,17879,"-"
"482","NsiI.TP370880","Sobic.003G363600.10","Chr03",68107429,68115976,8548,"-"
"483","NsiI.TP370880","Sobic.003G363600.2","Chr03",68107429,68115976,8548,"-"
"484","NsiI.TP370880","Sobic.003G363600.6","Chr03",68107441,68115976,8536,"-"
"485","NsiI.TP370880","Sobic.003G363600.7","Chr03",68107441,68115976,8536,"-"
"486","NsiI.TP370880","Sobic.003G363600.9","Chr03",68107441,68115976,8536,"-"
"487","NsiI.TP370880","Sobic.003G363600.8","Chr03",68107457,68115976,8520,"-"
"488","NsiI.TP370880","Sobic.003G363600.5","Chr03",68107465,68114713,7249,"-"
"489","NsiI.TP370880","Sobic.003G363600.1","Chr03",68107465,68115976,8512,"-"
"490","NsiI.TP370880","Sobic.003G363600.3","Chr03",68107465,68115976,8512,"-"
"491","NsiI.TP370880","Sobic.003G363600.4","Chr03",68107465,68115976,8512,"-"
"492","NsiI.TP390222","Sobic.004G237000.1","Chr04",58488864,58490438,1575,"+"
"493","NsiI.TP402511","Sobic.004G231700.1","Chr04",58095962,58097637,1676,"+"
"494","NsiI.TP409721","Sobic.002G266500.2","Chr02",65097219,65098349,1131,"+"
"495","NsiI.TP409721","Sobic.002G266300.1","Chr02",65090573,65095550,4978,"-"
"496","NsiI.TP409721","Sobic.002G266400.1","Chr02",65095981,65096349,369,"-"
"497","NsiI.TP415575","Sobic.009G186300.1","Chr09",53920131,53923447,3317,"-"
"498","NsiI.TP42003","Sobic.008G191800.1","Chr08",62544046,62545439,1394,"-"
"499","NsiI.TP434679","Sobic.003G128575.1","Chr03",11840730,11841718,989,"-"
"500","NsiI.TP459060","Sobic.010G006100.2","Chr10",495563,496714,1152,"-"
"501","NsiI.TP465791","Sobic.001G475900.1","Chr01",74814983,74820643,5661,"+"
"502","NsiI.TP465791","Sobic.001G476000.1","Chr01",74820847,74822682,1836,"+"
"503","NsiI.TP494603","Sobic.002G220900.1","Chr02",61262610,61269841,7232,"+"
"504","NsiI.TP494603","Sobic.002G221000.1","Chr02",61270216,61273127,2912,"+"
"505","NsiI.TP509742","Sobic.009G125400.1","Chr09",47848523,47861791,13269,"+"
"506","NsiI.TP509742","Sobic.009G125400.2","Chr09",47848523,47861791,13269,"+"
"507","NsiI.TP515167","Sobic.004G351600.1","Chr04",68019739,68025304,5566,"+"
"508","NsiI.TP515167","Sobic.004G351600.2","Chr04",68019739,68025304,5566,"+"
"509","NsiI.TP515167","Sobic.004G351600.3","Chr04",68019739,68025344,5606,"+"
"510","NsiI.TP515167","Sobic.004G351600.4","Chr04",68019739,68025356,5618,"+"
"511","NsiI.TP515167","Sobic.004G351600.5","Chr04",68019739,68025356,5618,"+"
"512","NsiI.TP515167","Sobic.004G351600.6","Chr04",68020858,68025379,4522,"+"
"513","NsiI.TP525011","Sobic.010G005401.1","Chr10",448862,451672,2811,"+"
"514","NsiI.TP525011","Sobic.010G005500.1","Chr10",451673,455105,3433,"-"
"515","NsiI.TP575555","Sobic.002G023900.1","Chr02",2228532,2234882,6351,"+"
"516","NsiI.TP575618","Sobic.007G039100.1","Chr07",3776104,3779183,3080,"+"
"517","NsiI.TP616137","Sobic.006G225200.2","Chr06",57073099,57075527,2429,"+"
"518","NsiI.TP617177","Sobic.002G166800.1","Chr02",52051169,52057433,6265,"+"
"519","NsiI.TP667008","Sobic.008G016000.1","Chr08",1325600,1330859,5260,"+"
"520","NsiI.TP667008","Sobic.008G016000.2","Chr08",1326551,1330859,4309,"+"
"521","NsiI.TP681203","Sobic.001G106200.1","Chr01",8180004,8187693,7690,"+"
"522","NsiI.TP726681","Sobic.003G287400.1","Chr03",62053854,62061425,7572,"+"
"523","NsiI.TP726681","Sobic.003G287400.2","Chr03",62053854,62061425,7572,"+"
"524","NsiI.TP753743","Sobic.009G102600.1","Chr09",41081738,41088543,6806,"-"
"525","NsiI.TP762015","Sobic.007G008800.1","Chr07",820415,824800,4386,"+"
"526","NsiI.TP762015","Sobic.007G008800.2","Chr07",820415,824800,4386,"+"
"527","NsiI.TP779177","Sobic.004G298250.1","Chr04",63761872,63762755,884,"+"
"528","NsiI.TP779177","Sobic.004G298300.2","Chr04",63763373,63767729,4357,"+"
"529","NsiI.TP90957","Sobic.009G253500.1","Chr09",58752077,58753372,1296,"-"
"530","NsiI.TP90957","Sobic.009G253600.1","Chr09",58754868,58755845,978,"-"
"531","PstI.TP1025634","Sobic.002G347300.1","Chr02",71274474,71279160,4687,"+"
"532","PstI.TP1026977","Sobic.004G279300.1","Chr04",62205986,62209047,3062,"+"
"533","PstI.TP1044533","Sobic.010G009466.1","Chr10",780383,783170,2788,"+"
"534","PstI.TP107240","Sobic.008G192700.1","Chr08",62617685,62621880,4196,"+"
"535","PstI.TP107240","Sobic.008G192700.2","Chr08",62617685,62621880,4196,"+"
"536","PstI.TP107240","Sobic.008G192800.3","Chr08",62622079,62627522,5444,"+"
"537","PstI.TP107240","Sobic.008G192800.4","Chr08",62622079,62627522,5444,"+"
"538","PstI.TP107240","Sobic.008G192800.6","Chr08",62622079,62627522,5444,"+"
"539","PstI.TP107240","Sobic.008G192800.1","Chr08",62622079,62627794,5716,"+"
"540","PstI.TP107240","Sobic.008G192800.2","Chr08",62622079,62627817,5739,"+"
"541","PstI.TP107240","Sobic.008G192800.5","Chr08",62622079,62627817,5739,"+"
"542","PstI.TP1090311","Sobic.006G103000.1","Chr06",47328961,47330684,1724,"-"
"543","PstI.TP1098463","Sobic.004G315400.1","Chr04",65165615,65168511,2897,"+"
"544","PstI.TP1098463","Sobic.004G315400.2","Chr04",65166044,65168511,2468,"+"
"545","PstI.TP10996","Sobic.006G239000.1","Chr06",57969070,57983024,13955,"+"
"546","PstI.TP1100764","Sobic.002G244800.1","Chr02",63346258,63346900,643,"-"
"547","PstI.TP1100764","Sobic.002G244901.1","Chr02",63346816,63351078,4263,"-"
"548","PstI.TP110898","Sobic.010G104900.1","Chr10",9875884,9881144,5261,"-"
"549","PstI.TP110898","Sobic.010G104900.3","Chr10",9875884,9881144,5261,"-"
"550","PstI.TP110898","Sobic.010G104900.4","Chr10",9875884,9881144,5261,"-"
"551","PstI.TP110898","Sobic.010G104900.2","Chr10",9876675,9881144,4470,"-"
"552","PstI.TP111833","Sobic.001G384600.1","Chr01",67201155,67205912,4758,"+"
"553","PstI.TP1123778","Sobic.002G227900.1","Chr02",61957542,61959386,1845,"-"
"554","PstI.TP1128002","Sobic.002G205700.1","Chr02",59726662,59729516,2855,"+"
"555","PstI.TP1146105","Sobic.003G156500.1","Chr03",17294003,17303044,9042,"+"
"556","PstI.TP1148487","Sobic.004G153000.1","Chr04",48395164,48399044,3881,"+"
"557","PstI.TP1148487","Sobic.004G153000.2","Chr04",48395164,48399044,3881,"+"
"558","PstI.TP1150566","Sobic.009G018200.1","Chr09",1669989,1672866,2878,"-"
"559","PstI.TP116046","Sobic.007G192100.1","Chr07",62489682,62492948,3267,"+"
"560","PstI.TP1181476","Sobic.005G025900.1","Chr05",2298782,2302410,3629,"-"
"561","PstI.TP1187427","Sobic.006G145400.4","Chr06",50705338,50716476,11139,"-"
"562","PstI.TP1187427","Sobic.006G145400.5","Chr06",50705338,50716476,11139,"-"
"563","PstI.TP1187427","Sobic.006G145400.1","Chr06",50705339,50716476,11138,"-"
"564","PstI.TP1187427","Sobic.006G145400.2","Chr06",50705339,50716476,11138,"-"
"565","PstI.TP1187427","Sobic.006G145500.6","Chr06",50717155,50726722,9568,"-"
"566","PstI.TP1187427","Sobic.006G145500.3","Chr06",50718232,50726722,8491,"-"
"567","PstI.TP1187427","Sobic.006G145500.7","Chr06",50718232,50726722,8491,"-"
"568","PstI.TP1212724","Sobic.001G444000.1","Chr01",72120795,72124345,3551,"+"
"569","PstI.TP1218439","Sobic.009G175900.3","Chr09",53096875,53102171,5297,"-"
"570","PstI.TP1218439","Sobic.009G175900.2","Chr09",53096909,53102171,5263,"-"
"571","PstI.TP1218439","Sobic.009G175900.1","Chr09",53098542,53102549,4008,"-"
"572","PstI.TP1225179","Sobic.006G219400.1","Chr06",56654817,56655429,613,"+"
"573","PstI.TP1225179","Sobic.006G219300.2","Chr06",56642614,56655459,12846,"-"
"574","PstI.TP1225179","Sobic.006G219300.1","Chr06",56642644,56655858,13215,"-"
"575","PstI.TP1226186","Sobic.003G085100.1","Chr03",7340557,7343742,3186,"+"
"576","PstI.TP123530","Sobic.010G085000.1","Chr10",7243613,7245489,1877,"-"
"577","PstI.TP1235909","Sobic.004G303700.1","Chr04",64293408,64295083,1676,"+"
"578","PstI.TP1235909","Sobic.004G303800.1","Chr04",64295772,64297291,1520,"-"
"579","PstI.TP1248844","Sobic.008G012300.1","Chr08",1026398,1029238,2841,"-"
"580","PstI.TP1250993","Sobic.004G007500.1","Chr04",665105,667038,1934,"+"
"581","PstI.TP1254872","Sobic.007G137750.1","Chr07",56573347,56575999,2653,"+"
"582","PstI.TP1254872","Sobic.007G137750.2","Chr07",56573347,56575999,2653,"+"
"583","PstI.TP1254872","Sobic.007G137700.1","Chr07",56571473,56573346,1874,"-"
"584","PstI.TP1263163","Sobic.009G071600.1","Chr09",8553616,8560111,6496,"-"
"585","PstI.TP1263163","Sobic.009G071600.5","Chr09",8553616,8560111,6496,"-"
"586","PstI.TP1263163","Sobic.009G071600.4","Chr09",8553630,8560103,6474,"-"
"587","PstI.TP1263163","Sobic.009G071600.6","Chr09",8553630,8560103,6474,"-"
"588","PstI.TP1263163","Sobic.009G071600.2","Chr09",8553631,8559166,5536,"-"
"589","PstI.TP1263163","Sobic.009G071600.3","Chr09",8553631,8559166,5536,"-"
"590","PstI.TP1272828","Sobic.010G251000.1","Chr10",59020575,59027965,7391,"+"
"591","PstI.TP1294713","Sobic.010G054400.1","Chr10",4268508,4272050,3543,"+"
"592","PstI.TP132940","Sobic.003G098401.1","Chr03",8688877,8692011,3135,"+"
"593","PstI.TP153500","Sobic.002G415900.1","Chr02",76316326,76322556,6231,"+"
"594","PstI.TP153500","Sobic.002G416000.1","Chr02",76322888,76329198,6311,"-"
"595","PstI.TP15780","Sobic.009G218000.1","Chr09",56211082,56212337,1256,"+"
"596","PstI.TP190549","Sobic.007G142100.1","Chr07",57193804,57198082,4279,"-"
"597","PstI.TP217199","Sobic.001G517800.1","Chr01",78394663,78400035,5373,"+"
"598","PstI.TP217199","Sobic.001G517800.2","Chr01",78394663,78400035,5373,"+"
"599","PstI.TP228722","Sobic.006G176600.2","Chr06",53182512,53187346,4835,"-"
"600","PstI.TP228722","Sobic.006G176600.1","Chr06",53182532,53187346,4815,"-"
"601","PstI.TP233305","Sobic.003G417900.1","Chr03",72376391,72380819,4429,"+"
"602","PstI.TP238422","Sobic.003G277600.1","Chr03",61330543,61337175,6633,"+"
"603","PstI.TP238422","Sobic.003G277700.1","Chr03",61337288,61341144,3857,"-"
"604","PstI.TP246674","Sobic.004G057500.8","Chr04",4599193,4602679,3487,"+"
"605","PstI.TP246674","Sobic.004G057500.2","Chr04",4599194,4602685,3492,"+"
"606","PstI.TP246674","Sobic.004G057500.1","Chr04",4599194,4602709,3516,"+"
"607","PstI.TP246674","Sobic.004G057500.3","Chr04",4599218,4602675,3458,"+"
"608","PstI.TP251038","Sobic.007G044100.1","Chr07",4452815,4462263,9449,"+"
"609","PstI.TP26215","Sobic.009G006600.1","Chr09",582214,584551,2338,"-"
"610","PstI.TP26215","Sobic.009G006600.2","Chr09",582214,584551,2338,"-"
"611","PstI.TP285646","Sobic.007G164400.2","Chr07",59944610,59946235,1626,"-"
"612","PstI.TP292268","Sobic.005G037700.1","Chr05",3448722,3450155,1434,"+"
"613","PstI.TP292777","Sobic.007G213500.1","Chr07",64227573,64229696,2124,"+"
"614","PstI.TP300328","Sobic.003G115400.1","Chr03",10398208,10400656,2449,"-"
"615","PstI.TP317521","Sobic.004G325000.1","Chr04",66040983,66044797,3815,"-"
"616","PstI.TP344899","Sobic.007G181600.1","Chr07",61481623,61484493,2871,"-"
"617","PstI.TP344899","Sobic.007G181600.2","Chr07",61481623,61484493,2871,"-"
"618","PstI.TP385678","Sobic.002G153200.2","Chr02",45781720,45783353,1634,"+"
"619","PstI.TP393536","Sobic.001G378200.1","Chr01",66631252,66633147,1896,"-"
"620","PstI.TP410209","Sobic.003G382500.1","Chr03",69598917,69603224,4308,"-"
"621","PstI.TP410209","Sobic.003G382500.2","Chr03",69598917,69603224,4308,"-"
"622","PstI.TP418863","Sobic.006G265900.1","Chr06",59968764,59971233,2470,"+"
"623","PstI.TP425751","Sobic.002G350400.1","Chr02",71460150,71463561,3412,"+"
"624","PstI.TP425751","Sobic.002G350400.2","Chr02",71460150,71463561,3412,"+"
"625","PstI.TP433824","Sobic.003G234400.4","Chr03",57311562,57316959,5398,"+"
"626","PstI.TP454285","Sobic.002G242200.1","Chr02",63150942,63153974,3033,"-"
"627","PstI.TP457393","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+"
"628","PstI.TP459121","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+"
"629","PstI.TP459121","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-"
"630","PstI.TP459121","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-"
