"","SNP","Gene","chr","start","end","width","strand"
"NsiI.TP3694051","NsiI.TP369405","Sobic.004G027800.1","Chr04",2235985,2242049,6065,"+"
"NsiI.TP3694052","NsiI.TP369405","Sobic.004G027800.2","Chr04",2235985,2242049,6065,"+"
"NsiI.TP3694053","NsiI.TP369405","Sobic.004G027600.1","Chr04",2227826,2232512,4687,"-"
"NsiI.TP3694054","NsiI.TP369405","Sobic.004G027700.2","Chr04",2233949,2235493,1545,"-"
"NsiI.TP3694055","NsiI.TP369405","Sobic.004G027900.1","Chr04",2242302,2247493,5192,"-"
"NsiI.TP3707401","NsiI.TP370740","Sobic.006G280400.2","Chr06",61055957,61062570,6614,"+"
"NsiI.TP3707402","NsiI.TP370740","Sobic.006G280400.1","Chr06",61057137,61062570,5434,"+"
"NsiI.TP3707403","NsiI.TP370740","Sobic.006G280500.1","Chr06",61062571,61064995,2425,"-"
"NsiI.TP3707404","NsiI.TP370740","Sobic.006G280600.1","Chr06",61065794,61068866,3073,"-"
"NsiI.TP3707405","NsiI.TP370740","Sobic.006G280600.2","Chr06",61065794,61068866,3073,"-"
"NsiI.TP3708801","NsiI.TP370880","Sobic.003G363500.1","Chr03",68102184,68107723,5540,"+"
"NsiI.TP3708802","NsiI.TP370880","Sobic.003G363600.10","Chr03",68107429,68115976,8548,"-"
"NsiI.TP3708803","NsiI.TP370880","Sobic.003G363600.2","Chr03",68107429,68115976,8548,"-"
"NsiI.TP3708804","NsiI.TP370880","Sobic.003G363600.6","Chr03",68107441,68115976,8536,"-"
"NsiI.TP3708805","NsiI.TP370880","Sobic.003G363600.7","Chr03",68107441,68115976,8536,"-"
"NsiI.TP3708806","NsiI.TP370880","Sobic.003G363600.9","Chr03",68107441,68115976,8536,"-"
"NsiI.TP3708807","NsiI.TP370880","Sobic.003G363600.8","Chr03",68107457,68115976,8520,"-"
"NsiI.TP3708808","NsiI.TP370880","Sobic.003G363600.5","Chr03",68107465,68114713,7249,"-"
"NsiI.TP3708809","NsiI.TP370880","Sobic.003G363600.1","Chr03",68107465,68115976,8512,"-"
"NsiI.TP37088010","NsiI.TP370880","Sobic.003G363600.3","Chr03",68107465,68115976,8512,"-"
"NsiI.TP37088011","NsiI.TP370880","Sobic.003G363600.4","Chr03",68107465,68115976,8512,"-"
"NsiI.TP37088012","NsiI.TP370880","Sobic.003G363700.1","Chr03",68117750,68125999,8250,"-"
"NsiI.TP37088013","NsiI.TP370880","Sobic.003G363700.3","Chr03",68117750,68125999,8250,"-"
"NsiI.TP3763381","NsiI.TP376338","Sobic.003G426300.1","Chr03",73024820,73025894,1075,"+"
"NsiI.TP3763382","NsiI.TP376338","Sobic.003G426400.1","Chr03",73026407,73027878,1472,"+"
"NsiI.TP3763383","NsiI.TP376338","Sobic.003G425900.2","Chr03",73010266,73012200,1935,"-"
"NsiI.TP3763384","NsiI.TP376338","Sobic.003G426000.1","Chr03",73013858,73015106,1249,"-"
"NsiI.TP3763385","NsiI.TP376338","Sobic.003G426100.1","Chr03",73017034,73018103,1070,"-"
"NsiI.TP3763386","NsiI.TP376338","Sobic.003G426200.2","Chr03",73019107,73020239,1133,"-"
"NsiI.TP382187","NsiI.TP382187","Sobic.007G091800.1","Chr07",15370002,15370883,882,"+"
"NsiI.TP383484","NsiI.TP383484","Sobic.009G058400.1","Chr09",6119134,6119969,836,"+"
"NsiI.TP3871061","NsiI.TP387106","Sobic.001G524500.1","Chr01",78906714,78917635,10922,"+"
"NsiI.TP3871062","NsiI.TP387106","Sobic.001G524500.2","Chr01",78906714,78917635,10922,"+"
"NsiI.TP3871063","NsiI.TP387106","Sobic.001G524600.1","Chr01",78908299,78909120,822,"+"
"NsiI.TP3871064","NsiI.TP387106","Sobic.001G524300.1","Chr01",78898085,78901983,3899,"-"
"NsiI.TP3871065","NsiI.TP387106","Sobic.001G524400.1","Chr01",78902475,78906568,4094,"-"
"NsiI.TP3888611","NsiI.TP388861","Sobic.004G184300.1","Chr04",53759368,53760678,1311,"+"
"NsiI.TP3888612","NsiI.TP388861","Sobic.004G184500.1","Chr04",53764473,53768506,4034,"+"
"NsiI.TP3888613","NsiI.TP388861","Sobic.004G184500.2","Chr04",53764473,53768506,4034,"+"
"NsiI.TP3888614","NsiI.TP388861","Sobic.004G184600.1","Chr04",53768894,53770203,1310,"+"
"NsiI.TP3888615","NsiI.TP388861","Sobic.004G184200.4","Chr04",53749038,53752964,3927,"-"
"NsiI.TP3888616","NsiI.TP388861","Sobic.004G184200.5","Chr04",53749038,53752964,3927,"-"
"NsiI.TP3888617","NsiI.TP388861","Sobic.004G184200.1","Chr04",53749137,53752741,3605,"-"
"NsiI.TP3888618","NsiI.TP388861","Sobic.004G184200.2","Chr04",53749137,53752964,3828,"-"
"NsiI.TP3888619","NsiI.TP388861","Sobic.004G184400.1","Chr04",53763702,53764970,1269,"-"
"NsiI.TP3889071","NsiI.TP388907","Sobic.002G346700.1","Chr02",71252892,71254806,1915,"+"
"NsiI.TP3889072","NsiI.TP388907","Sobic.002G346800.1","Chr02",71256792,71258893,2102,"+"
"NsiI.TP3889073","NsiI.TP388907","Sobic.002G347000.1","Chr02",71262619,71265634,3016,"+"
"NsiI.TP3889074","NsiI.TP388907","Sobic.002G347000.2","Chr02",71262619,71265634,3016,"+"
"NsiI.TP3889075","NsiI.TP388907","Sobic.002G346600.3","Chr02",71242663,71251130,8468,"-"
"NsiI.TP3889076","NsiI.TP388907","Sobic.002G346900.2","Chr02",71257943,71262584,4642,"-"
"NsiI.TP3889077","NsiI.TP388907","Sobic.002G346900.1","Chr02",71259038,71262584,3547,"-"
"NsiI.TP3921161","NsiI.TP392116","Sobic.003G377100.1","Chr03",69144515,69145942,1428,"+"
"NsiI.TP3921162","NsiI.TP392116","Sobic.003G377000.1","Chr03",69135136,69140843,5708,"-"
"NsiI.TP3921163","NsiI.TP392116","Sobic.003G377200.1","Chr03",69146172,69148250,2079,"-"
"NsiI.TP3921164","NsiI.TP392116","Sobic.003G377300.1","Chr03",69151069,69162540,11472,"-"
"NsiI.TP394381","NsiI.TP39438","Sobic.002G292000.1","Chr02",67008667,67010027,1361,"+"
"NsiI.TP394382","NsiI.TP39438","Sobic.002G292100.1","Chr02",67011078,67015058,3981,"+"
"NsiI.TP394383","NsiI.TP39438","Sobic.002G292100.2","Chr02",67011078,67015058,3981,"+"
"NsiI.TP394384","NsiI.TP39438","Sobic.002G292100.3","Chr02",67011078,67015058,3981,"+"
"NsiI.TP394385","NsiI.TP39438","Sobic.002G292100.4","Chr02",67011735,67015058,3324,"+"
"NsiI.TP394386","NsiI.TP39438","Sobic.002G291850.1","Chr02",66994754,66997056,2303,"-"
"NsiI.TP394387","NsiI.TP39438","Sobic.002G291900.1","Chr02",67001452,67002105,654,"-"
"NsiI.TP394597","NsiI.TP394597","Sobic.008G136500.1","Chr08",56575301,56577222,1922,"+"
"NsiI.TP398611","NsiI.TP39861","Sobic.003G367350.1","Chr03",68357704,68359055,1352,"+"
"NsiI.TP398612","NsiI.TP39861","Sobic.003G367451.1","Chr03",68362685,68367206,4522,"+"
"NsiI.TP398613","NsiI.TP39861","Sobic.003G367500.1","Chr03",68367207,68370619,3413,"+"
"NsiI.TP398614","NsiI.TP39861","Sobic.003G367401.1","Chr03",68361466,68362218,753,"-"
"NsiI.TP398615","NsiI.TP39861","Sobic.003G367650.1","Chr03",68370787,68372131,1345,"-"
"NsiI.TP398616","NsiI.TP39861","Sobic.003G367800.1","Chr03",68373219,68375642,2424,"-"
"NsiI.TP398617","NsiI.TP39861","Sobic.003G367900.1","Chr03",68376151,68378750,2600,"-"
"NsiI.TP4048841","NsiI.TP404884","Sobic.001G312900.1","Chr01",59989927,59995061,5135,"-"
"NsiI.TP4048842","NsiI.TP404884","Sobic.001G313000.1","Chr01",60002775,60006100,3326,"-"
"NsiI.TP4062551","NsiI.TP406255","Sobic.003G379500.3","Chr03",69335724,69347208,11485,"+"
"NsiI.TP4062552","NsiI.TP406255","Sobic.003G379500.4","Chr03",69335724,69349190,13467,"+"
"NsiI.TP4062553","NsiI.TP406255","Sobic.003G379800.1","Chr03",69362960,69366951,3992,"+"
"NsiI.TP4062554","NsiI.TP406255","Sobic.003G379700.1","Chr03",69351545,69356137,4593,"-"
"NsiI.TP4062555","NsiI.TP406255","Sobic.003G379700.2","Chr03",69351545,69356140,4596,"-"
"NsiI.TP4067421","NsiI.TP406742","Sobic.002G272800.1","Chr02",65605672,65612083,6412,"+"
"NsiI.TP4067422","NsiI.TP406742","Sobic.002G272800.2","Chr02",65605672,65612310,6639,"+"
"NsiI.TP4067423","NsiI.TP406742","Sobic.002G272900.1","Chr02",65616732,65618588,1857,"-"
"NsiI.TP4067424","NsiI.TP406742","Sobic.002G273000.1","Chr02",65623899,65626207,2309,"-"
"NsiI.TP4071731","NsiI.TP407173","Sobic.004G176500.1","Chr04",52873449,52875260,1812,"+"
"NsiI.TP4071732","NsiI.TP407173","Sobic.004G176600.1","Chr04",52879275,52880557,1283,"+"
"NsiI.TP4071733","NsiI.TP407173","Sobic.004G176400.1","Chr04",52869773,52873305,3533,"-"
"NsiI.TP4071734","NsiI.TP407173","Sobic.004G176550.1","Chr04",52876378,52878653,2276,"-"
"NsiI.TP4071735","NsiI.TP407173","Sobic.004G176550.2","Chr04",52876378,52878653,2276,"-"
"NsiI.TP4071736","NsiI.TP407173","Sobic.004G176550.3","Chr04",52876412,52879437,3026,"-"
"NsiI.TP410731","NsiI.TP41073","Sobic.003G153600.1","Chr03",16553626,16557800,4175,"+"
"NsiI.TP410732","NsiI.TP41073","Sobic.003G153600.2","Chr03",16556507,16557800,1294,"+"
"NsiI.TP4120451","NsiI.TP412045","Sobic.001G026800.1","Chr01",2094324,2098430,4107,"+"
"NsiI.TP4120452","NsiI.TP412045","Sobic.001G026800.2","Chr01",2095431,2098430,3000,"+"
"NsiI.TP4120453","NsiI.TP412045","Sobic.001G026950.1","Chr01",2106063,2106545,483,"+"
"NsiI.TP4120454","NsiI.TP412045","Sobic.001G026900.2","Chr01",2098594,2101821,3228,"-"
"NsiI.TP4120455","NsiI.TP412045","Sobic.001G026900.1","Chr01",2098780,2101900,3121,"-"
"NsiI.TP4120456","NsiI.TP412045","Sobic.001G027000.1","Chr01",2111441,2113889,2449,"-"
"NsiI.TP4133141","NsiI.TP413314","Sobic.001G299400.1","Chr01",58039719,58040834,1116,"+"
"NsiI.TP4133142","NsiI.TP413314","Sobic.001G299600.1","Chr01",58059101,58064037,4937,"+"
"NsiI.TP4133143","NsiI.TP413314","Sobic.001G299500.1","Chr01",58041057,58043549,2493,"-"
"NsiI.TP4149231","NsiI.TP414923","Sobic.007G150200.1","Chr07",58204700,58208304,3605,"+"
"NsiI.TP4149232","NsiI.TP414923","Sobic.007G150500.3","Chr07",58215218,58219157,3940,"-"
"NsiI.TP415542","NsiI.TP415542","Sobic.010G066100.1","Chr10",5269105,5273618,4514,"-"
"NsiI.TP4155751","NsiI.TP415575","Sobic.009G186300.1","Chr09",53920131,53923447,3317,"-"
"NsiI.TP4155752","NsiI.TP415575","Sobic.009G186400.1","Chr09",53925415,53925993,579,"-"
"NsiI.TP4170601","NsiI.TP417060","Sobic.002G134300.1","Chr02",19848609,19852513,3905,"-"
"NsiI.TP4170602","NsiI.TP417060","Sobic.002G134400.1","Chr02",19857622,19861816,4195,"-"
"NsiI.TP4187541","NsiI.TP418754","Sobic.004G288600.1","Chr04",63013051,63022193,9143,"+"
"NsiI.TP4187542","NsiI.TP418754","Sobic.004G288700.1","Chr04",63023013,63027206,4194,"-"
"NsiI.TP4187543","NsiI.TP418754","Sobic.004G288800.1","Chr04",63028826,63030350,1525,"-"
"NsiI.TP4187544","NsiI.TP418754","Sobic.004G288900.2","Chr04",63031840,63038340,6501,"-"
"NsiI.TP4187545","NsiI.TP418754","Sobic.004G288900.3","Chr04",63031840,63038340,6501,"-"
"NsiI.TP4187546","NsiI.TP418754","Sobic.004G289000.1","Chr04",63040890,63045569,4680,"-"
"NsiI.TP4187547","NsiI.TP418754","Sobic.004G289000.3","Chr04",63040890,63045569,4680,"-"
"NsiI.TP4188171","NsiI.TP418817","Sobic.003G392600.2","Chr03",70379615,70385367,5753,"-"
"NsiI.TP4188172","NsiI.TP418817","Sobic.003G392600.3","Chr03",70379648,70385218,5571,"-"
"NsiI.TP4188173","NsiI.TP418817","Sobic.003G392600.1","Chr03",70379649,70385322,5674,"-"
"NsiI.TP4199091","NsiI.TP419909","Sobic.001G389100.4","Chr01",67575823,67582190,6368,"+"
"NsiI.TP4199092","NsiI.TP419909","Sobic.001G389100.2","Chr01",67575823,67582201,6379,"+"
"NsiI.TP4199093","NsiI.TP419909","Sobic.001G389100.3","Chr01",67575823,67582201,6379,"+"
"NsiI.TP4199094","NsiI.TP419909","Sobic.001G389100.1","Chr01",67575830,67582176,6347,"+"
"NsiI.TP4199095","NsiI.TP419909","Sobic.001G389200.1","Chr01",67584134,67593222,9089,"+"
"NsiI.TP4199096","NsiI.TP419909","Sobic.001G389300.1","Chr01",67599333,67603108,3776,"-"
"NsiI.TP4203721","NsiI.TP420372","Sobic.004G226000.2","Chr04",57614267,57615212,946,"+"
"NsiI.TP4203722","NsiI.TP420372","Sobic.004G226100.1","Chr04",57617507,57618278,772,"+"
"NsiI.TP4203723","NsiI.TP420372","Sobic.004G226200.1","Chr04",57625228,57626626,1399,"-"
"NsiI.TP4218961","NsiI.TP421896","Sobic.001G483500.1","Chr01",75480007,75481092,1086,"+"
"NsiI.TP4218962","NsiI.TP421896","Sobic.001G483600.1","Chr01",75482435,75487790,5356,"-"
"NsiI.TP4218963","NsiI.TP421896","Sobic.001G483800.2","Chr01",75496871,75505832,8962,"-"
"NsiI.TP4218964","NsiI.TP421896","Sobic.001G483800.3","Chr01",75496871,75505832,8962,"-"
"NsiI.TP4218965","NsiI.TP421896","Sobic.001G483800.4","Chr01",75496871,75505832,8962,"-"
"NsiI.TP4218966","NsiI.TP421896","Sobic.001G483700.1","Chr01",75497636,75498417,782,"-"
"NsiI.TP4218967","NsiI.TP421896","Sobic.001G483800.1","Chr01",75498500,75505884,7385,"-"
"NsiI.TP4218968","NsiI.TP421896","Sobic.001G483800.5","Chr01",75498500,75505884,7385,"-"
"NsiI.TP4224471","NsiI.TP422447","Sobic.001G491800.1","Chr01",76155149,76157243,2095,"+"
"NsiI.TP4224472","NsiI.TP422447","Sobic.001G491800.2","Chr01",76155149,76157243,2095,"+"
"NsiI.TP4224473","NsiI.TP422447","Sobic.001G492000.1","Chr01",76161220,76162658,1439,"+"
"NsiI.TP4224474","NsiI.TP422447","Sobic.001G491900.1","Chr01",76156637,76159527,2891,"-"
"NsiI.TP4224475","NsiI.TP422447","Sobic.001G492100.1","Chr01",76162659,76166773,4115,"-"
"NsiI.TP4224476","NsiI.TP422447","Sobic.001G492100.2","Chr01",76162659,76166773,4115,"-"
"NsiI.TP425431","NsiI.TP425431","Sobic.001G256000.2","Chr01",29610687,29611473,787,"-"
"NsiI.TP4261851","NsiI.TP426185","Sobic.003G077800.1","Chr03",6643506,6645842,2337,"+"
"NsiI.TP4261852","NsiI.TP426185","Sobic.003G077900.1","Chr03",6651977,6658547,6571,"+"
"NsiI.TP4261853","NsiI.TP426185","Sobic.003G077700.2","Chr03",6633412,6639676,6265,"-"
"NsiI.TP4261854","NsiI.TP426185","Sobic.003G077700.1","Chr03",6633417,6639676,6260,"-"
"NsiI.TP4269361","NsiI.TP426936","Sobic.003G289800.1","Chr03",62231642,62236073,4432,"+"
"NsiI.TP4269362","NsiI.TP426936","Sobic.003G289900.1","Chr03",62236973,62241095,4123,"+"
"NsiI.TP4269363","NsiI.TP426936","Sobic.003G289900.2","Chr03",62236973,62241095,4123,"+"
"NsiI.TP4269364","NsiI.TP426936","Sobic.003G290000.2","Chr03",62241321,62247901,6581,"-"
"NsiI.TP4269365","NsiI.TP426936","Sobic.003G290000.1","Chr03",62242698,62247901,5204,"-"
"NsiI.TP4284051","NsiI.TP428405","Sobic.002G040550.1","Chr02",3912164,3913536,1373,"+"
"NsiI.TP4284052","NsiI.TP428405","Sobic.002G040550.2","Chr02",3912164,3913536,1373,"+"
"NsiI.TP4284053","NsiI.TP428405","Sobic.002G040400.1","Chr02",3900660,3902719,2060,"-"
"NsiI.TP4284054","NsiI.TP428405","Sobic.002G040500.1","Chr02",3910722,3912341,1620,"-"
"NsiI.TP4284055","NsiI.TP428405","Sobic.002G040600.1","Chr02",3916146,3918931,2786,"-"
"NsiI.TP4291881","NsiI.TP429188","Sobic.001G518900.1","Chr01",78509335,78511043,1709,"+"
"NsiI.TP4291882","NsiI.TP429188","Sobic.001G519000.1","Chr01",78514541,78518577,4037,"+"
"NsiI.TP431965","NsiI.TP431965","Sobic.002G174200.1","Chr02",55134836,55136822,1987,"+"
"NsiI.TP433359","NsiI.TP433359","Sobic.010G073600.1","Chr10",6016184,6023986,7803,"+"
"NsiI.TP4335431","NsiI.TP433543","Sobic.009G074800.1","Chr09",9608568,9609148,581,"+"
"NsiI.TP4335432","NsiI.TP433543","Sobic.009G074850.1","Chr09",9616540,9616776,237,"+"
"NsiI.TP4335433","NsiI.TP433543","Sobic.009G074700.1","Chr09",9606674,9614536,7863,"-"
"NsiI.TP434691","NsiI.TP43469","Sobic.003G382400.1","Chr03",69594183,69598653,4471,"+"
"NsiI.TP434692","NsiI.TP43469","Sobic.003G382600.1","Chr03",69606054,69607262,1209,"+"
"NsiI.TP434693","NsiI.TP43469","Sobic.003G382500.1","Chr03",69598917,69603224,4308,"-"
"NsiI.TP434694","NsiI.TP43469","Sobic.003G382500.2","Chr03",69598917,69603224,4308,"-"
"NsiI.TP4358051","NsiI.TP435805","Sobic.003G313100.1","Chr03",64127467,64130269,2803,"+"
"NsiI.TP4358052","NsiI.TP435805","Sobic.003G313000.1","Chr03",64121852,64124022,2171,"-"
"NsiI.TP4358053","NsiI.TP435805","Sobic.003G313200.1","Chr03",64130215,64133042,2828,"-"
"NsiI.TP4358054","NsiI.TP435805","Sobic.003G313300.1","Chr03",64134664,64141362,6699,"-"
"NsiI.TP4358055","NsiI.TP435805","Sobic.003G313300.2","Chr03",64134664,64141362,6699,"-"
"NsiI.TP4358056","NsiI.TP435805","Sobic.003G313300.3","Chr03",64134664,64141362,6699,"-"
"NsiI.TP4358057","NsiI.TP435805","Sobic.003G313300.4","Chr03",64134664,64141362,6699,"-"
"NsiI.TP4358058","NsiI.TP435805","Sobic.003G313300.5","Chr03",64135255,64141362,6108,"-"
"NsiI.TP4365261","NsiI.TP436526","Sobic.003G033600.1","Chr03",3072139,3073113,975,"+"
"NsiI.TP4365262","NsiI.TP436526","Sobic.003G033700.2","Chr03",3076739,3079361,2623,"+"
"NsiI.TP4365263","NsiI.TP436526","Sobic.003G033700.3","Chr03",3076767,3079359,2593,"+"
"NsiI.TP4365264","NsiI.TP436526","Sobic.003G033300.1","Chr03",3059505,3061393,1889,"-"
"NsiI.TP4365265","NsiI.TP436526","Sobic.003G033400.1","Chr03",3062354,3063493,1140,"-"
"NsiI.TP4365266","NsiI.TP436526","Sobic.003G033500.1","Chr03",3066533,3067815,1283,"-"
"NsiI.TP4369661","NsiI.TP436966","Sobic.003G001701.1","Chr03",206863,209611,2749,"+"
"NsiI.TP4369662","NsiI.TP436966","Sobic.003G001751.1","Chr03",213632,214025,394,"-"
"NsiI.TP4369663","NsiI.TP436966","Sobic.003G001800.2","Chr03",215202,216337,1136,"-"
"NsiI.TP4380311","NsiI.TP438031","Sobic.002G229900.1","Chr02",62127848,62129206,1359,"+"
"NsiI.TP4380312","NsiI.TP438031","Sobic.002G230000.1","Chr02",62132875,62133808,934,"+"
"NsiI.TP4380313","NsiI.TP438031","Sobic.002G230100.4","Chr02",62133898,62137600,3703,"-"
"NsiI.TP4380314","NsiI.TP438031","Sobic.002G230100.6","Chr02",62133898,62138138,4241,"-"
"NsiI.TP4380315","NsiI.TP438031","Sobic.002G230100.5","Chr02",62133898,62138981,5084,"-"
"NsiI.TP4404471","NsiI.TP440447","Sobic.009G013400.2","Chr09",1181680,1185299,3620,"+"
"NsiI.TP4404472","NsiI.TP440447","Sobic.009G013400.1","Chr09",1181942,1185299,3358,"+"
"NsiI.TP4404473","NsiI.TP440447","Sobic.009G013600.1","Chr09",1193972,1196082,2111,"+"
"NsiI.TP4404474","NsiI.TP440447","Sobic.009G013700.1","Chr09",1196296,1200599,4304,"+"
"NsiI.TP4406941","NsiI.TP440694","Sobic.010G077700.2","Chr10",6481324,6482457,1134,"+"
"NsiI.TP4406942","NsiI.TP440694","Sobic.010G077800.1","Chr10",6487019,6491208,4190,"+"
"NsiI.TP440843","NsiI.TP440843","Sobic.007G020700.1","Chr07",1961403,1963383,1981,"-"
"NsiI.TP4409271","NsiI.TP440927","Sobic.001G217800.1","Chr01",20254384,20254924,541,"+"
"NsiI.TP4409272","NsiI.TP440927","Sobic.001G217500.2","Chr01",20237547,20244332,6786,"-"
"NsiI.TP4409273","NsiI.TP440927","Sobic.001G217500.3","Chr01",20237608,20244313,6706,"-"
"NsiI.TP4409274","NsiI.TP440927","Sobic.001G217600.1","Chr01",20246650,20250130,3481,"-"
"NsiI.TP4409275","NsiI.TP440927","Sobic.001G217600.2","Chr01",20246650,20250130,3481,"-"
"NsiI.TP4409276","NsiI.TP440927","Sobic.001G217600.3","Chr01",20246650,20250130,3481,"-"
"NsiI.TP4409277","NsiI.TP440927","Sobic.001G217700.1","Chr01",20251157,20256745,5589,"-"
"NsiI.TP4409278","NsiI.TP440927","Sobic.001G217700.2","Chr01",20251157,20256745,5589,"-"
"NsiI.TP4409279","NsiI.TP440927","Sobic.001G217850.1","Chr01",20257858,20258851,994,"-"
"NsiI.TP4410101","NsiI.TP441010","Sobic.001G102200.1","Chr01",7808235,7814979,6745,"+"
"NsiI.TP4410102","NsiI.TP441010","Sobic.001G102300.1","Chr01",7815194,7826656,11463,"-"
"NsiI.TP4414531","NsiI.TP441453","Sobic.003G233700.1","Chr03",57257249,57263009,5761,"+"
"NsiI.TP4414532","NsiI.TP441453","Sobic.003G233800.1","Chr03",57265830,57269845,4016,"-"
"NsiI.TP4421601","NsiI.TP442160","Sobic.005G217000.1","Chr05",70268890,70273918,5029,"-"
"NsiI.TP4421602","NsiI.TP442160","Sobic.005G217000.5","Chr05",70268890,70273918,5029,"-"
"NsiI.TP4421603","NsiI.TP442160","Sobic.005G217000.6","Chr05",70268890,70273918,5029,"-"
"NsiI.TP4421604","NsiI.TP442160","Sobic.005G217000.3","Chr05",70269976,70273918,3943,"-"
"NsiI.TP4421605","NsiI.TP442160","Sobic.005G217000.4","Chr05",70270088,70273918,3831,"-"
"NsiI.TP4421606","NsiI.TP442160","Sobic.005G217101.1","Chr05",70277043,70279175,2133,"-"
"NsiI.TP4421607","NsiI.TP442160","Sobic.005G217200.2","Chr05",70279397,70283551,4155,"-"
"NsiI.TP4421608","NsiI.TP442160","Sobic.005G217200.1","Chr05",70279397,70284523,5127,"-"
"NsiI.TP4421621","NsiI.TP442162","Sobic.003G269600.1","Chr03",60633944,60636136,2193,"+"
"NsiI.TP4421622","NsiI.TP442162","Sobic.003G269500.1","Chr03",60624004,60628867,4864,"-"
"NsiI.TP4421623","NsiI.TP442162","Sobic.003G269700.1","Chr03",60641363,60644656,3294,"-"
"NsiI.TP4427001","NsiI.TP442700","Sobic.008G191600.1","Chr08",62532758,62535982,3225,"+"
"NsiI.TP4427002","NsiI.TP442700","Sobic.008G191900.1","Chr08",62552756,62555565,2810,"+"
"NsiI.TP4427003","NsiI.TP442700","Sobic.008G191700.1","Chr08",62537930,62538642,713,"-"
"NsiI.TP4427004","NsiI.TP442700","Sobic.008G191800.1","Chr08",62544046,62545439,1394,"-"
"NsiI.TP4427005","NsiI.TP442700","Sobic.008G191850.1","Chr08",62548347,62551614,3268,"-"
"NsiI.TP4431251","NsiI.TP443125","Sobic.004G169900.1","Chr04",52146188,52147549,1362,"+"
"NsiI.TP4431252","NsiI.TP443125","Sobic.004G169966.1","Chr04",52152474,52154172,1699,"-"
"NsiI.TP443169","NsiI.TP443169","Sobic.003G356200.1","Chr03",67444380,67449359,4980,"-"
"NsiI.TP4441571","NsiI.TP444157","Sobic.001G410900.1","Chr01",69408533,69414529,5997,"+"
"NsiI.TP4441572","NsiI.TP444157","Sobic.001G411200.1","Chr01",69419319,69423970,4652,"+"
"NsiI.TP4441573","NsiI.TP444157","Sobic.001G411300.1","Chr01",69423971,69426667,2697,"+"
"NsiI.TP4441574","NsiI.TP444157","Sobic.001G410800.1","Chr01",69404787,69409011,4225,"-"
"NsiI.TP4441575","NsiI.TP444157","Sobic.001G411100.3","Chr01",69414919,69419270,4352,"-"
"NsiI.TP4441576","NsiI.TP444157","Sobic.001G411100.1","Chr01",69415472,69419270,3799,"-"
"NsiI.TP4441577","NsiI.TP444157","Sobic.001G411100.2","Chr01",69418539,69419292,754,"-"
"NsiI.TP444504","NsiI.TP444504","Sobic.004G323600.1","Chr04",65819835,65821680,1846,"-"
"NsiI.TP4450841","NsiI.TP445084","Sobic.003G231800.1","Chr03",57122091,57122904,814,"+"
"NsiI.TP4450842","NsiI.TP445084","Sobic.003G231900.1","Chr03",57125691,57137274,11584,"+"
"NsiI.TP4508001","NsiI.TP450800","Sobic.002G348700.1","Chr02",71376981,71381075,4095,"+"
"NsiI.TP4508002","NsiI.TP450800","Sobic.002G348850.1","Chr02",71381757,71383056,1300,"+"
"NsiI.TP4508003","NsiI.TP450800","Sobic.002G348800.1","Chr02",71381861,71382819,959,"-"
"NsiI.TP4508004","NsiI.TP450800","Sobic.002G348900.1","Chr02",71383857,71385386,1530,"-"
"NsiI.TP4508005","NsiI.TP450800","Sobic.002G349000.1","Chr02",71388814,71396859,8046,"-"
"NsiI.TP4542311","NsiI.TP454231","Sobic.001G485400.1","Chr01",75624275,75627243,2969,"+"
"NsiI.TP4542312","NsiI.TP454231","Sobic.001G485300.1","Chr01",75604279,75608014,3736,"-"
"NsiI.TP4554241","NsiI.TP455424","Sobic.002G231100.1","Chr02",62260977,62263538,2562,"+"
"NsiI.TP4554242","NsiI.TP455424","Sobic.002G231200.1","Chr02",62277353,62280670,3318,"-"
"NsiI.TP4561711","NsiI.TP456171","Sobic.007G190800.1","Chr07",62375528,62379596,4069,"+"
"NsiI.TP4561712","NsiI.TP456171","Sobic.007G191100.1","Chr07",62379819,62395454,15636,"+"
"NsiI.TP4561713","NsiI.TP456171","Sobic.007G190700.2","Chr07",62368510,62376650,8141,"-"
"NsiI.TP4583711","NsiI.TP458371","Sobic.004G255600.1","Chr04",60171058,60174404,3347,"+"
"NsiI.TP4583712","NsiI.TP458371","Sobic.004G255700.1","Chr04",60175745,60181381,5637,"+"
"NsiI.TP4583713","NsiI.TP458371","Sobic.004G255800.2","Chr04",60182294,60185109,2816,"-"
"NsiI.TP4583714","NsiI.TP458371","Sobic.004G255800.1","Chr04",60182294,60185644,3351,"-"
"NsiI.TP462576","NsiI.TP462576","Sobic.003G086200.1","Chr03",7454836,7455699,864,"+"
"NsiI.TP4626941","NsiI.TP462694","Sobic.003G256100.1","Chr03",59423752,59439954,16203,"-"
"NsiI.TP4626942","NsiI.TP462694","Sobic.003G256100.2","Chr03",59426495,59439954,13460,"-"
"NsiI.TP4642871","NsiI.TP464287","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"NsiI.TP4642872","NsiI.TP464287","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"NsiI.TP4642873","NsiI.TP464287","Sobic.002G221450.1","Chr02",61337408,61339673,2266,"+"
"NsiI.TP4642874","NsiI.TP464287","Sobic.002G221500.1","Chr02",61343147,61344844,1698,"+"
