"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"508",874,"NsiI.TP433543","Sobic.009G074800",9,9611249,13,"PS_Y(13)","F116+36088im(13)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(5)MLM+SUPER(8)","","","",0.2106,1.12,1,"Chr09",9608568,9609148,581,"+",-2681,2101,37922071,"Sobic.009G074800","Sobic.009G074800.1","Sobic.009G074800.1.p","","","","","","","","","","",NA,""
"512",879,"NsiI.TP43469","Sobic.003G382600",3,69599897,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1589,0.5048,1,"Chr03",69606054,69607262,1209,"+",6157,-7365,37912879,"Sobic.003G382600","Sobic.003G382600.1","Sobic.003G382600.1.p","","PTHR36023,PTHR36023:SF2","","","","","","","","LOC_Os01g66530.1",NA,"ARGOS, putative, expressed"
"518",892,"NsiI.TP436526","Sobic.003G033600",3,3069793,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.1212,8.489,1,"Chr03",3072139,3073113,975,"+",2346,-3320,37913089,"Sobic.003G033600","Sobic.003G033600.1","Sobic.003G033600.1.p","","","","","","","","","","",NA,""
"524",899,"NsiI.TP436966","Sobic.003G001751",3,208286,12,"PS_N(9)PS_Y(3)","F116+36088im(2);F96+4814(4);F106+4185(3);F116+3098(3)","HD_1(1);HW_1(1);HM_1(3)","HW_50(1);HM_50(1)","FW_1(1);GFW_1(1);FM_1(2)","","fprinM(1)","","FarmCPU(2)","mrMLM(2);FASTmrMLM(2)","ISIS EM-BLASSO(1);pLARmEB(5)",0.1064,38.46,1,"Chr03",213632,214025,394,"-",5346,-5739,37913671,"Sobic.003G001751","Sobic.003G001751.1","Sobic.003G001751.1.p","","","","","","","","","","",NA,""
"525",900,"NsiI.TP436966","Sobic.003G001800",3,208286,12,"PS_N(9)PS_Y(3)","F116+36088im(2);F96+4814(4);F106+4185(3);F116+3098(3)","HD_1(1);HW_1(1);HM_1(3)","HW_50(1);HM_50(1)","FW_1(1);GFW_1(1);FM_1(2)","","fprinM(1)","","FarmCPU(2)","mrMLM(2);FASTmrMLM(2)","ISIS EM-BLASSO(1);pLARmEB(5)",0.1064,38.46,2,"Chr03",215202,216337,1136,"-",6916,-8051,37915383,"Sobic.003G001800","Sobic.003G001800.2","Sobic.003G001800.2.p","PF07762","PTHR33086,PTHR33086:SF14","","","","","","","","LOC_Os01g13870.1",NA,"expressed protein"
"535",915,"NsiI.TP440927","Sobic.001G217800",1,20252244,2,"PS_N(2)","F96+4814(1);F116+3098(1)","","","FW_1(1);FM_1(1)","","","","","","pLARmEB(2)",0.099,9e-04,1,"Chr01",20254384,20254924,541,"+",2140,-2680,37943398,"Sobic.001G217800","Sobic.001G217800.1","Sobic.001G217800.1.p","","","","","","","","","","",NA,""
"539",923,"NsiI.TP440927","Sobic.001G217850",1,20252244,2,"PS_N(2)","F96+4814(1);F116+3098(1)","","","FW_1(1);FM_1(1)","","","","","","pLARmEB(2)",0.099,9e-04,1,"Chr01",20257858,20258851,994,"-",5614,-6607,37938529,"Sobic.001G217850","Sobic.001G217850.1","Sobic.001G217850.1.p","","","","","","","","","","",NA,""
"552",944,"NsiI.TP442700","Sobic.008G191700",8,62545114,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.3514,0.01414,1,"Chr08",62537930,62538642,713,"-",-7184,6472,37926457,"Sobic.008G191700","Sobic.008G191700.1","Sobic.008G191700.1.p","","","","","","","","","","",NA,""
"554",946,"NsiI.TP442700","Sobic.008G191850",8,62545114,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.3514,0.01414,1,"Chr08",62548347,62551614,3268,"-",3233,-6500,37928080,"Sobic.008G191850","Sobic.008G191850.1","Sobic.008G191850.1.p","","","","5.2.1.8","","","","","","",NA,""
"558",952,"NsiI.TP444157","Sobic.001G410900",1,69418722,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2)","","GFW_1(2)","FM_50(2)","","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.2918,0.1765,1,"Chr01",69408533,69414529,5997,"+",-10189,4193,37940652,"Sobic.001G410900","Sobic.001G410900.1","Sobic.001G410900.1.p","","","","","","","","","","",NA,""
"567",968,"NsiI.TP450800","Sobic.002G348850",2,71382441,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.4076,0.5375,1,"Chr02",71381757,71383056,1300,"+",-684,-615,37953804,"Sobic.002G348850","Sobic.002G348850.1","Sobic.002G348850.1.p","","","","","","","","","","",NA,""
"568",969,"NsiI.TP450800","Sobic.002G348800",2,71382441,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.4076,0.5375,1,"Chr02",71381861,71382819,959,"-",-580,-378,37954726,"Sobic.002G348800","Sobic.002G348800.1","Sobic.002G348800.1.p","","","","","","","","","","",NA,""
"581",992,"NsiI.TP462576","Sobic.003G086200",3,7449896,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.3489,1.651,1,"Chr03",7454836,7455699,864,"+",4940,-5803,37917527,"Sobic.003G086200","Sobic.003G086200.1","Sobic.003G086200.1.p","PF15699","","","","","","","","","LOC_Os01g03940.1",NA,"expressed protein"
"584",997,"NsiI.TP464287","Sobic.002G221450",2,61339842,1,"PS_N(1)","F96+4814(1)","","","GFW_1(1)","","","","","","pLARmEB(1)",0.0417,0.0106,1,"Chr02",61337408,61339673,2266,"+",-2434,169,37954683,"Sobic.002G221450","Sobic.002G221450.1","Sobic.002G221450.1.p","","","","","","","","","","",NA,""
"602",1032,"NsiI.TP472657","Sobic.003G269200",3,60599983,2,"PS_Y(2)","F116+36088im(2)","HM_1(1)","","GFW_1(1)","","","MLM+SUPER(2)","","","",0.4376,0.01308,1,"Chr03",60600996,60604874,3879,"+",1013,-4891,37915905,"Sobic.003G269200","Sobic.003G269200.1","Sobic.003G269200.1.p","","","","","","","","","","LOC_Os01g50450.1",NA,"expressed protein"
"604",1034,"NsiI.TP472754","Sobic.004G073700",4,5966031,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.232,1.788,1,"Chr04",5956454,5964502,8049,"+",-9577,1529,37930260,"Sobic.004G073700","Sobic.004G073700.1","Sobic.004G073700.1.p","","","","","","","","","","",NA,""
"622",1056,"NsiI.TP476441","Sobic.007G032700",7,2882399,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1347,0.007582,1,"Chr07",2889325,2890422,1098,"+",6926,-8023,37936067,"Sobic.007G032700","Sobic.007G032700.1","Sobic.007G032700.1.p","","","","","","","","","","",NA,""
"624",1059,"NsiI.TP481176","Sobic.001G095566",1,7350098,43,"PS_N(25)PS_Y(18)","F96+4814(14);F106+4185(29)","HD_1(1);HW_1(2);GHW_1(1);HM_1(2)","HD_50(1);GHW_50(2);HW_50(1);HM_50(3)","FD_1(2);FW_1(2);GFW_1(1);FM_1(10)","FD_50(1);FW_50(1);GFW_50(1);FM_50(3)","fprinW(1);fprind(1);fprinGW(2);fprinM(5)","CMLM+SUPER(1)MLM+SUPER(1)","FarmCPU(22)","mrMLM(5);FASTmrMLM(4);FASTmrEMMA(4)","ISIS EM-BLASSO(3);pLARmEB(3)",0.2453,23.02,1,"Chr01",7352532,7353698,1167,"-",2434,-3600,37940597,"Sobic.001G095566","Sobic.001G095566.1","Sobic.001G095566.1.p","","","","","","","","","","",NA,""
"626",1061,"NsiI.TP48231","Sobic.008G189000",8,62326534,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.06881,0.2496,1,"Chr08",62330021,62331425,1405,"+",3487,-4891,37926372,"Sobic.008G189000","Sobic.008G189000.1","Sobic.008G189000.1.p","","","","","","","","","","",NA,""
"627",1062,"NsiI.TP48231","Sobic.008G188950",8,62326534,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.06881,0.2496,1,"Chr08",62320383,62327080,6698,"-",-6151,-546,37926666,"Sobic.008G188950","Sobic.008G188950.1","Sobic.008G188950.1.p","","","","","","","","","","",NA,""
"636",1078,"NsiI.TP489836","Sobic.001G297966",1,57849492,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.0622,1.645,1,"Chr01",57856323,57861734,5412,"+",6831,-12242,37939901,"Sobic.001G297966","Sobic.001G297966.1","Sobic.001G297966.1.p","","","","","","","","","","",NA,""
"643",1094,"NsiI.TP493682","Sobic.007G164750",7,59972191,3,"PS_N(3)","F116+36088im(3)","","","","FW_50(1)","fprinW(1);fprinGW(1)","","","","pLARmEB(3)",0.2414,2.122,1,"Chr07",59971368,59972045,678,"+",-823,146,37935445,"Sobic.007G164750","Sobic.007G164750.1","Sobic.007G164750.1.p","","","","","","","","","","",NA,""
"653",1104,"NsiI.TP494603","Sobic.002G221200",2,61270017,12,"PS_Y(12)","F116+36088im(12)","GHW_1(2);HM_1(1)","","GFW_1(2)","FW_50(2);FM_50(2)","fprinW(2);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(6)","","","",0.2016,2.481,1,"Chr02",61278306,61280846,2541,"+",8289,-10829,37951673,"Sobic.002G221200","Sobic.002G221200.1","Sobic.002G221200.1.p","","PTHR22639:SF44,PTHR22639","","3.6.4.13","","","","","","LOC_Os05g40490.1",NA,"zinc knuckle domain containing protein, expressed"
"657",1115,"NsiI.TP496851","Sobic.003G276200",3,61267172,7,"PS_N(3)PS_Y(4)","F116+36088im(7)","","HD_50(1)","FW_1(1);GFW_1(1);FM_1(1)","GFW_50(1)","fprinW(1);fprinGW(1)","","","FASTmrMLM(6)","pLARmEB(1)",0.1164,3.752,1,"Chr03",61263791,61265562,1772,"-",-3381,1610,37916136,"Sobic.003G276200","Sobic.003G276200.1","Sobic.003G276200.1.p","","","","","","","","","","LOC_Os10g22140.1",NA,"expressed protein"
"665",1130,"NsiI.TP499934","Sobic.001G494600",1,76362422,10,"PS_N(10)","F96+4814(4);F116+3098(6)","HD_1(1);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2)","GFW_50(1);FM_50(1)","fprinM(1)","","","","ISIS EM-BLASSO(2);pLARmEB(8)",0.2083,0,1,"Chr01",76362587,76362805,219,"+",165,-383,37940098,"Sobic.001G494600","Sobic.001G494600.1","Sobic.001G494600.1.p","","","","","","","","","","LOC_Os03g06820.1",NA,"expressed protein"
"666",1131,"NsiI.TP499934","Sobic.001G494650",1,76362422,10,"PS_N(10)","F96+4814(4);F116+3098(6)","HD_1(1);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2)","GFW_50(1);FM_50(1)","fprinM(1)","","","","ISIS EM-BLASSO(2);pLARmEB(8)",0.2083,0,1,"Chr01",76366315,76366979,665,"+",3893,-4557,37944584,"Sobic.001G494650","Sobic.001G494650.1","Sobic.001G494650.1.p","","","","","","","","","","LOC_Os03g06870.1",NA,"expressed protein"
"670",1137,"NsiI.TP499936","Sobic.001G494600",1,76362441,20,"PS_Y(20)","F116+36088im(20)","HD_1(1);GHW_1(2);HM_1(1)","GHW_50(1)","FD_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(2)","CMLM+SUPER(9)MLM+SUPER(11)","","","",0.3493,7.194,1,"Chr01",76362587,76362805,219,"+",146,-364,37940098,"Sobic.001G494600","Sobic.001G494600.1","Sobic.001G494600.1.p","","","","","","","","","","LOC_Os03g06820.1",NA,"expressed protein"
"671",1138,"NsiI.TP499936","Sobic.001G494650",1,76362441,20,"PS_Y(20)","F116+36088im(20)","HD_1(1);GHW_1(2);HM_1(1)","GHW_50(1)","FD_1(1);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(2)","CMLM+SUPER(9)MLM+SUPER(11)","","","",0.3493,7.194,1,"Chr01",76366315,76366979,665,"+",3874,-4538,37944584,"Sobic.001G494650","Sobic.001G494650.1","Sobic.001G494650.1.p","","","","","","","","","","LOC_Os03g06870.1",NA,"expressed protein"
"684",1169,"NsiI.TP514724","Sobic.002G195100",2,58333562,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.173,6.17,1,"Chr02",58331587,58332211,625,"+",-1975,1351,37953534,"Sobic.002G195100","Sobic.002G195100.1","Sobic.002G195100.1.p","","","","","","","","","","",NA,""
"685",1170,"NsiI.TP514724","Sobic.002G195066",2,58333562,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.173,6.17,1,"Chr02",58324520,58325149,630,"-",-9042,8413,37953559,"Sobic.002G195066","Sobic.002G195066.1","Sobic.002G195066.1.p","","","","","","","","","","",NA,""
"694",1201,"NsiI.TP521277","Sobic.001G501701",1,77064058,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.3286,0.4864,1,"Chr01",77063179,77064449,1271,"+",-879,-391,37938116,"Sobic.001G501701","Sobic.001G501701.1","Sobic.001G501701.1.p","","","","","","","","","","LOC_Os03g05700.1",NA,"expressed protein"
"696",1203,"NsiI.TP521277","Sobic.001G501500",1,77064058,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(1)","","GFW_1(1)","","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.3286,0.4864,1,"Chr01",77055733,77057105,1373,"-",-8325,6953,37943737,"Sobic.001G501500","Sobic.001G501500.1","Sobic.001G501500.1.p","","","","","","","","","","",NA,""
"710",1228,"NsiI.TP528762","Sobic.001G495148",1,76435180,24,"PS_Y(24)","F116+36088im(24)","HD_1(1);HW_1(2);HM_1(1)","GHW_50(2);HW_50(1)","FD_1(2);FW_1(2);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(13)","","","",0.1189,0.02382,1,"Chr01",76431878,76432313,436,"+",-3302,2867,37939109,"Sobic.001G495148","Sobic.001G495148.1","Sobic.001G495148.1.p","","","","","","","","","","LOC_Os03g06820.1",NA,"expressed protein"
"711",1229,"NsiI.TP528762","Sobic.001G495164",1,76435180,24,"PS_Y(24)","F116+36088im(24)","HD_1(1);HW_1(2);HM_1(1)","GHW_50(2);HW_50(1)","FD_1(2);FW_1(2);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(13)","","","",0.1189,0.02382,1,"Chr01",76435405,76436132,728,"+",225,-952,37942810,"Sobic.001G495164","Sobic.001G495164.1","Sobic.001G495164.1.p","","","","","","","","","","LOC_Os03g06820.1",NA,"expressed protein"
"712",1230,"NsiI.TP528762","Sobic.001G495180",1,76435180,24,"PS_Y(24)","F116+36088im(24)","HD_1(1);HW_1(2);HM_1(1)","GHW_50(2);HW_50(1)","FD_1(2);FW_1(2);GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(13)","","","",0.1189,0.02382,1,"Chr01",76444685,76445460,776,"+",9505,-10280,37941209,"Sobic.001G495180","Sobic.001G495180.1","Sobic.001G495180.1.p","","","","","","","","","","",NA,""
"714",1232,"NsiI.TP529124","Sobic.003G300200",3,63127607,2,"PS_N(2)","F106+4185(2)","GHW_1(1)","","GFW_1(1)","","","","","mrMLM(1)","pLARmEB(1)",0.1442,2.748,1,"Chr03",63126517,63127554,1038,"-",-1090,53,37917312,"Sobic.003G300200","Sobic.003G300200.1","Sobic.003G300200.1.p","","","","","","","","","","LOC_Os01g55160.1",NA,"expressed protein"
"715",1233,"NsiI.TP529124","Sobic.003G300250",3,63127607,2,"PS_N(2)","F106+4185(2)","GHW_1(1)","","GFW_1(1)","","","","","mrMLM(1)","pLARmEB(1)",0.1442,2.748,1,"Chr03",63128649,63129883,1235,"-",1042,-2276,37917729,"Sobic.003G300250","Sobic.003G300250.1","Sobic.003G300250.1.p","","","","","","","","","","",NA,""
"723",1247,"NsiI.TP543408","Sobic.002G357950",2,72052989,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1416,0.3674,1,"Chr02",72049214,72056264,7051,"+",-3775,-3275,37951914,"Sobic.002G357950","Sobic.002G357950.1","Sobic.002G357950.1.p","","","","","","","","","","",NA,""
"725",1249,"NsiI.TP543408","Sobic.002G358200",2,72052989,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1416,0.3674,1,"Chr02",72062780,72071218,8439,"+",9791,-18229,37950348,"Sobic.002G358200","Sobic.002G358200.1","Sobic.002G358200.1.p","","","","","","","","","","",NA,""
"753",1305,"NsiI.TP566474","Sobic.004G161850",4,51081160,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2465,0.02952,1,"Chr04",51084782,51085796,1015,"+",3622,-4636,37931620,"Sobic.004G161850","Sobic.004G161850.1","Sobic.004G161850.1.p","","","","","","","","","","",NA,""
"754",1306,"NsiI.TP566474","Sobic.004G161800",4,51081160,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2465,0.02952,2,"Chr04",51074261,51075609,1349,"-",-6899,5551,37932836,"Sobic.004G161800","Sobic.004G161800.2","Sobic.004G161800.2.p","","","","","","","","","","",NA,""
"755",1311,"NsiI.TP571744","Sobic.002G031301",2,2865326,16,"PS_N(1)PS_Y(15)","F116+36088im(16)","GHW_1(2);HM_1(2)","HM_50(1)","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(7)MLM+SUPER(8)","FarmCPU(1)","","",0.4019,1.11,1,"Chr02",2860477,2862385,1909,"-",-4849,2941,37955422,"Sobic.002G031301","Sobic.002G031301.1","Sobic.002G031301.1.p","","","","","","","","","","",NA,""
"758",1318,"NsiI.TP57283","Sobic.006G130750",6,49505312,9,"PS_N(4)PS_Y(5)","F96+4814(3);F106+4185(5);F116+3098(1)","","HM_50(2)","FW_1(1)","FW_50(1);GFW_50(3)","fprinW(2)","CMLM+SUPER(1)MLM+SUPER(1)","FarmCPU(2)","FASTmrEMMA(2)","ISIS EM-BLASSO(2);pLARmEB(1)",0.1321,10.56,1,"Chr06",49500903,49502021,1119,"-",-4409,3291,37946492,"Sobic.006G130750","Sobic.006G130750.1","Sobic.006G130750.1.p","","PTHR33377","","","","","","","","LOC_Os04g01560.1",NA,"expressed protein"
"766",1327,"NsiI.TP579718","Sobic.003G319850",3,64789626,1,"PS_N(1)","F116+36088im(1)","HW_1(1)","","","","","","FarmCPU(1)","","",0.4706,0.05418,4,"Chr03",64778193,64783683,5491,"-",-11433,5943,37913993,"Sobic.003G319850","Sobic.003G319850.4","Sobic.003G319850.4.p","","","","","","","","","","",NA,""
"773",1347,"NsiI.TP590314","Sobic.007G179700",7,61269970,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2421,0.8274,1,"Chr07",61275924,61276499,576,"+",5954,-6529,37936702,"Sobic.007G179700","Sobic.007G179700.1","Sobic.007G179700.1.p","","","","","","","","","","",NA,""
"775",1349,"NsiI.TP590314","Sobic.007G179500",7,61269970,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2421,0.8274,1,"Chr07",61261502,61263377,1876,"-",-8468,6593,37936775,"Sobic.007G179500","Sobic.007G179500.1","Sobic.007G179500.1.p","","","","","","","","","","",NA,""
"780",1359,"NsiI.TP59062","Sobic.003G357400",3,67575213,7,"PS_Y(7)","F116+36088im(7)","HW_1(1);GHW_1(2);HM_1(1)","","GFW_1(2)","FW_50(1)","","CMLM+SUPER(2)MLM+SUPER(5)","","","",0.4151,1.403,1,"Chr03",67567015,67569039,2025,"-",-8198,6174,37918397,"Sobic.003G357400","Sobic.003G357400.1","Sobic.003G357400.1.p","","","","","","","","","","",NA,""
"782",1364,"NsiI.TP592449","Sobic.001G515900",1,78263344,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4029,1.159,1,"Chr01",78266375,78266656,282,"+",3031,-3312,37942953,"Sobic.001G515900","Sobic.001G515900.1","Sobic.001G515900.1.p","","","","","","","","","","LOC_Os04g42230.1",NA,"expressed protein"
"783",1365,"NsiI.TP592449","Sobic.001G515750",1,78263344,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4029,1.159,1,"Chr01",78255719,78256488,770,"-",-7625,6856,37944371,"Sobic.001G515750","Sobic.001G515750.1","Sobic.001G515750.1.p","","","","","","","","","","",NA,""
"787",1371,"NsiI.TP592655","Sobic.006G141200",6,50333660,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.05046,6.275,1,"Chr06",50343483,50344072,590,"+",9823,-10412,37946355,"Sobic.006G141200","Sobic.006G141200.1","Sobic.006G141200.1.p","","","","","","","","","","",NA,""
"795",1383,"NsiI.TP593666","Sobic.002G179150",2,56047090,1,"PS_Y(1)","F116+36088im(1)","","","","","fprinGW(1)","","","","ISIS EM-BLASSO(1)",0.2543,4.269,1,"Chr02",56037213,56039188,1976,"+",-9877,7902,37955388,"Sobic.002G179150","Sobic.002G179150.1","Sobic.002G179150.1.p","","","","","","","","","","",NA,""
"806",1404,"NsiI.TP597273","Sobic.004G197900",4,54884967,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4374,0.545,1,"Chr04",54884531,54886147,1617,"+",-436,-1180,37930013,"Sobic.004G197900","Sobic.004G197900.1","Sobic.004G197900.1.p","","","","","","","","","","",NA,""
"807",1405,"NsiI.TP597273","Sobic.004G197800",4,54884967,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.4374,0.545,1,"Chr04",54880488,54880811,324,"-",-4479,4156,37932483,"Sobic.004G197800","Sobic.004G197800.1","Sobic.004G197800.1.p","","","","","","","","","","LOC_Os02g37610.1",NA,"expressed protein"
"814",1415,"NsiI.TP607068","Sobic.008G019466",8,1666575,6,"PS_N(6)","F116+36088im(6)","","GHW_50(1)","","FD_50(1);FW_50(1)","fprinW(1);fprind(1);fprinM(1)","","","mrMLM(6)","",0.1754,13.68,1,"Chr08",1666247,1669770,3524,"-",-328,-3195,37926301,"Sobic.008G019466","Sobic.008G019466.1","Sobic.008G019466.1.p","","","","","","","","","","",NA,""
"816",1418,"NsiI.TP607427","Sobic.001G446850",1,72380263,11,"PS_Y(11)","F116+36088im(11)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1);fprind(1)","CMLM+SUPER(3)MLM+SUPER(8)","","","",0.3038,0.3856,1,"Chr01",72381063,72388012,6950,"-",800,-7749,37945112,"Sobic.001G446850","Sobic.001G446850.1","Sobic.001G446850.1.p","","","","","","","","","","",NA,""
"820",1422,"NsiI.TP60744","Sobic.002G279200",2,66109409,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.3333,0.5023,1,"Chr02",66109441,66116141,6701,"-",32,-6732,37952853,"Sobic.002G279200","Sobic.002G279200.1","Sobic.002G279200.1.p","","","","","","","","","","",NA,""
"821",1423,"NsiI.TP608930","Sobic.004G203666",4,55551213,18,"PS_Y(18)","F116+36088im(18)","GHW_1(2);HM_1(1)","GHW_50(2)","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(2)","CMLM+SUPER(8)MLM+SUPER(10)","","","",0.3543,0.05041,1,"Chr04",55545888,55546822,935,"+",-5325,4391,37933475,"Sobic.004G203666","Sobic.004G203666.1","Sobic.004G203666.1.p","","","","","","","","","","",NA,""
"825",1428,"NsiI.TP609535","Sobic.005G139225",5,59379806,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1951,1.684,1,"Chr05",59376705,59385800,9096,"+",-3101,-5994,37923363,"Sobic.005G139225","Sobic.005G139225.1","Sobic.005G139225.1.p","","","","","","","","","","",NA,""
"828",1432,"NsiI.TP609767","Sobic.003G055450",3,4968186,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.4357,1.847,1,"Chr03",4977641,4980580,2940,"+",9455,-12394,37916683,"Sobic.003G055450","Sobic.003G055450.1","Sobic.003G055450.1.p","","","","","","","","","","",NA,""
"829",1433,"NsiI.TP609767","Sobic.003G055400",3,4968186,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.4357,1.847,2,"Chr03",4970114,4971209,1096,"-",1928,-3023,37915139,"Sobic.003G055400","Sobic.003G055400.2","Sobic.003G055400.2.p","","","","","","","","","","LOC_Os01g07320.1",NA,"expressed protein"
"830",1435,"NsiI.TP611508","Sobic.005G188800",5,67361698,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.183,0.03083,1,"Chr05",67366389,67367331,943,"-",4691,-5633,37924118,"Sobic.005G188800","Sobic.005G188800.1","Sobic.005G188800.1.p","PF01559","","","","","GO:0045735","","","","",NA,""
"831",1436,"NsiI.TP611508","Sobic.005G188900",5,67361698,5,"PS_Y(5)","F116+36088im(5)","GHW_1(2);HM_1(1)","","GFW_1(2)","","","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.183,0.03083,2,"Chr05",67370603,67372834,2232,"-",8905,-11136,37923447,"Sobic.005G188900","Sobic.005G188900.2","Sobic.005G188900.2.p","","","","","","","","","","",NA,""
