"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"382",656,"NsiI.TP358628","Sobic.009G000200",9,48507,3,"PS_Y(3)","F116+36088im(3)","","","GFW_1(1)","FD_50(1);FM_50(1)","","MLM+SUPER(3)","","","",0.07464,8.743,1,"Chr09",45063,50274,5212,"+",-3444,-1767,37922573,"Sobic.009G000200","Sobic.009G000200.1","Sobic.009G000200.1.p","PF00122,PF12710,PF16209,PF16212","PTHR24092,PTHR24092:SF65","","3.6.3.1","K01530","GO:0046872,GO:0000166,GO:0016021,GO:0015914,GO:0005524,GO:0004012,GO:0000287","AT1G68710.1","","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein","LOC_Os05g01030.1",NA,"phospholipid-transporting ATPase, putative, expressed"
"383",657,"NsiI.TP358628","Sobic.009G000300",9,48507,3,"PS_Y(3)","F116+36088im(3)","","","GFW_1(1)","FD_50(1);FM_50(1)","","MLM+SUPER(3)","","","",0.07464,8.743,1,"Chr09",54111,58498,4388,"-",5604,-9991,37919118,"Sobic.009G000300","Sobic.009G000300.1","Sobic.009G000300.1.p","PF00069","PTHR27001,PTHR27001:SF132","KOG1187","2.7.11.1","","GO:0006468,GO:0005524,GO:0004672","AT5G38560.1","","Protein kinase superfamily protein","LOC_Os05g01040.1",NA,"serine/threonine-protein kinase, putative, expressed"
"384",659,"NsiI.TP359148","Sobic.001G117500",1,9159698,6,"PS_Y(6)","F116+36088im(6)","HW_1(1);GHW_1(2)","","GFW_1(2)","","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(4)","","","",0.3163,1.536,1,"Chr01",9153030,9154309,1280,"+",-6668,5389,37944715,"Sobic.001G117500","Sobic.001G117500.1","Sobic.001G117500.1.p","PF00538","PTHR11467,PTHR11467:SF39","","","","GO:0006334,GO:0005634,GO:0003677,GO:0000786","AT1G14900.1","HMGA","high mobility group A","LOC_Os03g50355.1",NA,"AT hook-containing DNA-binding protein, putative, expressed"
"385",660,"NsiI.TP359148","Sobic.001G117900",1,9159698,6,"PS_Y(6)","F116+36088im(6)","HW_1(1);GHW_1(2)","","GFW_1(2)","","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(4)","","","",0.3163,1.536,1,"Chr01",9169675,9178366,8692,"+",9977,-18668,37943622,"Sobic.001G117900","Sobic.001G117900.1","Sobic.001G117900.1.p","PF14531","PTHR24347,PTHR24347:SF1","KOG0583","2.7.11.1","","","AT5G60550.1","ATSNAK1,GRIK2","geminivirus rep interacting kinase 2","LOC_Os03g50330.1",NA,"CAMK_KIN1/SNF1/Nim1_like.18 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"386",663,"NsiI.TP359148","Sobic.001G117400",1,9159698,6,"PS_Y(6)","F116+36088im(6)","HW_1(1);GHW_1(2)","","GFW_1(2)","","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(4)","","","",0.3163,1.536,2,"Chr01",9148503,9150814,2312,"-",-11195,8884,37941718,"Sobic.001G117400","Sobic.001G117400.2","Sobic.001G117400.2.p","PF01096","PTHR11239,PTHR11239:SF14","KOG2907","2.7.7.6","K03000","GO:0008270,GO:0006351,GO:0003676","AT3G25940.1","","TFIIB zinc-binding protein","LOC_Os03g50380.1",NA,"DNA-directed RNA polymerase I subunit RPA12, putative, expressed"
"387",664,"NsiI.TP359148","Sobic.001G117600",1,9159698,6,"PS_Y(6)","F116+36088im(6)","HW_1(1);GHW_1(2)","","GFW_1(2)","","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(4)","","","",0.3163,1.536,1,"Chr01",9155506,9159007,3502,"-",-4192,691,37943506,"Sobic.001G117600","Sobic.001G117600.1","Sobic.001G117600.1.p","PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF297","","","","","AT4G22760.1","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os08g06490.1",NA,"pentatricopeptide, putative, expressed"
"388",666,"NsiI.TP359148","Sobic.001G117701",1,9159698,6,"PS_Y(6)","F116+36088im(6)","HW_1(1);GHW_1(2)","","GFW_1(2)","","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(4)","","","",0.3163,1.536,1,"Chr01",9159160,9161947,2788,"-",-538,-2249,37942106,"Sobic.001G117701","Sobic.001G117701.1","Sobic.001G117701.1.p","","","","","","","","","","LOC_Os12g08030.1",NA,"expressed protein"
"389",667,"NsiI.TP359148","Sobic.001G117800",1,9159698,6,"PS_Y(6)","F116+36088im(6)","HW_1(1);GHW_1(2)","","GFW_1(2)","","fprinW(1)","CMLM+SUPER(2)MLM+SUPER(4)","","","",0.3163,1.536,1,"Chr01",9164402,9169447,5046,"-",4704,-9749,37939140,"Sobic.001G117800","Sobic.001G117800.1","Sobic.001G117800.1.p","PF06957,PF04053,PF00400","PTHR19876:SF5,PTHR19876","","","K05236","GO:0030126,GO:0005198,GO:0006886,GO:0016192,GO:0030117,GO:0005515","AT1G62020.1","","Coatomer, alpha subunit","LOC_Os09g04110.2",NA,"coatomer alpha subunit, putative, expressed"
"390",670,"NsiI.TP360999","Sobic.001G132800",1,10465743,12,"PS_Y(12)","F106+4185(12)","","HD_50(2)","","FD_50(2);FW_50(2);GFW_50(2)","fprinW(2);fprind(2)","CMLM+SUPER(6)MLM+SUPER(6)","","","",0.08962,11.97,1,"Chr01",10464458,10469295,4838,"-",-1285,-3552,37939038,"Sobic.001G132800","Sobic.001G132800.1","Sobic.001G132800.1.p","PF13499,PF07714","PTHR24349,PTHR24349:SF167","KOG0032","2.7.11.1","K13412","GO:0006468,GO:0004672","AT1G74740.1","ATCPK30,CDPK1A,CPK30","calcium-dependent protein kinase 30","LOC_Os03g48270.1",NA,"CAMK_CAMK_like.21 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"391",671,"NsiI.TP360999","Sobic.001G132900",1,10465743,12,"PS_Y(12)","F106+4185(12)","","HD_50(2)","","FD_50(2);FW_50(2);GFW_50(2)","fprinW(2);fprind(2)","CMLM+SUPER(6)MLM+SUPER(6)","","","",0.08962,11.97,1,"Chr01",10471579,10477906,6328,"-",5836,-12163,37938073,"Sobic.001G132900","Sobic.001G132900.1","Sobic.001G132900.1.p","","PTHR37736,PTHR37736:SF1","","","","","AT1G27090.1","","glycine-rich protein","LOC_Os03g48260.1",NA,"expressed protein"
"392",674,"NsiI.TP363937","Sobic.001G219600",1,20591680,8,"PS_Y(8)","F116+36088im(8)","GHW_1(2);HM_1(2)","","GFW_1(1)","FD_50(1);GFW_50(1)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(5)","","","",0.3851,1.406,1,"Chr01",20591235,20610627,19393,"-",-445,-18947,37943714,"Sobic.001G219600","Sobic.001G219600.1","Sobic.001G219600.1.p","PF08389","PTHR12363,PTHR12363:SF32","KOG2081","","K15436","","AT5G62600.1","","ARM repeat superfamily protein","LOC_Os10g33770.1",NA,"importin-beta N-terminal domain containing protein, expressed"
"394",676,"NsiI.TP364137","Sobic.006G219100",6,56610072,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4208,2.908,2,"Chr06",56615808,56618748,2941,"+",5736,-8676,37945356,"Sobic.006G219100","Sobic.006G219100.2","Sobic.006G219100.2.p","","","","","","","","","","LOC_Os04g52880.1",NA,"expressed protein"
"395",678,"NsiI.TP364137","Sobic.006G218900",6,56610072,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4208,2.908,1,"Chr06",56602420,56606405,3986,"-",-7652,3667,37947624,"Sobic.006G218900","Sobic.006G218900.1","Sobic.006G218900.1.p","PF11721,PF07714","PTHR27003,PTHR27003:SF41","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT1G30570.1","HERK2","hercules receptor kinase 2","LOC_Os04g52860.1",NA,"TKL_IRAK_CrRLK1L-1.9 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog, expressed"
"397",680,"NsiI.TP364137","Sobic.006G219000",6,56610072,4,"PS_Y(4)","F116+36088im(4)","GHW_1(2);HM_1(2)","","","","","CMLM+SUPER(2)MLM+SUPER(2)","","","",0.4208,2.908,1,"Chr06",56609264,56614643,5380,"-",-808,-4571,37947758,"Sobic.006G219000","Sobic.006G219000.1","Sobic.006G219000.1.p","PF00646,PF00400","PTHR22844,PTHR22844:SF160","KOG0274","","","GO:0005515","AT5G21040.1","FBX2","F-box protein 2","LOC_Os04g52870.1",NA,"OsFBW1 - F-box domain and WD40 repeat containing protein, expressed"
"398",682,"NsiI.TP369405","Sobic.004G027800",4,2234375,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.06705,1.492,1,"Chr04",2235985,2242049,6065,"+",1610,-7674,37930371,"Sobic.004G027800","Sobic.004G027800.1","Sobic.004G027800.1.p","PF05687,PF01373","PTHR31352,PTHR31352:SF8","","3.2.1.2","","GO:0016161,GO:0000272","AT5G45300.2","BAM8,BMY2","beta-amylase 2","LOC_Os02g03690.1",NA,"beta-amylase, putative, expressed"
"399",684,"NsiI.TP369405","Sobic.004G027600",4,2234375,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.06705,1.492,1,"Chr04",2227826,2232512,4687,"-",-6549,1863,37932559,"Sobic.004G027600","Sobic.004G027600.1","Sobic.004G027600.1.p","PF09353","PTHR34051,PTHR34051:SF1","","","","","AT5G48790.1","","Domain of unknown function (DUF1995)","LOC_Os02g03670.1",NA,"expressed protein"
"400",685,"NsiI.TP369405","Sobic.004G027700",4,2234375,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.06705,1.492,2,"Chr04",2233949,2235493,1545,"-",-426,-1118,37931907,"Sobic.004G027700","Sobic.004G027700.2","Sobic.004G027700.2.p","PF01535,PF13041","PTHR24015,PTHR24015:SF610","","","","","AT4G02750.1","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os04g35305.1",NA,"tetratricopeptide-like helical, putative, expressed"
"402",687,"NsiI.TP370740","Sobic.006G280400",6,61057670,19,"PS_Y(19)","F116+36088im(19)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","","FD_1(1);GFW_1(2);FM_1(2)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(8)","","","",0.4118,0.6755,2,"Chr06",61055957,61062570,6614,"+",-1713,-4900,37946937,"Sobic.006G280400","Sobic.006G280400.2","Sobic.006G280400.2.p","PF00118,PF01504","PTHR11353,PTHR11353:SF89","","2.7.1.150","K00921","GO:0005524,GO:0046488,GO:0016307","AT1G34260.1","FAB1D","FORMS APLOID AND BINUCLEATE CELLS 1A","LOC_Os08g01390.1",NA,"phosphatidylinositol-4-phosphate 5-Kinase, putative, expressed"
"403",689,"NsiI.TP370740","Sobic.006G280500",6,61057670,19,"PS_Y(19)","F116+36088im(19)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","","FD_1(1);GFW_1(2);FM_1(2)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(8)","","","",0.4118,0.6755,1,"Chr06",61062571,61064995,2425,"-",4901,-7325,37948205,"Sobic.006G280500","Sobic.006G280500.1","Sobic.006G280500.1.p","PF08449","PTHR11132,PTHR11132:SF114","KOG1441","","","GO:0055085","AT1G77610.1","","EamA-like transporter family protein","LOC_Os04g59550.3",NA,"phosphate/phosphate translocator, putative, expressed"
"404",690,"NsiI.TP370740","Sobic.006G280600",6,61057670,19,"PS_Y(19)","F116+36088im(19)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","","FD_1(1);GFW_1(2);FM_1(2)","FD_50(1);FW_50(2);GFW_50(2)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(11)MLM+SUPER(8)","","","",0.4118,0.6755,1,"Chr06",61065794,61068866,3073,"-",8124,-11196,37946852,"Sobic.006G280600","Sobic.006G280600.1","Sobic.006G280600.1.p","PF01302,PF14560","PTHR18916","KOG3206","","K17262","GO:0005515","AT3G10220.1","","tubulin folding cofactor B","LOC_Os04g59560.1",NA,"tubulin folding cofactor B, putative, expressed"
"405",692,"NsiI.TP370880","Sobic.003G363500",3,68111215,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(1)","","GFW_1(1)","FD_50(1)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.0505,0.01859,1,"Chr03",68102184,68107723,5540,"+",-9031,3492,37916747,"Sobic.003G363500","Sobic.003G363500.1","Sobic.003G363500.1.p","PF00782","PTHR10159,PTHR10159:SF376","","","","GO:0008138,GO:0006470","AT2G35680.1","","Phosphotyrosine protein phosphatases superfamily protein","LOC_Os01g64010.2",NA,"dual specificity protein phosphatase, putative, expressed"
"406",693,"NsiI.TP370880","Sobic.003G363600",3,68111215,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(1)","","GFW_1(1)","FD_50(1)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.0505,0.01859,10,"Chr03",68107429,68115976,8548,"-",-3786,-4761,37917007,"Sobic.003G363600","Sobic.003G363600.10","Sobic.003G363600.10.p","PF00170","PTHR22952,PTHR22952:SF215","","","","GO:0043565,GO:0006355,GO:0003700","AT1G08320.1","bZIP21,TGA9","bZIP transcription factor family protein","LOC_Os01g64020.1",NA,"transcription factor, putative, expressed"
"407",703,"NsiI.TP370880","Sobic.003G363700",3,68111215,6,"PS_Y(6)","F116+36088im(6)","GHW_1(2);HM_1(1)","","GFW_1(1)","FD_50(1)","fprind(1)","CMLM+SUPER(3)MLM+SUPER(3)","","","",0.0505,0.01859,1,"Chr03",68117750,68125999,8250,"-",6535,-14784,37913948,"Sobic.003G363700","Sobic.003G363700.1","Sobic.003G363700.1.p","PF12937","PTHR32212","","","","GO:0005515","AT1G67190.1","","F-box/RNI-like superfamily protein","LOC_Os01g64030.1",NA,"OsFBL5 - F-box domain and LRR containing protein, expressed"
"408",708,"NsiI.TP376338","Sobic.003G426300",3,73019311,26,"PS_Y(26)","F116+36088im(26)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2);FM_1(2)","FD_50(2);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(2);fprinGW(2)","CMLM+SUPER(14)MLM+SUPER(12)","","","",0.393,0.6502,1,"Chr03",73024820,73025894,1075,"+",5509,-6583,37914524,"Sobic.003G426300","Sobic.003G426300.1","Sobic.003G426300.1.p","PF00043,PF13417","PTHR11260,PTHR11260:SF236","KOG0406","2.5.1.18","K00799","GO:0005515","AT2G29420.1","ATGSTU7,GST25,GSTU7","glutathione S-transferase tau 7","LOC_Os03g39850.1",NA,"glutathione S-transferase, putative, expressed"
"409",709,"NsiI.TP376338","Sobic.003G426400",3,73019311,26,"PS_Y(26)","F116+36088im(26)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2);FM_1(2)","FD_50(2);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(2);fprinGW(2)","CMLM+SUPER(14)MLM+SUPER(12)","","","",0.393,0.6502,1,"Chr03",73026407,73027878,1472,"+",7096,-8567,37918887,"Sobic.003G426400","Sobic.003G426400.1","Sobic.003G426400.1.p","PF00043,PF13417","PTHR11260,PTHR11260:SF236","KOG0406","2.5.1.18","K00799","GO:0005515","AT3G09270.1","ATGSTU8,GSTU8","glutathione S-transferase TAU 8","LOC_Os01g72170.1",NA,"glutathione S-transferase, putative, expressed"
"410",710,"NsiI.TP376338","Sobic.003G425900",3,73019311,26,"PS_Y(26)","F116+36088im(26)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2);FM_1(2)","FD_50(2);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(2);fprinGW(2)","CMLM+SUPER(14)MLM+SUPER(12)","","","",0.393,0.6502,2,"Chr03",73010266,73012200,1935,"-",-9045,7111,37913451,"Sobic.003G425900","Sobic.003G425900.2","Sobic.003G425900.2.p","PF03478","PTHR33165,PTHR33165:SF6","","","","","","","","LOC_Os01g72720.1",NA,"expressed protein"
"411",711,"NsiI.TP376338","Sobic.003G426000",3,73019311,26,"PS_Y(26)","F116+36088im(26)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2);FM_1(2)","FD_50(2);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(2);fprinGW(2)","CMLM+SUPER(14)MLM+SUPER(12)","","","",0.393,0.6502,1,"Chr03",73013858,73015106,1249,"-",-5453,4205,37916584,"Sobic.003G426000","Sobic.003G426000.1","Sobic.003G426000.1.p","PF13410,PF13417","PTHR11260,PTHR11260:SF236","KOG0406","2.5.1.18","K00799","GO:0005515","AT3G09270.1","ATGSTU8,GSTU8","glutathione S-transferase TAU 8","LOC_Os01g72140.1",NA,"glutathione S-transferase, putative, expressed"
"412",712,"NsiI.TP376338","Sobic.003G426100",3,73019311,26,"PS_Y(26)","F116+36088im(26)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2);FM_1(2)","FD_50(2);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(2);fprinGW(2)","CMLM+SUPER(14)MLM+SUPER(12)","","","",0.393,0.6502,1,"Chr03",73017034,73018103,1070,"-",-2277,1208,37913534,"Sobic.003G426100","Sobic.003G426100.1","Sobic.003G426100.1.p","PF00043,PF13417","PTHR11260,PTHR11260:SF236","KOG0406","2.5.1.18","K00799","GO:0005515","AT3G09270.1","ATGSTU8,GSTU8","glutathione S-transferase TAU 8","LOC_Os01g72140.1",NA,"glutathione S-transferase, putative, expressed"
"413",713,"NsiI.TP376338","Sobic.003G426200",3,73019311,26,"PS_Y(26)","F116+36088im(26)","HD_1(1);HW_1(1);GHW_1(2);HM_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(2);FM_1(2)","FD_50(2);FW_50(2);GFW_50(2);FM_50(2)","fprinW(2);fprind(2);fprinGW(2)","CMLM+SUPER(14)MLM+SUPER(12)","","","",0.393,0.6502,2,"Chr03",73019107,73020239,1133,"-",-204,-928,37914988,"Sobic.003G426200","Sobic.003G426200.2","Sobic.003G426200.2.p","PF00043,PF13417","PTHR11260,PTHR11260:SF236","KOG0406","2.5.1.18","K00799","GO:0005515","AT3G09270.1","ATGSTU8,GSTU8","glutathione S-transferase TAU 8","LOC_Os01g72160.1",NA,"glutathione S-transferase, putative, expressed"
"414",714,"NsiI.TP382187","Sobic.007G091800",7,15361809,3,"PS_Y(3)","F116+36088im(3)","GHW_1(2);HM_1(1)","","","","","CMLM+SUPER(1)MLM+SUPER(2)","","","",0.4899,0.5485,1,"Chr07",15370002,15370883,882,"+",8193,-9074,37936943,"Sobic.007G091800","Sobic.007G091800.1","Sobic.007G091800.1.p","","PTHR33228,PTHR33228:SF8","","","","","AT4G31730.1","GDU1","glutamine dumper 1","LOC_Os08g15070.1",NA,"GDU1, putative, expressed"
"415",715,"NsiI.TP383484","Sobic.009G058400",9,6111601,12,"PS_N(12)","F116+36088im(12)","","","","FD_50(2);FW_50(3);GFW_50(1);FM_50(1)","fprinW(2);fprind(1);fprinGW(2)","","","mrMLM(3);FASTmrMLM(6)","pLARmEB(3)",0.1983,9.995,1,"Chr09",6119134,6119969,836,"+",7533,-8368,37921869,"Sobic.009G058400","Sobic.009G058400.1","Sobic.009G058400.1.p","PF14009","PTHR33052,PTHR33052:SF26","","","","","AT2G30230.1","","","LOC_Os05g07240.1",NA,"expressed protein"
"416",717,"NsiI.TP387106","Sobic.001G524500",1,78909568,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1272,0.6275,1,"Chr01",78906714,78917635,10922,"+",-2854,-8067,37939711,"Sobic.001G524500","Sobic.001G524500.1","Sobic.001G524500.1.p","PF13419,PF01687","PTHR22749,PTHR22749:SF1","KOG3110","2.7.1.26","K00861","GO:0009231,GO:0008531","AT4G21470.1","ATFMN/FHY,FMN/FHY","riboflavin kinase/FMN hydrolase","LOC_Os10g32730.2",NA,"haloacid dehalogenase-like hydrolase domain-containing protein 1A, putative, expressed"
"417",719,"NsiI.TP387106","Sobic.001G524600",1,78909568,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1272,0.6275,1,"Chr01",78908299,78909120,822,"+",-1269,448,37942542,"Sobic.001G524600","Sobic.001G524600.1","Sobic.001G524600.1.p","","","","","","","","","","LOC_Os06g50280.1",NA,"OsFBL31 - F-box domain and LRR containing protein, expressed"
"418",720,"NsiI.TP387106","Sobic.001G524300",1,78909568,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1272,0.6275,1,"Chr01",78898085,78901983,3899,"-",-11483,7585,37939361,"Sobic.001G524300","Sobic.001G524300.1","Sobic.001G524300.1.p","PF00781","PTHR12358,PTHR12358:SF43","","2.7.1.107","","GO:0016301","AT2G46090.1","","Diacylglycerol kinase family protein","LOC_Os03g03400.1",NA,"diacylglycerol kinase, putative, expressed"
"419",721,"NsiI.TP387106","Sobic.001G524400",1,78909568,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.1272,0.6275,1,"Chr01",78902475,78906568,4094,"-",-7093,3000,37939688,"Sobic.001G524400","Sobic.001G524400.1","Sobic.001G524400.1.p","PF01585","PTHR23149,PTHR23149:SF9","KOG2809","","K11135","GO:0003676","AT1G63980.1","","D111/G-patch domain-containing protein","LOC_Os03g03390.1",NA,"G-patch domain containing protein, expressed"
"420",723,"NsiI.TP388861","Sobic.004G184300",4,53760575,15,"PS_Y(15)","F116+36088im(15)","HD_1(1);GHW_1(1);HM_1(1)","HD_50(2);GHW_50(1);HW_50(1)","FD_1(1);FW_1(1)","FD_50(1);FW_50(1)","fprinW(1);fprind(1);fprinGW(1);fprinM(1)","","","mrMLM(13)","ISIS EM-BLASSO(2)",0.1974,19.34,1,"Chr04",53759368,53760678,1311,"+",-1207,-103,37930683,"Sobic.004G184300","Sobic.004G184300.1","Sobic.004G184300.1.p","PF00134,PF02984","PTHR10177,PTHR10177:SF208","","","K06627","GO:0005634","AT1G47230.1","CYCA3;4","CYCLIN A3;4","LOC_Os02g39420.1",NA,"cyclin, putative, expressed"
"421",724,"NsiI.TP388861","Sobic.004G184500",4,53760575,15,"PS_Y(15)","F116+36088im(15)","HD_1(1);GHW_1(1);HM_1(1)","HD_50(2);GHW_50(1);HW_50(1)","FD_1(1);FW_1(1)","FD_50(1);FW_50(1)","fprinW(1);fprind(1);fprinGW(1);fprinM(1)","","","mrMLM(13)","ISIS EM-BLASSO(2)",0.1974,19.34,1,"Chr04",53764473,53768506,4034,"+",3898,-7931,37932408,"Sobic.004G184500","Sobic.004G184500.1","Sobic.004G184500.1.p","PF00334","PTHR11349","KOG0888","2.7.4.6","K00940","GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0004550","AT1G17410.1","","Nucleoside diphosphate kinase family protein","LOC_Os02g35700.1",NA,"nucleoside diphosphate kinase, putative, expressed"
"423",727,"NsiI.TP388861","Sobic.004G184200",4,53760575,15,"PS_Y(15)","F116+36088im(15)","HD_1(1);GHW_1(1);HM_1(1)","HD_50(2);GHW_50(1);HW_50(1)","FD_1(1);FW_1(1)","FD_50(1);FW_50(1)","fprinW(1);fprind(1);fprinGW(1);fprinM(1)","","","mrMLM(13)","ISIS EM-BLASSO(2)",0.1974,19.34,4,"Chr04",53749038,53752964,3927,"-",-11537,7611,37931436,"Sobic.004G184200","Sobic.004G184200.4","Sobic.004G184200.4.p","PF00010","PTHR16223,PTHR16223:SF52","","","","GO:0046983","AT5G58010.1","LRL3","LJRHL1-like 3","LOC_Os02g35660.1",NA,"PTF1, putative, expressed"
"424",731,"NsiI.TP388861","Sobic.004G184400",4,53760575,15,"PS_Y(15)","F116+36088im(15)","HD_1(1);GHW_1(1);HM_1(1)","HD_50(2);GHW_50(1);HW_50(1)","FD_1(1);FW_1(1)","FD_50(1);FW_50(1)","fprinW(1);fprind(1);fprinGW(1);fprinM(1)","","","mrMLM(13)","ISIS EM-BLASSO(2)",0.1974,19.34,1,"Chr04",53763702,53764970,1269,"-",3127,-4395,37930120,"Sobic.004G184400","Sobic.004G184400.1","Sobic.004G184400.1.p","PF13837","PTHR31307,PTHR31307:SF12","KOG4282","","","","AT3G14180.1","","sequence-specific DNA binding transcription factors","LOC_Os02g35690.1",NA,"transcription factor like protein, putative, expressed"
"425",733,"NsiI.TP388907","Sobic.002G346700",2,71256645,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.2716,0.5287,1,"Chr02",71252892,71254806,1915,"+",-3753,1839,37949958,"Sobic.002G346700","Sobic.002G346700.1","Sobic.002G346700.1.p","","PTHR22835,PTHR22835:SF175","","3.1.1.49","","","AT5G03610.1","","GDSL-like Lipase/Acylhydrolase superfamily protein","LOC_Os04g55660.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"426",734,"NsiI.TP388907","Sobic.002G346800",2,71256645,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.2716,0.5287,1,"Chr02",71256792,71258893,2102,"+",147,-2248,37955156,"Sobic.002G346800","Sobic.002G346800.1","Sobic.002G346800.1.p","PF09011","PTHR31675","","","","GO:0007275","AT4G00180.1","YAB3","Plant-specific transcription factor YABBY family protein","LOC_Os07g38410.1",NA,"YABBY domain containing protein, putative, expressed"
"427",735,"NsiI.TP388907","Sobic.002G347000",2,71256645,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.2716,0.5287,1,"Chr02",71262619,71265634,3016,"+",5974,-8989,37952053,"Sobic.002G347000","Sobic.002G347000.1","Sobic.002G347000.1.p","PF00400","PTHR22847","KOG0271,KOG0265","","K14963","GO:0005515","AT4G02730.1","","Transducin/WD40 repeat-like superfamily protein","LOC_Os07g38430.1",NA,"WD domain, G-beta repeat domain containing protein, expressed"
"428",737,"NsiI.TP388907","Sobic.002G346600",2,71256645,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.2716,0.5287,3,"Chr02",71242663,71251130,8468,"-",-13982,5515,37953805,"Sobic.002G346600","Sobic.002G346600.3","Sobic.002G346600.3.p","PF07690","PTHR24064,PTHR24064:SF256","KOG0253","","","GO:0055085,GO:0016021","AT3G13050.1","","Major facilitator superfamily protein","LOC_Os07g38400.1",NA,"transporter family protein, putative, expressed"
