"","X","SNP","Gene","ID","Chromosome","Position","P.value","MAF","PVE","Trait.names","PS","Ind.SNP","FarmCPU","mrMLM","GAPIT","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"69",119,"NsiI.TP460633","Sobic.004G280200","OWA19.25",4,62266318,8.86e-06,0.041,15.7579345,"OWA19","PCA=3(1);PS_N(1)","122+35256im(2)","","ISIS EM-BLASSO(1)","rrBLUP(1)",1,"Chr04",62255058,62258612,3555,"-",-11260,7706,37929945,"Sobic.004G280200","Sobic.004G280200.1","Sobic.004G280200.1.p","PF06454","PTHR31142,PTHR31142:SF7","","","","","AT2G02180.1","TOM3","tobamovirus multiplication protein 3","LOC_Os02g45870.1",NA,"tobamovirus multiplication protein, putative, expressed"
"70",120,"NsiI.TP460633","Sobic.004G280401","OWA19.25",4,62266318,8.86e-06,0.041,15.7579345,"OWA19","PCA=3(1);PS_N(1)","122+35256im(2)","","ISIS EM-BLASSO(1)","rrBLUP(1)",1,"Chr04",62263945,62264886,942,"-",-2373,1432,37931949,"Sobic.004G280401","Sobic.004G280401.1","Sobic.004G280401.1.p","","","","","","","AT1G33055.1","","","LOC_Os07g28614.1",NA,"expressed protein"
"71",121,"NsiI.TP468343","Sobic.003G390800","OWA19.26",3,70187996,3.36e-05,0.3167,2.4089,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",5,"Chr03",70178275,70185159,6885,"+",-9721,2837,37914929,"Sobic.003G390800","Sobic.003G390800.5","Sobic.003G390800.5.p","PF01764","PTHR21493,PTHR21493:SF140","","","","GO:0006629","AT1G05790.1","","lipase class 3 family protein","LOC_Os01g67420.1",NA,"lipase, putative, expressed"
"72",125,"NsiI.TP474172","Sobic.001G335100","OWA19.27",1,62376131,8.04e-10,0.1542,17.4437,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",62383516,62385906,2391,"+",7385,-9775,37940254,"Sobic.001G335100","Sobic.001G335100.1","Sobic.001G335100.1.p","PF00646,PF08387","PTHR32212,PTHR32212:SF76","","","","GO:0005515","AT3G59200.1","","F-box/RNI-like superfamily protein","LOC_Os04g13160.1",NA,"OsFBD9 - F-box and FBD domain containing protein, expressed"
"73",126,"NsiI.TP474172","Sobic.001G335000","OWA19.27",1,62376131,8.04e-10,0.1542,17.4437,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",62373931,62381301,7371,"+",-2200,-5170,37944711,"Sobic.001G335000","Sobic.001G335000.1","Sobic.001G335000.1.p","PF01145","PTHR15351","KOG2962","","","","AT2G03510.1","","SPFH/Band 7/PHB domain-containing membrane-associated protein family","LOC_Os03g30790.1",NA,"erlin-2 precursor, putative, expressed"
"74",128,"NsiI.TP486731","Sobic.002G414150","OWA19.29",2,76163097,2.08e-05,0.079050252,0.041900767,"OWA19","PS_Y(2)","122+35256im(2)","","","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr02",76151057,76155877,4821,"+",-12040,7220,37954214,"Sobic.002G414150","Sobic.002G414150.1","Sobic.002G414150.1.p","","","","","","","","","","",NA,""
"75",129,"NsiI.TP486731","Sobic.002G414300","OWA19.29",2,76163097,2.08e-05,0.079050252,0.041900767,"OWA19","PS_Y(2)","122+35256im(2)","","","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr02",76158630,76160629,2000,"+",-4467,2468,37954132,"Sobic.002G414300","Sobic.002G414300.1","Sobic.002G414300.1.p","","","","","","","","","","",NA,""
"76",130,"NsiI.TP486731","Sobic.002G414400","OWA19.29",2,76163097,2.08e-05,0.079050252,0.041900767,"OWA19","PS_Y(2)","122+35256im(2)","","","CMLM+SUPER(1);MLM+SUPER(1)",1,"Chr02",76165885,76169873,3989,"-",2788,-6776,37949585,"Sobic.002G414400","Sobic.002G414400.1","Sobic.002G414400.1.p","PF06596","PTHR34455,PTHR34455:SF1","","","","GO:0016020,GO:0015979,GO:0009523","AT2G06520.1","PSBX","photosystem II subunit X","LOC_Os07g47640.1",NA,"ultraviolet-B-repressible protein, putative, expressed"
"77",131,"NsiI.TP487417","Sobic.002G140500","OWA19.30",2,22482603,3.72e-19,0.0637,0.0405,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",22483679,22484240,562,"+",1076,-1637,37953137,"Sobic.002G140500","Sobic.002G140500.1","Sobic.002G140500.1.p","PF01190","PTHR31614,PTHR31614:SF11","","","","","AT1G29140.1","","Pollen Ole e 1 allergen and extensin family protein","LOC_Os09g39950.1",NA,"POEI23 - Pollen Ole e I allergen and extensin family protein precursor, expressed"
"78",132,"NsiI.TP487417","Sobic.002G140700","OWA19.30",2,22482603,3.72e-19,0.0637,0.0405,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",22491963,22504186,12224,"+",9360,-21583,37951143,"Sobic.002G140700","Sobic.002G140700.1","Sobic.002G140700.1.p","PF04083","PTHR11005,PTHR11005:SF37","KOG2624","3.1.1.3","","GO:0006629","AT2G15230.1","ATLIP1,LIP1","lipase 1","LOC_Os09g01590.1",NA,"triacylglycerol lipase 1 precursor, putative, expressed"
"79",133,"NsiI.TP487417","Sobic.002G140400","OWA19.30",2,22482603,3.72e-19,0.0637,0.0405,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",22482460,22483405,946,"+",-143,-802,37949608,"Sobic.002G140400","Sobic.002G140400.1","Sobic.002G140400.1.p","PF02298","PTHR33021,PTHR33021:SF69","","","","GO:0009055","AT2G32300.1","UCC1","uclacyanin 1","LOC_Os09g39940.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"80",135,"NsiI.TP487417","Sobic.002G140600","OWA19.30",2,22482603,3.72e-19,0.0637,0.0405,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",22484413,22489881,5469,"-",1810,-7278,37951427,"Sobic.002G140600","Sobic.002G140600.1","Sobic.002G140600.1.p","PF02212,PF00350,PF01031","PTHR11566,PTHR11566:SF73","","","","GO:0005525,GO:0003924","AT3G60190.1","ADL1E,ADL4,ADLP2,DL1E,DRP1E,EDR3","DYNAMIN-like 1E","LOC_Os09g39960.1",NA,"dynamin family protein, putative, expressed"
"81",136,"NsiI.TP501941","Sobic.003G328700","OWA19.31",3,65413138,6.16e-05,0.0245,0.0018,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr03",65405997,65408752,2756,"-",-7141,4386,37918239,"Sobic.003G328700","Sobic.003G328700.1","Sobic.003G328700.1.p","PF03871,PF01191","PTHR10535","KOG3218","2.7.7.6","K03013","GO:0006351,GO:0005634,GO:0003899,GO:0003677","AT3G22320.1","ATRPABC24.3,NRPB5,NRPD5,RPB5A","Eukaryotic rpb5 RNA polymerase subunit family protein","LOC_Os01g59140.1",NA,"DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative, expressed"
"82",137,"NsiI.TP501941","Sobic.003G328800","OWA19.31",3,65413138,6.16e-05,0.0245,0.0018,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr03",65410780,65414721,3942,"+",-2358,-1583,37914684,"Sobic.003G328800","Sobic.003G328800.1","Sobic.003G328800.1.p","PF03953,PF00091","PTHR11588,PTHR11588:SF114","","2.4.2.1","K07375","GO:0003924,GO:0007017,GO:0005874","AT5G12250.1","TUB6","beta-6 tubulin","LOC_Os01g59150.1",NA,"tubulin/FtsZ domain containing protein, putative, expressed"
"83",139,"NsiI.TP501941","Sobic.003G328900","OWA19.31",3,65413138,6.16e-05,0.0245,0.0018,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr03",65414383,65417430,3048,"-",1245,-4292,37917146,"Sobic.003G328900","Sobic.003G328900.1","Sobic.003G328900.1.p","PF01694,PF00627","PTHR12917,PTHR12917:SF20","KOG4463","","","GO:0016021,GO:0004252","AT3G56740.1","","Ubiquitin-associated (UBA) protein","LOC_Os01g59160.1",NA,"UBA/TS-N domain containing protein, expressed"
"84",140,"NsiI.TP501941","Sobic.003G329000","OWA19.31",3,65413138,6.16e-05,0.0245,0.0018,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",2,"Chr03",65420017,65423158,3142,"-",6879,-10020,37915713,"Sobic.003G329000","Sobic.003G329000.2","Sobic.003G329000.2.p","PF00646","PTHR31482,PTHR31482:SF4","","","","GO:0005515","AT2G26850.1","","F-box family protein","LOC_Os01g59180.1",NA,"OsFBX27 - F-box domain containing protein, expressed"
"85",142,"NsiI.TP504649","Sobic.004G339900","OWA18.7",4,67177683,5.81e-10,0.1311,18.2118,"OWA18","PS_Y(2)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr04",67170234,67175475,5242,"-",-7449,2208,37930422,"Sobic.004G339900","Sobic.004G339900.1","Sobic.004G339900.1.p","","PTHR13132,PTHR13132:SF29","","","","","AT5G28910.2","","","LOC_Os02g56500.5",NA,"expressed protein"
"86",143,"NsiI.TP504649","Sobic.004G340000","OWA18.7",4,67177683,5.81e-10,0.1311,18.2118,"OWA18","PS_Y(2)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr04",67181047,67182283,1237,"+",3364,-4600,37930253,"Sobic.004G340000","Sobic.004G340000.1","Sobic.004G340000.1.p","","","","","","","","","","LOC_Os02g56490.1",NA,"expressed protein"
"87",145,"NsiI.TP512189","Sobic.003G285300","OWA18.8",3,61885782,6.13e-05,0.1708,18.5,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr03",61875027,61876644,1618,"+",-10755,9138,37917293,"Sobic.003G285300","Sobic.003G285300.1","Sobic.003G285300.1.p","","PTHR34591,PTHR34591:SF1","","","","","","","","LOC_Os03g47420.1",NA,"OsFBX107 - F-box domain containing protein, expressed"
"88",146,"NsiI.TP512189","Sobic.003G285500","OWA18.8",3,61885782,6.13e-05,0.1708,18.5,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr03",61880213,61882652,2440,"-",-5569,3130,37915061,"Sobic.003G285500","Sobic.003G285500.1","Sobic.003G285500.1.p","PF03106","PTHR31282,PTHR31282:SF9","","","","GO:0043565,GO:0006355,GO:0003700","AT3G58710.1","ATWRKY69,WRKY69","WRKY DNA-binding protein 69","LOC_Os01g53040.1",NA,"WRKY14, expressed"
"89",147,"NsiI.TP512189","Sobic.003G285700","OWA18.8",3,61885782,6.13e-05,0.1708,18.5,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr03",61889763,61895885,6123,"-",3981,-10103,37914134,"Sobic.003G285700","Sobic.003G285700.1","Sobic.003G285700.1.p","PF12169,PF13177","PTHR11669,PTHR11669:SF16","KOG0989","2.7.7.7","","GO:0003887","AT4G18820.1","","AAA-type ATPase family protein","LOC_Os01g53070.1",NA,"ATP binding protein, putative, expressed"
"90",148,"NsiI.TP512189","Sobic.003G285400","OWA18.8",3,61885782,6.13e-05,0.1708,18.5,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr03",61876934,61877828,895,"+",-8848,7954,37914559,"Sobic.003G285400","Sobic.003G285400.1","Sobic.003G285400.1.p","","","","","","","AT2G42750.1","","DNAJ heat shock N-terminal domain-containing protein","LOC_Os05g45350.1",NA,"dnaJ domain containing protein, expressed"
"91",149,"NsiI.TP512189","Sobic.003G285600","OWA18.8",3,61885782,6.13e-05,0.1708,18.5,"OWA18","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr03",61881940,61888207,6268,"+",-3842,-2425,37913604,"Sobic.003G285600","Sobic.003G285600.1","Sobic.003G285600.1.p","PF04117","PTHR11266,PTHR11266:SF37","KOG1944","","K13348","GO:0016021","AT2G42770.1","","Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein","LOC_Os01g53060.1",NA,"peroxisomal membrane protein, putative, expressed"
"92",151,"NsiI.TP523625","Sobic.004G283900","OWA19.32",4,62611853,2.34e-06,0.0738,7.0541,"OWA19","PS_N(2)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr04",62617908,62622646,4739,"+",6055,-10793,37933639,"Sobic.004G283900","Sobic.004G283900.1","Sobic.004G283900.1.p","PF00067","PTHR24286,PTHR24286:SF11","KOG0157","","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT1G12740.1","CYP87A2","cytochrome P450, family 87, subfamily A, polypeptide 2","LOC_Os02g45280.1",NA,"cytochrome P450, putative, expressed"
"93",152,"NsiI.TP523625","Sobic.004G283800","OWA19.32",4,62611853,2.34e-06,0.0738,7.0541,"OWA19","PS_N(2)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr04",62599054,62603155,4102,"+",-12799,8698,37930248,"Sobic.004G283800","Sobic.004G283800.1","Sobic.004G283800.1.p","PF03141","PTHR10108,PTHR10108:SF842","","","","GO:0008168","AT4G00750.1","","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","LOC_Os02g45310.1",NA,"dehydration response related protein, putative, expressed"
"94",153,"NsiI.TP554032","Sobic.003G186900","OWA19.33",3,50563424,1e-05,0.2254,9.6979,"OWA19","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",2,"Chr03",50552617,50560653,8037,"-",-10807,2771,37913425,"Sobic.003G186900","Sobic.003G186900.2","Sobic.003G186900.2.p","PF04851,PF00271","PTHR24031,PTHR24031:SF246","","3.6.4.13","K12812","GO:0016787,GO:0005524,GO:0003677","AT5G11170.1","","DEAD/DEAH box RNA helicase family protein ","LOC_Os01g36920.2",NA,"DEAD-box ATP-dependent RNA helicase, putative, expressed"
"95",157,"NsiI.TP554032","Sobic.003G187000","OWA19.33",3,50563424,1e-05,0.2254,9.6979,"OWA19","PS_Y(1)","122+35256im(1)","","ISIS EM-BLASSO(1)","",1,"Chr03",50563518,50564817,1300,"+",94,-1393,37918124,"Sobic.003G187000","Sobic.003G187000.1","Sobic.003G187000.1.p","PF14497,PF13417","PTHR11260,PTHR11260:SF269","KOG0406","2.5.1.18","K00799","GO:0005515","AT1G10370.1","ATGSTU17,ERD9,GST30,GST30B","Glutathione S-transferase family protein","LOC_Os10g38470.1",NA,"glutathione S-transferase, putative, expressed"
"96",158,"NsiI.TP58591","Sobic.001G140200","OWA19.34",1,11198433,1.45e-06,0.3083,8.0227,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",11185282,11192665,7384,"+",-13151,5768,37940928,"Sobic.001G140200","Sobic.001G140200.1","Sobic.001G140200.1.p","PF03789,PF05920,PF03790,PF03791","PTHR11850,PTHR11850:SF106","KOG0773","","","GO:0003677,GO:0006355,GO:0005634","AT4G08150.1","BP,BP1,KNAT1","KNOTTED-like from Arabidopsis thaliana","LOC_Os07g03770.1",NA,"Homeobox domain containing protein, expressed"
"97",159,"NsiI.TP58591","Sobic.001G140400","OWA19.34",1,11198433,1.45e-06,0.3083,8.0227,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",11202700,11203741,1042,"+",4267,-5308,37938025,"Sobic.001G140400","Sobic.001G140400.1","Sobic.001G140400.1.p","","PTHR33109,PTHR33109:SF5","","","","","AT4G37810.1","","","LOC_Os03g46930.1",NA,"expressed protein"
"98",160,"NsiI.TP58591","Sobic.001G140300","OWA19.34",1,11198433,1.45e-06,0.3083,8.0227,"OWA19","PS_Y(1)","122+35256im(1)","","mrMLM(1)","",1,"Chr01",11195137,11198205,3069,"-",-3296,228,37938709,"Sobic.001G140300","Sobic.001G140300.1","Sobic.001G140300.1.p","PF02018,PF00331","PTHR31490,PTHR31490:SF1","","3.2.1.8","","GO:0016798,GO:0005975,GO:0004553","AT1G58370.1","ATXYN1,RXF12","glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein","LOC_Os03g47010.1",NA,"glycosyl hydrolase family 10 protein, putative, expressed"
"99",162,"NsiI.TP614629","Sobic.002G233200","OWA19.36",2,62417756,4.72e-22,0.0294,0.0075,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",62408042,62409044,1003,"+",-9714,8712,37950083,"Sobic.002G233200","Sobic.002G233200.1","Sobic.002G233200.1.p","PF02298","PTHR33021,PTHR33021:SF65","","","","GO:0009055","AT2G32300.1","UCC1","uclacyanin 1","LOC_Os09g29390.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"100",163,"NsiI.TP614629","Sobic.002G233400","OWA19.36",2,62417756,4.72e-22,0.0294,0.0075,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",2,"Chr02",62417242,62418471,1230,"+",-514,-715,37954236,"Sobic.002G233400","Sobic.002G233400.2","Sobic.002G233400.2.p","PF02298","PTHR33021,PTHR33021:SF65","","","","GO:0009055","AT1G72230.1","","Cupredoxin superfamily protein","LOC_Os09g29390.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"101",164,"NsiI.TP614629","Sobic.002G233500","OWA19.36",2,62417756,4.72e-22,0.0294,0.0075,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",62421423,62422382,960,"+",3667,-4626,37952513,"Sobic.002G233500","Sobic.002G233500.1","Sobic.002G233500.1.p","PF02298","PTHR33021,PTHR33021:SF65","","","","GO:0009055","AT2G32300.1","UCC1","uclacyanin 1","LOC_Os09g29390.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"102",165,"NsiI.TP614629","Sobic.002G233300","OWA19.36",2,62417756,4.72e-22,0.0294,0.0075,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr02",62413060,62414511,1452,"+",-4696,3245,37950252,"Sobic.002G233300","Sobic.002G233300.1","Sobic.002G233300.1.p","PF02298","PTHR33021,PTHR33021:SF65","","","","GO:0009055","AT1G72230.1","","Cupredoxin superfamily protein","LOC_Os09g29390.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"103",167,"NsiI.TP624872","Sobic.004G259200","OWA18.9",4,60455775,0.000170373,0.0245,5.1705,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",60460359,60464051,3693,"-",4584,-8276,37933841,"Sobic.004G259200","Sobic.004G259200.1","Sobic.004G259200.1.p","PF00153","PTHR24089,PTHR24089:SF316","KOG0749","","K05863","","AT5G13490.2","AAC2","ADP/ATP carrier 2","LOC_Os02g48720.1",NA,"mitochondrial carrier protein, putative, expressed"
"104",169,"NsiI.TP624872","Sobic.004G259101","OWA18.9",4,60455775,0.000170373,0.0245,5.1705,"OWA18","PS_Y(1)","O102+4322(1)","","FASTmrEMMA(1)","",1,"Chr04",60439416,60456664,17249,"-",-16359,-889,37929485,"Sobic.004G259101","Sobic.004G259101.1","Sobic.004G259101.1.p","PF02115","PTHR10980,PTHR10980:SF18","KOG3205","","","GO:0005737,GO:0005094","AT3G07880.1","SCN1","Immunoglobulin E-set superfamily protein","LOC_Os02g48730.1",NA,"rho GDP-dissociation inhibitor 1, putative, expressed"
"105",170,"NsiI.TP640755","Sobic.002G124832","OWA19.37",2,16850781,0.000110624,0.058035714,7.074583692,"OWA19","PS_Y(1)","O112+3450(1)","FarmCPU(1)","","",1,"Chr02",16858710,16859748,1039,"-",7929,-8967,37954707,"Sobic.002G124832","Sobic.002G124832.1","Sobic.002G124832.1.p","","","","","","","","","","",NA,""
"106",171,"NsiI.TP640755","Sobic.002G124766","OWA19.37",2,16850781,0.000110624,0.058035714,7.074583692,"OWA19","PS_Y(1)","O112+3450(1)","FarmCPU(1)","","",1,"Chr02",16850723,16851559,837,"+",-58,-778,37955236,"Sobic.002G124766","Sobic.002G124766.1","Sobic.002G124766.1.p","","","","","","","","","","",NA,""
"107",172,"NsiI.TP640755","Sobic.002G124700","OWA19.37",2,16850781,0.000110624,0.058035714,7.074583692,"OWA19","PS_Y(1)","O112+3450(1)","FarmCPU(1)","","",1,"Chr02",16844700,16848362,3663,"-",-6081,2419,37954462,"Sobic.002G124700","Sobic.002G124700.1","Sobic.002G124700.1.p","PF00230","PTHR19139,PTHR19139:SF137","KOG0223","","K09872","GO:0016020,GO:0006810,GO:0005215","AT2G37170.1","PIP2;2,PIP2B","plasma membrane intrinsic protein 2","LOC_Os07g26690.1",NA,"aquaporin protein, putative, expressed"
"108",173,"NsiI.TP641200","Sobic.001G040900","OWA18.10",1,3051168,2.34e-05,0.025,35.1614,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","mrMLM(2)","",1,"Chr01",3050241,3051916,1676,"+",-927,-748,37939389,"Sobic.001G040900","Sobic.001G040900.1","Sobic.001G040900.1.p","PF02365","PTHR31719,PTHR31719:SF41","","","","GO:0006355,GO:0003677","AT2G18060.1","ANAC037,VND1","vascular related NAC-domain protein 1","LOC_Os03g59730.1",NA,"No apical meristem protein, putative, expressed"
"109",174,"NsiI.TP641200","Sobic.001G041000","OWA18.10",1,3051168,2.34e-05,0.025,35.1614,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","mrMLM(2)","",1,"Chr01",3053758,3055583,1826,"+",2590,-4415,37938943,"Sobic.001G041000","Sobic.001G041000.1","Sobic.001G041000.1.p","PF00444","PTHR18804,PTHR18804:SF12","KOG4122","","K02919","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT5G20180.1","","Ribosomal protein L36","LOC_Os03g59720.1",NA,"ribosomal protein L36 containing protein, expressed"
"110",175,"NsiI.TP641200","Sobic.001G041100","OWA18.10",1,3051168,2.34e-05,0.025,35.1614,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","mrMLM(2)","",1,"Chr01",3055765,3057351,1587,"-",4597,-6183,37944367,"Sobic.001G041100","Sobic.001G041100.1","Sobic.001G041100.1.p","PF00076","PTHR12785","KOG0114","","K12833","GO:0003676","AT5G12190.1","","RNA-binding (RRM/RBD/RNP motifs) family protein","LOC_Os03g59710.1",NA,"RNA recognition motif containing protein, putative, expressed"
"111",176,"NsiI.TP641200","Sobic.001G041200","OWA18.10",1,3051168,2.34e-05,0.025,35.1614,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","mrMLM(2)","",1,"Chr01",3057449,3061041,3593,"+",6281,-9873,37943856,"Sobic.001G041200","Sobic.001G041200.1","Sobic.001G041200.1.p","PF00160","PTHR11071,PTHR11071:SF58","KOG0879","5.2.1.8","K09567","GO:0006457,GO:0003755,GO:0000413","AT2G38730.1","","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","LOC_Os03g59700.1",NA,"peptidyl-prolyl cis-trans isomerase, putative, expressed"
"112",177,"NsiI.TP641200","Sobic.001G040800","OWA18.10",1,3051168,2.34e-05,0.025,35.1614,"OWA18","PS_N(1);PS_Y(1)","122+35256im(2)","","mrMLM(2)","",1,"Chr01",3040202,3042981,2780,"-",-10966,8187,37941644,"Sobic.001G040800","Sobic.001G040800.1","Sobic.001G040800.1.p","PF09439","PTHR11711,PTHR11711:SF181","KOG0070","","K07937,K07977","","AT1G10630.1","ARFA1F,ATARFA1F","ADP-ribosylation factor A1F","LOC_Os03g59740.3",NA,"ADP-ribosylation factor, putative, expressed"
"113",178,"NsiI.TP671324","Sobic.004G027000","OWA19.38",4,2161341,3.4e-13,0.0147,0,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr04",2156770,2160056,3287,"+",-4571,1285,37932352,"Sobic.004G027000","Sobic.004G027000.1","Sobic.004G027000.1.p","PF03145","PTHR10315,PTHR10315:SF34","KOG3002","6.3.2.19","K04506","GO:0007275,GO:0006511,GO:0005634","AT3G58040.1","SINAT2","seven in absentia of Arabidopsis 2","LOC_Os02g03620.1",NA,"seven in absentia protein family domain containing protein, expressed"
"114",179,"NsiI.TP671324","Sobic.004G026900","OWA19.38",4,2161341,3.4e-13,0.0147,0,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr04",2150777,2154481,3705,"+",-10564,6860,37933985,"Sobic.004G026900","Sobic.004G026900.1","Sobic.004G026900.1.p","PF00179","PTHR24067,PTHR24067:SF105","","6.3.2.19","","","AT2G16920.1","PFU2,UBC23","ubiquitin-conjugating enzyme 23","LOC_Os01g03520.1",NA,"ubiquitin conjugating enzyme protein, putative, expressed"
"115",181,"NsiI.TP671324","Sobic.004G027150","OWA19.38",4,2161341,3.4e-13,0.0147,0,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr04",2166090,2168304,2215,"+",4749,-6963,37933120,"Sobic.004G027150","Sobic.004G027150.1","Sobic.004G027150.1.p","","","","","","","","","","",NA,""
"116",182,"NsiI.TP671324","Sobic.004G027100","OWA19.38",4,2161341,3.4e-13,0.0147,0,"OWA19","PS_N(1)","O102+4322(1)","","FASTmrMLM(1)","",1,"Chr04",2161035,2164714,3680,"-",-306,-3373,37930405,"Sobic.004G027100","Sobic.004G027100.1","Sobic.004G027100.1.p","PF08477","PTHR11711,PTHR11711:SF200","KOG0070","","K07977","GO:0007264,GO:0005525","AT5G17060.1","ARFB1B,ATARFB1B","ADP-ribosylation factor B1B","LOC_Os02g03610.1",NA,"ADP-ribosylation factor, putative, expressed"
"117",183,"NsiI.TP678261","Sobic.008G133000","OWA19.39",8,55967248,4.39e-06,0.0205,0.056,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr08",55966822,55967178,357,"+",-426,70,37926230,"Sobic.008G133000","Sobic.008G133000.1","Sobic.008G133000.1.p","","PTHR34658,PTHR34658:SF1","","","","","AT1G07795.1","","","LOC_Os12g37900.1",NA,"expressed protein"
"118",184,"NsiI.TP678261","Sobic.008G133100","OWA19.39",8,55967248,4.39e-06,0.0205,0.056,"OWA19","PS_N(1)","122+35256im(1)","","pLARmEB(1)","",1,"Chr08",55967541,55971627,4087,"-",293,-4379,37927620,"Sobic.008G133100","Sobic.008G133100.1","Sobic.008G133100.1.p","PF13947,PF07714","PTHR27005,PTHR27005:SF6","KOG1187","2.7.11.1","","GO:0030247,GO:0006468,GO:0004672","AT1G21210.1","WAK4","wall associated kinase 4","LOC_Os02g41500.1",NA,"OsWAK13 - OsWAK receptor-like protein kinase, expressed"
"119",185,"NsiI.TP702393","Sobic.007G131900","OWA18.11",7,54899243,1.12e-05,0.3934,13.9988,"OWA18","PS_Y(2)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr07",54887449,54891358,3910,"-",-11794,7885,37935889,"Sobic.007G131900","Sobic.007G131900.1","Sobic.007G131900.1.p","","PTHR35508,PTHR35508:SF1","","","","","AT5G16550.1","","","LOC_Os08g32980.1",NA,"expressed protein"
"120",187,"NsiI.TP702393","Sobic.007G131950","OWA18.11",7,54899243,1.12e-05,0.3934,13.9988,"OWA18","PS_Y(2)","122+35256im(2)","","FASTmrMLM(1);pLARmEB(1)","",1,"Chr07",54907011,54910266,3256,"-",7768,-11023,37936842,"Sobic.007G131950","Sobic.007G131950.1","Sobic.007G131950.1.p","","","","","","","","","","",NA,""
