"","Nearest.S..bicolor.gene","Chr.a","Positionb","Trialc","Winterd","Miscanthus.SNPe","Pvaluef","Position.relative.to.the.geneg","Arabidopsis.gene","Gene.ontology","Gene.symbol","X.x","X.1","X.2","X.3","X.4","X.5","SB","X.y","Transcript.Name","Chromosome.Name","Description","Organism.Name","Strand","Gene.Start..bp.","Gene.End..bp.","Peptide.Name","PFAM.ID","PFAM.Description","SMART.ID","SMART.Description","Panther.ID","Panther.Description","KOG.ID","KOG.Desctiption","EC.ID","EC.Description","KO.ID","GO.ID","KO.Description","GO.Description","PAC.Transcript.ID","Transcript.Start..bp.","Transcript.End..bp."
"45","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"46","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00219","Tyrosine kinase, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"47","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"48","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"49","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"50","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"51","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"52","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"53","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"54","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"55","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"56","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"57","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"58","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"59","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"60","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"61","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"62","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"63","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00219","Tyrosine kinase, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"64","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"65","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"66","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"67","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"68","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"69","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"70","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"71","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"72","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"73","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"74","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"75","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"76","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"77","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"78","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"79","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"80","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"81","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5524,"","ATP binding",1954821,70350087,70353601
"82","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"83","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00219","Tyrosine kinase, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"84","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"85","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"86","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00069","Protein kinase domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"87","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",4672,"","protein kinase activity",1954821,70350087,70353601
"88","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"89","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF08263","Leucine rich repeat N-terminal domain","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",5515,"","protein binding",1954821,70350087,70353601
"90","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00220","Serine/Threonine protein kinases, catalytic domain","PTHR24420","FAMILY NOT NAMED","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
"91","Sobic.001G506100",1,"77 425 506","NEF 2012","2","UIMiscanthus111533","2.84E‐116","3,342 bp ‐> 5' UTR","AT4G28650","Leucine‐rich repeat transmembrane protein kinase","",NA,"",NA,NA,NA,"","Sb01g047250","","Sb01g047250.1","chromosome_1","similar to Os03g0145000 protein","Sbicolor_v1.0",1,70350087,70353601,"1954821_peptide","PF00560","Leucine Rich Repeat","SM00369","Leucine-rich repeats, typical (most populated) subfamily","PTHR24420:SF883","","KOG1187","Serine/threonine protein kinase","","","",6468,"","protein amino acid phosphorylation",1954821,70350087,70353601
