TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532560105	AT1G55490	AT1G55490.3	protein_coding	encodes the beta subunit of the chloroplast chaperonin 60, a homologue of bacterial GroEL. Mutants in this gene develops lesions on its leaves, expresses systemic acquired resistance (SAR) and develops accelerated cell death to heat shock stress. The protein has molecular chaperone activity for suppressing protein aggregation in vitro.	CHAPERONIN 60 BETA; CHAPERONIN-60BETA1; CPN60B; CPN60BETA1; CPNB1; LEN1; LESION INITIATION 1	 chloroplast, 'de novo' protein folding, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, NOT cytosol, apoplast, carpel, cauline leaf, cell death, chaperone cofactor-dependent protein refolding, chloroplast, chloroplast envelope, chloroplast stroma, collective leaf structure, cotyledon, cultured plant cell, cytosol, cytosolic ribosome, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein binding, protein folding, protein import into mitochondrial intermembrane space, protein refolding, response to cold, root, rosette leaf, seed, seed development stage, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, stromule, systemic acquired resistance, trichome, unfolded protein binding, vascular leaf, vascular leaf senescent stage	true
Gene:6532550313	AT1G05200	AT1G05200.4	protein_coding	Encodes a putative glutamate receptor GLR3 with dual localization in plastid and plasma membrane.		 extracellular region, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellular response to abscisic acid stimulus, calcium channel activity, calcium ion transport, calcium-mediated signaling, carpel, cauline leaf, cellular calcium ion homeostasis, cellular response to acetate, cellular response to amino acid stimulus, cellular response to cold, cellular response to mechanical stimulus, chloroplast, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, glutamate receptor activity, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, intracellular ligand-gated ion channel activity, ion transmembrane transport, leaf apex, leaf lamina base, ligand-gated ion channel activity, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, protein binding, response to light stimulus, response to wounding, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:6532561387	AT5G58782	AT5G58782.2	protein_coding	Undecaprenyl pyrophosphate synthetase family protein;(source:Araport11)		 chloroplast stroma, dehydrodolichyl diphosphate synthase activity, dolichol biosynthetic process, endoplasmic reticulum membrane, flower pedicel, flowering stage, integral component of membrane, plant embryo, plant embryo globular stage, plant ovule, plastid membrane organization, polyprenol biosynthetic process, polyprenyltransferase activity, protein glycosylation, response to cold, sepal	true
Gene:6532562649	AT4G36020	AT4G36020.3	protein_coding	Encodes a cold shock domain protein. Involved in cold acclimation by blocking the secondary structure of mRNA which in turn facilitates translation at cold temperature.		 DNA duplex unwinding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, RNA binding, RNA secondary structure unwinding, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, double-stranded DNA binding, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, response to cold, response to salt stress, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, vascular leaf, vascular leaf senescent stage, zinc ion binding	true
Gene:2015060	AT1G22190	AT1G22190.1	protein_coding	The gene encodes a putative transcription factor belongings to the abiotic stress-associated DREB A-6 clade. The mRNA is cell-to-cell mobile.	RAP2.4; RELATED TO AP2 4; WIND2	 nucleus, DNA binding, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cotyledon, ethylene-activated signaling pathway, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, protein binding, regulation of transcription, DNA-templated, response to cold, response to osmotic stress, response to water deprivation, root, seed, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage	true
Gene:2017693	AT1G22890	AT1G22890.1	protein_coding	Secreted peptide which functions in plant growth and pathogen defense.	STMP2	 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, collective leaf structure, cotyledon, defense response, defense response to bacterium, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mitochondrion, molecular function unknown, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo globular stage, plasma membrane, response to cold, response to salt stress, response to water deprivation, root, rosette leaf, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2025564	AT1G08810	AT1G08810.1	protein_coding	putative transcription factor of the R2R3-MYB gene family. Transcript increases under conditions that promote stomatal opening (white and blue light, abi1-1 mutation) and decreases under conditions that trigger stomatal closure (ABA, desiccation, darkness), with the exception of elevated CO2. Expressed exclusively in guard cells of all tissues. It is required for light-induced opening of stomata. Mutant shows reduced stomatal aperture which helps to limit water loss during drought.	ATMYB60; MYB DOMAIN PROTEIN 60; MYB60	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, cauline leaf, cell differentiation, collective leaf structure, cotyledon, flower, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, negative regulation of response to water deprivation, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo globular stage, pollen, response to UV, response to abscisic acid, response to absence of light, response to auxin, response to blue light, response to cold, response to ethylene, response to gibberellin, response to jasmonic acid, response to light stimulus, response to salicylic acid, response to salt, response to sucrose, response to water deprivation, sepal, sequence-specific DNA binding, shoot apex, shoot system, stamen, stem, stomatal movement, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage	true
Gene:2035768	AT1G14140	AT1G14140.1	protein_coding	Mitochondrial substrate carrier family protein;(source:Araport11)	UCP3; UNCOUPLING PROTEIN 3	 mitochondrion, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrial inner membrane, mitochondrial transport, mitochondrion, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, response to cold, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2095202	AT3G23700	AT3G23700.1	protein_coding	Encodes a chloroplast-localized S1 domain-containing protein with RNA chaperone activity that affects the splicing and processing of chloroplast transcripts and plays a role in Arabidopsis seedling growth in the presence of ABA.	S1 RNA-BINDING RIBOSOMAL PROTEIN 1; SRRP1	 chloroplast, chloroplast stroma, nucleus, vascular leaf, DNA duplex unwinding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, RNA folding, carpel, cauline leaf, chloroplast, chloroplast stroma, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, maturation of 5S rRNA, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to abscisic acid, response to cold, root, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2088079	AT3G23610	AT3G23610.1	protein_coding	Encodes a dual specificity protein phosphatase whose activity is modulated by CaM binding.	DSPTP1; DUAL SPECIFICITY PROTEIN PHOSPHATASE 1	 chloroplast, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cellular response to cold, NOT cellular response to heat, NOT cellular response to salt stress, NOT response to wounding, calmodulin binding, carpel, cauline leaf, chloroplast, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, pollen tube cell, protein dephosphorylation, protein tyrosine phosphatase activity, protein tyrosine/serine/threonine phosphatase activity, root, seed, sepal, shoot apex, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2132307	AT4G02520	AT4G02520.1	protein_coding	Encodes glutathione transferase belonging to the phi class of GSTs. Naming convention according to Wagner et al. (2002).  The expression of this gene is upregulated by herbicide safeners such as benoxacor and fenclorim.	ATGSTF2; ATPM24; ATPM24.1; GLUTATHIONE S-TRANSFERASE PHI 2; GST2; GSTF2	 chloroplast, chloroplast stroma, cytosol, plasma membrane, plasmodesma, vacuole, response to cadmium ion, apoplast, defense response to bacterium, glutathione binding, cotyledon, root, vascular leaf, cultured plant cell, seedling development stage, NOT seedling development stage, apoplast, auxin-activated signaling pathway, camalexin binding, chloroplast, chloroplast stroma, cotyledon, cultured plant cell, cytoplasm, cytosol, defense response to bacterium, defense response to fungus, endoplasmic reticulum, glutathione binding, glutathione metabolic process, glutathione transferase activity, guard cell, intracellular membrane-bounded organelle, oxidation-reduction process, peroxidase activity, phloem, plasma membrane, plasmodesma, quercitrin binding, response to cadmium ion, response to cold, response to zinc ion, root, rosette leaf, seedling development stage, toxin catabolic process, vacuole, vascular leaf	true
Gene:2134876	AT4G04330	AT4G04330.1	protein_coding	Encodes a chloroplast thylakoid localized RbcX protein that acts as a chaperone in the folding of Rubisco.	ATRBCX1; HOMOLOGUE OF CYANOBACTERIAL RBCX 1; RBCX1	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chaperone-mediated protein folding, chloroplast thylakoid, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, protein folding chaperone, response to cold, response to salt stress, response to water deprivation, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2178802	AT5G58670	AT5G58670.1	protein_coding	phosphatidylinositol-specific phospholipase C is induced to a significant extent under various environmental stresses, such as dehydration, salinity, and low temperature. May play a role in secondary ABA response.  There are two genes called ATPLC1, one corresponding to AT4g38530 and one corresponding ot AT5g58670 (this one).	ARABIDOPSIS THALIANA PHOSPHOLIPASE C; ATPLC; ATPLC1; PHOSPHOLIPASE C 1; PHOSPHOLIPASE C1; PLC1	 nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid-activated signaling pathway, cauline leaf, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid catabolic process, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, phosphatidylinositol phospholipase C activity, phosphatidylinositol-mediated signaling, phospholipase C activity, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plasma membrane, pollen, release of sequestered calcium ion into cytosol, response to abscisic acid, response to cold, response to salt stress, response to water deprivation, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2181832	AT5G02500	AT5G02500.1	protein_coding	encodes a member of heat shock protein 70 family.	ARABIDOPSIS THALIANA HEAT SHOCK COGNATE PROTEIN 70-1; AT-HSC70-1; ATHSP70-1; HEAT SHOCK COGNATE PROTEIN 70; HEAT SHOCK COGNATE PROTEIN 70-1; HEAT SHOCK PROTEIN 70-1; HSC70; HSC70-1; HSP70-1	 Golgi apparatus, cell wall, chloroplast, cytosol, nucleolus, nucleus, plasma membrane, plasmodesma, vacuolar membrane, response to cadmium ion, apoplast, fruit, seed, vascular leaf, juvenile vascular leaf, cultured plant cell, seedling development stage, cytosolic ribosome, ATP binding, ATPase activity, ATPase activity, coupled, Golgi apparatus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cytosol, apoplast, carpel, cauline leaf, cell wall, cellular response to heat, cellular response to unfolded protein, chaperone cofactor-dependent protein refolding, chloroplast, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, cytosolic ribosome, defense response to bacterium, defense response to fungus, defense response to other organism, flower, flower pedicel, flowering stage, fruit, guard cell, heat shock protein binding, hypocotyl, inflorescence meristem, juvenile vascular leaf, leaf apex, leaf lamina base, mature plant embryo stage, misfolded protein binding, negative regulation of seed germination, nucleolus, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, pollen, pollen tube cell, protease binding, protein binding, protein folding, protein folding chaperone, protein refolding, response to cadmium ion, response to cold, response to heat, response to unfolded protein, response to virus, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, stomatal closure, trichome, unfolded protein binding, vacuolar membrane, vascular leaf, vascular leaf senescent stage	true
Gene:2207144	AT1G05140	AT1G05140.1	protein_coding	Peptidase M50 family protein;(source:Araport11)		 chloroplast, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, chloroplast, chloroplast inner membrane, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, leaf apex, leaf lamina base, mature plant embryo stage, metal ion binding, metalloendopeptidase activity, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, proteolysis, response to cold, root, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:2207164	AT1G05200	AT1G05200.1	protein_coding	Encodes a putative glutamate receptor GLR3 with dual localization in plastid and plasma membrane.	ATGLR3.4; GLR3.4; GLUR3; GLUTAMATE RECEPTOR 3.4	 LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT cellular response to abscisic acid stimulus, calcium channel activity, calcium ion transport, calcium-mediated signaling, carpel, cauline leaf, cellular calcium ion homeostasis, cellular response to acetate, cellular response to amino acid stimulus, cellular response to cold, cellular response to mechanical stimulus, chloroplast, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, glutamate receptor activity, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, intracellular ligand-gated ion channel activity, ion transmembrane transport, leaf apex, leaf lamina base, ligand-gated ion channel activity, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, protein binding, response to light stimulus, response to wounding, seed, sepal, shoot apex, shoot system, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:3698104	AT3G02130	AT3G02130.1	protein_coding	Encodes a receptor-like kinase RPK2 (also known as TOADSTOOL 2/TOAD2).  Functions as a regulator of meristem maintenance.  Mutants are insensitive to synthetic CLV3 peptide.  Mutations in the RPK2 also result in stem cell expansion and increased number of floral organs, as seen in the other clv mutants. Forms homo-oligomers.	CLI1; CLV3 PEPTIDE INSENSITIVE 1; RECEPTOR-LIKE PROTEIN KINASE 2; RPK2; TOAD2; TOADSTOOL 2	 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, anther, anther development, anther wall tapetum, axillary bud, carpel, cauline leaf, collective leaf structure, cotyledon, embryonic meristem development, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, kinase activity, leaf apex, leaf intercalary meristem, leaf lamina base, lignin metabolic process, longitudinal axis specification, mature plant embryo stage, meristem maintenance, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen germination, pollen maturation, protein binding, protein phosphorylation, protein serine/threonine kinase activity, radial axis specification, response to cold, response to water deprivation, root, root tip, seed, sepal, shoot apex, shoot system, stamen, stem, trichome, vascular leaf, vascular leaf senescent stage	false
Gene:3706515	AT4G25480	AT4G25480.1	protein_coding	Encodes a member of the DREB subfamily A-1 of ERF/AP2 transcription factor family (CBF3). The protein contains one AP2 domain. There are six members in this subfamily, including CBF1, CBF2, and CBF3. This gene is involved in response to low temperature and abscisic acid.	ATCBF3; C-REPEAT BINDING FACTOR  3; CBF3; DEHYDRATION RESPONSE ELEMENT B1A; DREB1A	 nucleus, DNA-binding transcription factor activity, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, flower, flower pedicel, flowering stage, fruit, guard cell, gynoecium, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, positive regulation of gene expression, protein binding, proximal promoter sequence-specific DNA binding, regulation of transcription, DNA-templated, response to cold, response to water deprivation, root, seed, sepal, shoot apex, stamen, stem, transcription regulatory region DNA binding, vascular leaf, vascular leaf senescent stage	true
Gene:1005714251	AT4G13850	AT4G13850.2	protein_coding	Encodes a glycine-rich RNA-binding protein. Gene expression is induced by cold.	ATGRP2; GLYCINE RICH PROTEIN 2; GLYCINE-RICH RNA-BINDING PROTEIN 2; GR-RBP2; GRP2; RBGA5; RNA-BINDING GLYCINE-RICH PROTEIN A5	 Golgi apparatus, mitochondrion, ATP binding, fruit, cotyledon, vascular leaf, seedling development stage, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, RNA binding, carpel, cauline leaf, cold acclimation, collective leaf structure, copper ion binding, cotyledon, cytosol, double-stranded DNA binding, flower, flower pedicel, flowering stage, fruit, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mRNA processing, mature plant embryo stage, misfolded RNA binding, mitochondrion, negative regulation of DNA-templated transcription, termination, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to cold, response to osmotic stress, response to salt stress, response to water deprivation, ribonucleoprotein complex, root, rosette leaf, seed, seed germination, seed germination stage, seedling development stage, sepal, shoot apex, shoot system, single-stranded DNA binding, stamen, stem, vascular leaf, vascular leaf senescent stage	true
Gene:1005714680	AT3G07020	AT3G07020.2	protein_coding	encodes a 3beta-hydroxy sterol UDP-glucosyltransferase. ugt80a2 mutant plants have reduced steryl glycoside and acyl steryl glycoside levels and reduced seed size. ugt80a2/b1 double mutants have normal levels of celluose and normal cold stress tolerance.	SGT; STEROL GLUCOSYLTRANSFERASE; UDP-GLUCOSYL TRANSFERASE 80A2; UGT80A2	 plasma membrane, vascular leaf, cultured plant cell, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, NOT cellulose biosynthetic process, NOT cold acclimation, beta-sitosterol UDP-glucosyltransferase activity, brassicasterol glucosyltransferase activity, carpel, cauline leaf, cholesterol allpha-glucosyltransferase activity, collective leaf structure, cotyledon, cultured plant cell, cytosol, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, lipid glycosylation, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, pollen tube cell, root, rosette leaf, seed, seed development, sepal, shoot apex, shoot system, soladodine glucosyltransferase activity, stamen, stem, sterol 3-beta-glucosyltransferase activity, sterol biosynthetic process, sterol metabolic process, transferase activity, transferring glycosyl groups, vascular leaf, vascular leaf senescent stage	true
Gene:6532545959	AT5G38480	AT5G38480.3	protein_coding	general regulatory factor, a 14-3-3 gene		 cytoplasm, ATP binding, Golgi apparatus, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, carpel, cauline leaf, cell wall, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to potassium ion starvation, chloroplast, cold acclimation, collective leaf structure, cotyledon, cultured plant cell, cytoplasm, cytosol, ethylene-activated signaling pathway, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, plastid, pollen, pollen tube cell, protein binding, protein domain specific binding, protein phosphorylated amino acid binding, regulation of metabolic process, response to cold, response to freezing, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, stamen, stem, vacuole, vascular leaf, vascular leaf senescent stage	true
Gene:6532554915	AT1G20620	AT1G20620.6	protein_coding	Catalase, catalyzes the breakdown of hydrogen peroxide (H2O2) into water and oxygen.The mRNA is cell-to-cell mobile.It is a target for SUMOlaytion (PMID: 21413927),		 L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, M germinated pollen stage, apoplast, carpel, catalase activity, cauline leaf, cell wall, cell-to-cell mobile RNA, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to sulfate starvation, chloroplast, chloroplast envelope, chloroplast stroma, cobalt ion binding, collective leaf structure, cotyledon, cultured plant cell, cytosol, cytosolic ribosome, flower, flower pedicel, flowering stage, guard cell, heme binding, hydrogen peroxide catabolic process, hypocotyl, inflorescence, inflorescence meristem, leaf apex, leaf lamina base, mRNA binding, mature plant embryo stage, mitochondrion, nucleus, oxidation-reduction process, peroxisome, petal, petal differentiation and expansion stage, petiole, phloem, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, pollen, pollen tube cell, protein binding, response to cadmium ion, response to cold, response to hydrogen peroxide, response to light stimulus, root, rosette leaf, seed, seedling development stage, sepal, shoot apex, shoot system, sporophyte senescent stage, stamen, stem, vacuole, vascular bundle, vascular leaf, vascular leaf senescent stage	true
Gene:6532563145	AT5G58940	AT5G58940.4	protein_coding	Arabidopsis thaliana calmodulin-binding receptor-like kinase mRNAThe mRNA is cell-to-cell mobile.		 nucleus, ATP binding, LP.04 four leaves visible stage, LP.06 six leaves visible stage, calmodulin binding, calmodulin-dependent protein kinase activity, cauline leaf, cell-to-cell mobile RNA, collective leaf structure, cytoplasm, flowering stage, guard cell, nucleus, protein phosphorylation, protein serine/threonine kinase activity, response to abscisic acid, response to cold, response to hydrogen peroxide, response to salt stress, root, sepal, stamen, stem, vascular leaf	true
Gene:2034375	AT1G20440	AT1G20440.1	protein_coding	Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments. Cold regulated gene, amino acid sequence homology with Group II LEA (late  embryogenesis abundant) proteins. Also responds to osmotic stress, ABA, dehydration and inhibits e.coli growth while overexpressed. COR47 and RAB18 double overexpressor plants are cold tolerant. Regulated by heat shock.	ATCOR47; COLD-REGULATED 47; COR47; RD17	 Golgi apparatus, cytosol, nucleus, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, NOT Golgi apparatus, carpel, cauline leaf, cold acclimation, collective leaf structure, cotyledon, cytosol, defense response to fungus, flower, flower pedicel, flowering stage, guard cell, heat acclimation, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, membrane, molecular function unknown, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, pollen, response to abscisic acid, response to cold, response to heat, response to osmotic stress, response to water deprivation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, stem, trichome, vascular leaf, vascular leaf senescent stage	true
