"","X.2","X","SNP","Chromosome","Position","P.value","MAF","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE","X.1","Method2","QTN.effect","LOD.score","Genotype..for.code.1","Var_Error","Var_phen..total.","P.value.1","MAF.1","PVE.1"
"5644",5644,7806,"PstI.TP522635",11,3904,0.000165297673282501,0.235849056603774,96,NA,NA,0.0275503422633444,NA,0.03,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",6.10139185173219,4673,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.2358",6.1
"5645",5645,7798,"PstI.TP606496",3,62018965,3.04162218997256e-05,0.0990566037735849,96,NA,NA,0.00835517901496837,NA,0.008,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",10.0361316094496,4674,"SUPER",NA,NA,NA,NA,NA,3e-05,"0.0991",10
"5646",5646,7803,"PstI.TP677046",7,54092854,0.000114259210338685,0.117924528301887,96,NA,NA,0.0227947124625677,NA,0.02,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",9.14540147139793,4675,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.1179",9.15
"5647",5647,7808,"PstI.TP709133",4,64107407,0.000201486463146315,0.0849056603773585,96,NA,NA,0.0294690031370082,NA,0.03,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",6.24155170176343,4676,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.0849",6.24
"5648",5648,7813,"PstI.TP715461",3,20004205,0.000244829598893215,0.19811320754717,96,NA,NA,0.0300575415256593,NA,0.03,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",5.6100184403118,4677,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.1981",5.61
"5649",5649,7807,"PstI.TP727705",4,2828636,0.000172621192126218,0.212264150943396,96,NA,NA,0.0275503422633444,NA,0.03,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",2.26381537967775,4678,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.2123",2.26
"5650",5650,7797,"PstI.TP732464",3,74132330,2.85504674156874e-05,0.297169811320755,96,NA,NA,0.00835517901496837,NA,0.008,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",13.1824606693439,4679,"SUPER",NA,NA,NA,NA,NA,3e-05,"0.2972",13.2
"5651",5651,7802,"PstI.TP894259",1,58263461,0.000108427661988152,0.108490566037736,96,NA,NA,0.0227947124625677,NA,0.02,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",5.15351140868194,4680,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.1085",5.15
"5652",5652,7800,"PstI.TP90936",11,768,5.96130005845212e-05,0.0660377358490566,96,NA,NA,0.0146372844512147,NA,0.01,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",13.2606913825187,4681,"SUPER",NA,NA,NA,NA,NA,6e-05,"0.0660",13.3
"5653",5653,7790,"PstI.TP931840",6,60969038,1.28233522853852e-06,0.155660377358491,96,NA,NA,0.00136440468316498,NA,0.001,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",12.0976184169344,4682,"SUPER",NA,NA,NA,NA,NA,1e-06,"0.1557",12.1
"5654",5654,7805,"PstI.TP966260",1,65795867,0.000150155240572242,0.278301886792453,96,NA,NA,0.0266275293281442,NA,0.03,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",5.46532656409577,4683,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.2783",5.47
"5655",5655,7804,"PstI.TP993409",4,52708520,0.00014190147996175,0.0660377358490566,96,NA,NA,0.0266275293281442,NA,0.03,"O106+4834","PS_Y","GAPIT","CMLM+SUPER","OWA",7.05489359232618,4684,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0660",7.05
"5656",5656,7837,"NsiI.TP115192",7,58481149,0.000161518965927529,0.0991379310344828,106,NA,NA,0.0243714173032871,NA,0.02,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",1.49604141120478,4685,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.0991",1.5
"5657",5657,7826,"NsiI.TP165213",4,51172928,3.06936456010363e-06,0.125,106,NA,NA,0.00119091344932021,NA,0.001,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",14.2805678970849,4686,"SUPER",NA,NA,NA,NA,NA,3e-06,"0.1250",14.3
"5658",5658,7839,"NsiI.TP266103",6,38025469,0.000273295763947488,0.405172413793103,106,NA,NA,0.0371135647440688,NA,0.04,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",1.82757629026685,4687,"SUPER",NA,NA,NA,NA,NA,3e-04,"0.4052",1.83
"5659",5659,7822,"NsiI.TP267317",1,63808055,2.54738100735946e-07,0.456896551724138,106,NA,NA,0.000200881180804879,NA,2e-04,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",12.743384009909,4688,"SUPER",NA,NA,NA,NA,NA,3e-07,"0.4569",12.7
"5660",5660,7820,"NsiI.TP403662",1,3957731,1.04755079303931e-11,0.116379310344828,106,NA,NA,2.84514795389477e-08,NA,3e-08,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",15.2638951673178,4689,"SUPER",NA,NA,NA,NA,NA,1e-11,"0.1164",15.3
"5661",5661,7840,"NsiI.TP559086",1,77166683,0.000305871190143373,0.168103448275862,106,NA,NA,0.0395593405918762,NA,0.04,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",0.106363087060374,4690,"SUPER",NA,NA,NA,NA,NA,3e-04,"0.1681",0.106
"5662",5662,7833,"NsiI.TP611047",1,185165,5.17052699926286e-05,0.0603448275862069,106,NA,NA,0.00983815790561497,NA,0.01,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",5.09543221611192,4691,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.0603",5.1
"5663",5663,7829,"NsiI.TP742769",2,64965783,1.79356492770347e-05,0.172413793103448,106,NA,NA,0.00487132234364262,NA,0.005,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",3.61187140817343,4692,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.1724",3.61
"5664",5664,7834,"PstI.TP1022791",6,56560248,5.43344508778441e-05,0.142241379310345,106,NA,NA,0.00983815790561497,NA,0.01,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",8.34759102051894,4693,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.1422",8.35
"5665",5665,7830,"PstI.TP1277536",2,23996480,3.3663005922551e-05,0.0818965517241379,106,NA,NA,0.00831170218960442,NA,0.008,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",4.759236298336,4694,"SUPER",NA,NA,NA,NA,NA,3e-05,"0.0819",4.76
"5666",5666,7828,"PstI.TP167190",7,62053736,7.14688227202143e-06,0.0689655172413793,106,NA,NA,0.00215677025009002,NA,0.002,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",3.69802244919526,4695,"SUPER",NA,NA,NA,NA,NA,7e-06,"0.0690",3.7
"5667",5667,7823,"PstI.TP242731",3,28459042,3.12444219689596e-07,0.0948275862068966,106,NA,NA,0.000200881180804879,NA,2e-04,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",11.433990415264,4696,"SUPER",NA,NA,NA,NA,NA,3e-07,"0.0948",11.4
"5668",5668,7825,"PstI.TP285571",3,56007559,4.4377285892094e-07,0.0948275862068966,106,NA,NA,0.000200881180804879,NA,2e-04,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",12.8884916536856,4697,"SUPER",NA,NA,NA,NA,NA,4e-07,"0.0948",12.9
"5669",5669,7821,"PstI.TP461927",1,9014162,1.15888974048249e-08,0.129310344827586,106,NA,NA,1.57377226757522e-05,NA,2e-05,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",12.8137768859085,4698,"SUPER",NA,NA,NA,NA,NA,1e-08,"0.1293",12.8
"5670",5670,7832,"PstI.TP525810",11,3923,4.94367692226603e-05,0.133620689655172,106,NA,NA,0.00983815790561497,NA,0.01,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",12.3507644858402,4699,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.1336",12.4
"5671",5671,7838,"PstI.TP550208",2,65391016,0.000183797004448056,0.0948275862068966,106,NA,NA,0.0262732981095221,NA,0.03,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",1.46931456577805,4700,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.0948",1.47
"5672",5672,7836,"PstI.TP677046",7,54092854,0.000103396714480549,0.120689655172414,106,NA,NA,0.0165191456781866,NA,0.02,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",7.93486544921532,4701,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.1207",7.93
"5673",5673,7831,"PstI.TP727705",4,2828636,4.23986034527821e-05,0.219827586206897,106,NA,NA,0.00959621724814634,NA,0.01,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",3.44719052368686,4702,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.2198",3.45
"5674",5674,7835,"PstI.TP778721",2,72456067,0.000103128383993236,0.0689655172413793,106,NA,NA,0.0165191456781866,NA,0.02,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",10.3800413911828,4703,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0690",10.4
"5675",5675,7824,"PstI.TP897375",11,6255,3.71387518172108e-07,0.0775862068965517,106,NA,NA,0.000200881180804879,NA,2e-04,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",11.2579726712311,4704,"SUPER",NA,NA,NA,NA,NA,4e-07,"0.0776",11.3
"5676",5676,7827,"PstI.TP931840",6,60969038,4.4631157739526e-06,0.150862068965517,106,NA,NA,0.00151522780525691,NA,0.002,"O116+4232","PS_Y","GAPIT","CMLM+SUPER","OWA",9.80550745848831,4705,"SUPER",NA,NA,NA,NA,NA,4e-06,"0.1509",9.81
"5677",5677,7851,"NsiI.TP165213",4,51172928,4.58396345208191e-05,0.119047619047619,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",11.9277036817996,4706,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.1190",11.9
"5678",5678,7861,"NsiI.TP267317",1,63808055,0.000263554750377046,0.44047619047619,116,NA,NA,0.043411232454962,NA,0.04,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",8.96908034238554,4707,"SUPER",NA,NA,NA,NA,NA,3e-04,"0.4405",8.97
"5679",5679,7856,"NsiI.TP403662",1,3957731,8.96105801817481e-05,0.111111111111111,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",12.8443023096365,4708,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.1111",12.8
"5680",5680,7857,"NsiI.TP440500",9,59299455,9.19162245399154e-05,0.0714285714285714,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",10.597225920475,4709,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.0714",10.6
"5681",5681,7852,"NsiI.TP570294",11,16176,4.859102670264e-05,0.0793650793650794,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",5.35433514357119,4710,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.0794",5.35
"5682",5682,7858,"NsiI.TP83928",6,48792860,0.000114674337484296,0.26984126984127,116,NA,NA,0.0240399111126169,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",5.74196131189973,4711,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.2698",5.74
"5683",5683,7860,"PstI.TP1200707",4,58878410,0.000150279135263416,0.0674603174603174,116,NA,NA,0.0266572066090336,NA,0.03,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",5.34923831107431,4712,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.0675",5.35
"5684",5684,7859,"PstI.TP1277536",2,23996480,0.00013824724038393,0.0753968253968254,116,NA,NA,0.0265665113604451,NA,0.03,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",4.35790709710362,4713,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0754",4.36
"5685",5685,7855,"PstI.TP242731",3,28459042,8.95796524114492e-05,0.0873015873015873,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",10.5013604265616,4714,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.0873",10.5
"5686",5686,7848,"PstI.TP461927",1,9014162,1.03977419587018e-07,0.123015873015873,116,NA,NA,0.000239771929567664,NA,2e-04,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",12.3466347905904,4715,"SUPER",NA,NA,NA,NA,NA,1e-07,"0.1230",12.3
"5687",5687,7854,"PstI.TP522635",11,3904,6.51635077220603e-05,0.234126984126984,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",5.28933881739141,4716,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.2341",5.29
"5688",5688,7850,"PstI.TP709133",4,64107407,3.5843553988782e-05,0.0753968253968254,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",6.10274181525364,4717,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.0754",6.1
"5689",5689,7853,"PstI.TP773027",3,16863797,5.66056753244349e-05,0.337301587301587,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",2.68715165240037,4718,"SUPER",NA,NA,NA,NA,NA,6e-05,"0.3373",2.69
"5690",5690,7849,"PstI.TP90936",11,768,2.40860268621168e-05,0.0674603174603174,116,NA,NA,0.0211958813789045,NA,0.02,"O126+3659","PS_Y","GAPIT","CMLM+SUPER","OWA",10.042036083077,4719,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.0675",10
"5691",5691,7878,"NsiI.TP403662",1,3957731,4.80785707230304e-06,0.103703703703704,125,NA,NA,0.0028526618628998,NA,0.003,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",9.83019187194787,4720,"SUPER",NA,NA,NA,NA,NA,5e-06,"0.1037",9.83
"5692",5692,7883,"NsiI.TP440500",9,59299455,5.21160749654507e-05,0.0740740740740741,125,NA,NA,0.0115958266798128,NA,0.01,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",9.50553506108539,4721,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.0741",9.51
"5693",5693,7880,"NsiI.TP570294",11,16176,2.62750332679678e-05,0.0777777777777777,125,NA,NA,0.00935391184339653,NA,0.009,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",5.65047001582572,4722,"SUPER",NA,NA,NA,NA,NA,3e-05,"0.0778",5.65
"5694",5694,7889,"NsiI.TP688992",4,66776482,0.000249621705390179,0.0851851851851851,125,NA,NA,0.0317376168281799,NA,0.03,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",5.68923229711746,4723,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.0852",5.69
"5695",5695,7887,"NsiI.TP70557",7,59141689,0.00019077859992678,0.0518518518518518,125,NA,NA,0.0282988256558057,NA,0.03,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",1.56776882801866,4724,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.0519",1.57
"5696",5696,7891,"PstI.TP1000572",4,59072057,0.000441320902653893,0.0703703703703704,125,NA,NA,0.0483551026184222,NA,0.05,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",3.97607239291002,4725,"SUPER",NA,NA,NA,NA,NA,4e-04,"0.0704",3.98
"5697",5697,7890,"PstI.TP103806",11,849,0.000395467892215499,0.411111111111111,125,NA,NA,0.0469288565429058,NA,0.05,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",8.02323690851673,4726,"SUPER",NA,NA,NA,NA,NA,4e-04,"0.4111",8.02
"5698",5698,7881,"PstI.TP1277536",2,23996480,4.24988813093129e-05,0.0777777777777777,125,NA,NA,0.0115958266798128,NA,0.01,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",3.07442672735108,4727,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.0778",3.07
"5699",5699,7884,"PstI.TP349556",9,56207028,6.46883056283514e-05,0.0703703703703704,125,NA,NA,0.0127939093353851,NA,0.01,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",4.26896158167391,4728,"SUPER",NA,NA,NA,NA,NA,6e-05,"0.0704",4.27
"5700",5700,7886,"PstI.TP452364",1,70416615,0.000182267532819452,0.0518518518518518,125,NA,NA,0.0282988256558057,NA,0.03,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",6.82293321967848,4729,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.0519",6.82
"5701",5701,7877,"PstI.TP461927",1,9014162,4.3833414341088e-06,0.118518518518518,125,NA,NA,0.0028526618628998,NA,0.003,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",10.1948346428134,4730,"SUPER",NA,NA,NA,NA,NA,4e-06,"0.1185",10.2
"5702",5702,7882,"PstI.TP522635",11,3904,4.72898972228716e-05,0.225925925925926,125,NA,NA,0.0115958266798128,NA,0.01,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",4.27073289000633,4731,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.2259",4.27
"5703",5703,7885,"PstI.TP715604",4,64992446,0.000106732425137286,0.0777777777777777,125,NA,NA,0.0189983716744369,NA,0.02,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",3.51439147355522,4732,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0778",3.51
"5704",5704,7888,"PstI.TP773027",3,16863797,0.000216996518300385,0.340740740740741,125,NA,NA,0.0297118309672835,NA,0.03,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",3.39653871113046,4733,"SUPER",NA,NA,NA,NA,NA,2e-04,"0.3407",3.4
"5705",5705,7879,"PstI.TP857720",4,67675201,6.59041838499499e-06,0.0703703703703704,125,NA,NA,0.00293273618132277,NA,0.003,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",4.82100790647617,4734,"SUPER",NA,NA,NA,NA,NA,7e-06,"0.0704",4.82
"5706",5706,7892,"PstI.TP897375",11,6255,0.00046181839579392,0.0666666666666667,125,NA,NA,0.0483551026184222,NA,0.05,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",8.03791840922628,4735,"SUPER",NA,NA,NA,NA,NA,5e-04,"0.0667",8.04
"5707",5707,7876,"PstI.TP90936",11,768,5.52295814151659e-07,0.0703703703703704,125,NA,NA,0.000983086549189954,NA,0.001,"O135+2855","PS_Y","GAPIT","CMLM+SUPER","OWA",11.3411598371325,4736,"SUPER",NA,NA,NA,NA,NA,6e-07,"0.0704",11.3
"5712",5712,2985,"GFSSContig14210_1233",3,63619163,1.6222575975455e-06,0.118491999206797,132,NA,NA,0.010420814727627,NA,0.01,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0951395945699839,4741,"SUPER",NA,NA,NA,NA,NA,2e-06,"0.1185",0.0951
"5744",5744,2994,"NsiI.TP106048",11,10256,1.07878668116574e-05,0.437789010846041,132,NA,NA,0.0188887714119258,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.0450263784301,4773,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.4378",1.05
"5822",5822,3013,"NsiI.TP135090",11,10635,4.34478847324154e-05,0.208909040366181,132,NA,NA,0.0338850520632371,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.470501079042966,4851,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.2089",0.471
"5839",5839,3021,"NsiI.TP138963",7,53280749,5.63940167734289e-05,0.259918734805094,132,NA,NA,0.0369860159008533,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.00279465757028553,4868,"SUPER",NA,NA,NA,NA,NA,6e-05,"0.2599",0.00279
"5859",5859,2997,"NsiI.TP148994",4,66874533,1.15201777308383e-05,0.220202724729946,132,NA,NA,0.0188887714119258,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.12692635926417,4888,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.2202",1.13
"5933",5933,2992,"NsiI.TP183850",11,11176,8.34531171897561e-06,0.0537890361938304,132,NA,NA,0.0188887714119258,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.187634037635693,4962,"SUPER",NA,NA,NA,NA,NA,8e-06,"0.0538",0.188
"5959",5959,3053,"NsiI.TP196522",3,59358646,0.000131064742672808,0.0540687938583965,132,NA,NA,0.0477548952677563,NA,0.05,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.430964165113245,4988,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0541",0.431
"6055",6055,3027,"NsiI.TP248494",1,2912156,7.21641644371878e-05,0.157068250331787,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.843205566182486,5084,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.1571",0.843
"6091",6091,3001,"NsiI.TP27095",11,9424,1.47992321836839e-05,0.0683085591672793,132,NA,NA,0.0194121528553381,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.554136740420504,5120,"SUPER",NA,NA,NA,NA,NA,1e-05,"0.0683",0.554
"6198",6198,3029,"NsiI.TP326908",3,6141142,7.22995201312098e-05,0.391492697214503,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",3.5240781929935,5227,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.3915",3.52
"6203",6203,3032,"NsiI.TP33147",11,9506,7.81615152070092e-05,0.211786890181066,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.51004650201874,5232,"SUPER",NA,NA,NA,NA,NA,8e-05,"0.2118",0.51
"6236",6236,3047,"NsiI.TP352166",9,48292691,0.000107774142860997,0.106708364425782,132,NA,NA,0.0428385888456877,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.7845411519388,5265,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.1067",1.78
"6271",6271,3016,"NsiI.TP370742",8,62258814,4.65442353203568e-05,0.0512750670991905,132,NA,NA,0.0338850520632371,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.569769476024616,5300,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.0513",0.57
"6281",6281,3038,"NsiI.TP375218",1,7321465,8.83807266852292e-05,0.0547369160452971,132,NA,NA,0.0406768418221106,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",5.25829693805079,5310,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.0547",5.26
"6321",6321,3020,"NsiI.TP404473",11,13567,5.4466421815436e-05,0.0580305620313398,132,NA,NA,0.0366377464078499,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.6359042677987,5350,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.0580",1.64
"6366",6366,3036,"NsiI.TP423513",11,13878,8.55780513662239e-05,0.0589768392852278,132,NA,NA,0.0403351355057984,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.41976713719665,5395,"SUPER",NA,NA,NA,NA,NA,9e-05,"0.0590",1.42
"6562",6562,3031,"NsiI.TP476275",11,14862,7.49501584921828e-05,0.0649103878005586,132,NA,NA,0.0389928040327718,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.80228306204343,5591,"SUPER",NA,NA,NA,NA,NA,7e-05,"0.0649",1.8
"6570",6570,3005,"NsiI.TP485472",4,68283223,1.88765837568515e-05,0.0708156554138989,132,NA,NA,0.0206336790948851,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0687343380319293,5599,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.0708",0.0687
"6693",6693,3024,"NsiI.TP533351",11,15729,6.37113574084892e-05,0.307198664037565,132,NA,NA,0.0388698546570769,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0108261176310737,5722,"SUPER",NA,NA,NA,NA,NA,6e-05,"0.3072",0.0108
"6734",6734,3006,"NsiI.TP574299",11,16241,2.10172691853984e-05,0.270372061660706,132,NA,NA,0.0220546815923896,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0551700875924079,5763,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.2704",0.0552
"6888",6888,3007,"NsiI.TP634468",6,57074553,2.30969834091193e-05,0.060024421473616,132,NA,NA,0.0233048562598014,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.239430126377998,5917,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.0600",0.239
"7047",7047,3044,"NsiI.TP701706",3,45628159,0.000103949267846955,0.0962953975633205,132,NA,NA,0.0428385888456877,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.62475406930332,6076,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.0963",1.62
"7064",7064,3018,"NsiI.TP71856",10,56824424,4.77909173721038e-05,0.442253432549866,132,NA,NA,0.0338850520632371,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0377470917829987,6093,"SUPER",NA,NA,NA,NA,NA,5e-05,"0.4423",0.0377
"7116",7116,3015,"NsiI.TP754560",11,18390,4.41910456913086e-05,0.179398298172589,132,NA,NA,0.0338850520632371,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",1.31077822452114,6145,"SUPER",NA,NA,NA,NA,NA,4e-05,"0.1794",1.31
"7135",7135,3010,"NsiI.TP759829",11,18460,2.97622497016696e-05,0.464259253723909,132,NA,NA,0.0269235468508138,NA,0.03,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.449921645408245,6164,"SUPER",NA,NA,NA,NA,NA,3e-05,"0.4643",0.45
"7152",7152,2991,"NsiI.TP762102",2,64194218,6.74995262410882e-06,0.176980974472118,132,NA,NA,0.0177078257140871,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.521789281170191,6181,"SUPER",NA,NA,NA,NA,NA,7e-06,"0.1770",0.522
"7158",7158,3002,"NsiI.TP770773",11,18623,1.77270850077515e-05,0.303977301442059,132,NA,NA,0.0206336790948851,NA,0.02,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",4.49559100414176,6187,"SUPER",NA,NA,NA,NA,NA,2e-05,"0.3040",4.5
"7161",7161,3049,"NsiI.TP773094",9,51968182,0.00011244415451354,0.283943750330172,132,NA,NA,0.0433802933751208,NA,0.04,"+36088im","PS_Y","GAPIT","CMLM+SUPER","OWA",0.0108892202145229,6190,"SUPER",NA,NA,NA,NA,NA,1e-04,"0.2839",0.0109
