"","Name","Chromosome","Position","SRD","rrBLUP.SRD"
"11555","NsiI.TP621554",3,50623569,0.700764093232614,0.199175495733807
"17897","PstI.TP1112912",3,50623707,0.0394179690492611,0.913233913587969
"6024","NsiI.TP396295",3,50627087,0.772905810501746,0.168691884355441
"29340","PstI.TP646918",3,50666591,0.493732174841314,0.32082472092423
"30167","PstI.TP704244",3,50687892,0.292806470856445,0.509557888293113
"6160","NsiI.TP404012",3,50726629,0,1
"27236","PstI.TP48479",3,50764585,0.0312644192027967,0.930541145109498
"1773","NsiI.TP173646",3,50768852,0,1
"19962","PstI.TP1230172",3,50775530,0,1
"18136","PstI.TP1126954",3,50775750,0,1
"28065","PstI.TP541336",3,50804241,0.320670840356327,0.477891338922672
"4451","NsiI.TP320222",3,50881942,0.441337970643391,0.361961208341587
"6830","NsiI.TP425325",3,50885200,0.147962435924015,0.71127503235783
"1784","NsiI.TP174068",3,50891816,0.56876344845669,0.269920923756413
"32568","PstI.TP840235",3,50897546,1.75182543449445,0.017708206000443
"23446","PstI.TP254515",3,50898097,0,1
"25184","PstI.TP354335",3,50899095,0,1
"17161","PstI.TP1068006",3,51034769,0.0120969671461439,0.972530057783005
"34970","PstI.TP983937",3,51061004,0.366399039041649,0.430131215127422
"27863","PstI.TP528708",3,51123508,0.24853677565719,0.564239160069103
"15451","NsiI.TP819861",3,51143212,1.11405724659883,0.0769029063912265
"23038","PstI.TP229875",3,51162558,0.30165484264738,0.499281135587203
"25668","PstI.TP382498",3,51237483,0.171749509231538,0.67336492523784
"23354","PstI.TP249697",3,51237492,0.71365154757664,0.193351903711571
"3935","NsiI.TP287446",3,51237637,0.468549941242219,0.339977408207688
"27564","PstI.TP505936",3,51322827,0.25471798307899,0.556265360914831
"31674","PstI.TP789643",3,51322890,0.10337342920564,0.788182105793623
"23131","PstI.TP236499",3,51323526,0.381783398446967,0.415161049886356
"3112","NsiI.TP241521",3,51401464,0,1
"32247","PstI.TP821727",3,51406610,0.738412166281615,0.182636608442325
"24656","PstI.TP324481",3,51536521,0.321667427947645,0.476795965686876
"30472","PstI.TP722060",3,51617970,0.170813143612478,0.674818307667343
"15794","NsiI.TP85397",3,51623606,0.143568062866806,0.718508544507353
"34613","PstI.TP95870",3,51646220,0,1
"25675","PstI.TP38299",3,51647164,0,1
"7502","NsiI.TP442129",3,51657346,0.392815318603498,0.404747972008554
"10231","NsiI.TP556897",3,51657863,0.0753171846297542,0.840780857593686
"14692","NsiI.TP779384",3,51680503,0.398498830299297,0.399485637255646
"14693","NsiI.TP779386",3,51680530,0.257040354092107,0.553298695014538
"9422","NsiI.TP520094",3,51791708,0.00289165649907732,0.993363832116815
"2670","NsiI.TP218789",3,51796050,0.296923489261783,0.504750212830523
"2669","NsiI.TP218788",3,51796084,0.756221857547858,0.17529847680195
"5841","NsiI.TP38808",3,51798536,0.658085739714475,0.219742600754949
"15870","NsiI.TP89943",3,51800909,0.723253820001502,0.189123797639206
"26897","PstI.TP463155",3,51816930,0.236659160137633,0.57988361796729
"22696","PstI.TP21476",3,51831530,0.79844783774739,0.15905677122972
"26856","PstI.TP460467",3,51838826,0.835350117522569,0.146099887822592
"18890","PstI.TP1169498",3,51898039,0.505625367847522,0.312158116888618
"6209","NsiI.TP40632",3,51898973,0.0150262255887097,0.96599254417521
"28651","PstI.TP597478",3,51899678,1.26241383118049,0.0546494969760562
"34927","PstI.TP981287",3,51905432,0.994011122390302,0.101388541954501
"21453","PstI.TP148151",3,51906026,0.174053350008815,0.669802323879191
"18884","PstI.TP1169049",3,51910083,0.55403183502823,0.27923391472855
"10442","NsiI.TP568257",3,51913950,0.102078212527969,0.790536246715429
"12033","NsiI.TP641107",3,51931014,0.0216820784649164,0.951300930477718
"575","NsiI.TP111578",3,51972260,0.506750227514551,0.311350646960233
"6392","NsiI.TP412310",3,51975007,0,1
"5275","NsiI.TP360003",3,52004296,0.180332831514495,0.660187304436695
"25041","PstI.TP346744",3,52014149,0.272599947453441,0.533826405953252
"2634","NsiI.TP217705",3,52086855,0.154407401331132,0.700797588416054
"20596","PstI.TP1266759",3,52149252,0.294923454224286,0.507080074865529
"17465","PstI.TP1087177",3,52153001,0,1
"3699","NsiI.TP27440",3,52246752,0,1
"21993","PstI.TP178525",3,52262548,0.552255986457916,0.280378051676158
"14664","NsiI.TP778183",3,52267523,0.459725624439743,0.346955978671099
"26935","PstI.TP465863",3,52270722,0.271346283384393,0.535369611952273
"32000","PstI.TP806693",3,52342115,0.0655936675259773,0.859817603622087
"31733","PstI.TP793079",3,52368295,0.167598966258338,0.679831108640157
"22593","PstI.TP209991",3,52373704,0.0253569023062093,0.943285367711377
"5634","NsiI.TP375747",3,52422596,0,1
"30887","PstI.TP74594",3,52427704,0.262752134234636,0.546069431478933
"15031","NsiI.TP797788",3,52444465,0.248614275026412,0.564138481199287
"11316","NsiI.TP612104",3,52461118,0.0527083748935178,0.88571015714259
"22795","PstI.TP218793",3,52473609,0.493437430657652,0.321042530083153
"14552","NsiI.TP772099",3,52480890,0.354665111108279,0.441911078131038
"23075","PstI.TP232399",3,52637459,0.0156103229908298,0.964694221261839
"20736","PstI.TP1274894",3,52668866,1.78486926115515,0.0164108372628568
"31","GFSSContig10620_391",3,52780412,1.25997100261848,0.0549577567343371
"32","GFSSContig10620_634",3,52781343,0.181219699412121,0.658840518931874
"30624","PstI.TP73125",3,52783142,0.448243258499218,0.356251532713312
"19980","PstI.TP1231136",3,52841481,0.248461328318128,0.564337190421671
"33789","PstI.TP908229",3,52846575,0,1
"18401","PstI.TP114373",3,52855853,0.279844448912659,0.524995464002318
"1989","NsiI.TP184053",3,52975387,0.08210157117466,0.827748550326786
"11330","NsiI.TP612897",3,53000216,0.389049722365295,0.408272640531509
"3030","NsiI.TP237414",3,53070218,0.52046012581508,0.301675383979082
"28004","PstI.TP537424",3,53114444,0.46832249422633,0.340155506485199
"30010","PstI.TP696439",3,53175188,0.762143297564681,0.172924569209384
"19058","PstI.TP1178174",3,53189924,1.22062565402725,0.0601692150670496
"5906","NsiI.TP390512",3,53191618,0.35427049455122,0.442312797899721
"18900","PstI.TP1169991",3,53218048,0.444262868956153,0.359531652633229
"14150","NsiI.TP753682",3,53229241,0.240837235111364,0.574331669903866
"8611","NsiI.TP488350",3,53232085,0.0394250427619516,0.913219039114578
"27193","PstI.TP482477",3,53260098,0,1
"23902","PstI.TP282777",3,53278988,0.11463860802671,0.768000304059382
"4855","NsiI.TP338771",3,53281012,0,1
"12468","NsiI.TP668278",3,53284401,0.305330274401185,0.495073551642009
"15981","PstI.TP1001126",3,53290416,0.0777993843389858,0.835989101368417
"11869","NsiI.TP632251",3,53336761,0,1
"12731","NsiI.TP678203",3,53375307,0.185394757260935,0.652537151404154
"29058","PstI.TP62997",3,53375307,0.917323749603016,0.120969601613188
"14076","NsiI.TP751110",3,53391145,0.241559991618813,0.573376657227903
"10878","NsiI.TP589727",3,53404125,0.180936258893047,0.659270648850512
"7805","NsiI.TP455635",3,53468049,0,1
"34007","PstI.TP920178",3,53498058,0.528299663067337,0.296278636233534
"19603","PstI.TP120798",3,53516016,0.394670058436051,0.40302310216544
"28773","PstI.TP607503",3,53550832,0.137604705018138,0.728442531518357
"21262","PstI.TP138896",3,53559658,7.60942947669301e-05,0.999824801760212
"33642","PstI.TP900003",3,53586609,0.838799892991678,0.144943954842351
"3622","NsiI.TP270392",3,53588941,0,1
"1342","NsiI.TP149575",3,53623427,0.0714488270866479,0.848303332134733
"295","GFSSContig20069_834",3,53623880,0,1
"19210","PstI.TP1184962",3,53633241,0.205943016489347,0.622381942162069
"25771","PstI.TP388577",3,53679201,0,1
"8545","NsiI.TP48583",3,53683290,0.275652051557637,0.530087970162948
"12848","NsiI.TP682055",3,53727323,0.0570126239434849,0.876975329113784
"1940","NsiI.TP181453",3,53736628,0.0707459691611968,0.849677329450495
"1783","NsiI.TP174041",3,53753386,0,1
"28546","PstI.TP587275",3,53798725,0,1
"34527","PstI.TP951441",3,53917406,0.815125685890153,0.153064442531963
"8134","NsiI.TP468502",3,53945669,0.118238407208108,0.761660779360408
"20639","PstI.TP126937",3,53948314,1.34021296046957,0.0456864106976876
"25125","PstI.TP35140",3,54088946,0.52342283154662,0.29962439385193
"13352","NsiI.TP709767",3,54092447,0.176963891824144,0.665328470740049
"4477","NsiI.TP321318",3,54101895,0.0205614114352193,0.953758866980401
"24678","PstI.TP325811",3,54129392,0.164965685165565,0.683965687208474
"24681","PstI.TP325958",3,54129415,0.41458694185602,0.3849577418806
"29471","PstI.TP661215",3,54129611,0.294129100511398,0.508008407037949
"24980","PstI.TP343739",3,54134760,0.99551796741903,0.10103736989767
"15221","NsiI.TP809217",3,54180993,0,1
"4759","NsiI.TP33438",3,54220318,0,1
"4530","NsiI.TP32394",3,54277373,0.0246220420039619,0.944882831621713
"28798","PstI.TP609245",3,54319663,0,1
"24529","PstI.TP318422",3,54362877,0.169695334003421,0.676557427102181
"21001","PstI.TP1291134",3,54363846,0.718964370838685,0.191000994778056
"28214","PstI.TP550115",3,54367520,0,1
"28215","PstI.TP550121",3,54367525,0,1
"11062","NsiI.TP59696",3,54391522,1.27910254760552,0.0525893075443353
"12334","NsiI.TP662609",3,54492130,0.336141589737367,0.461167199203187
"206","GFSSContig18167_254",3,54614177,0.378119272740391,0.418678565273887
"27951","PstI.TP533617",3,54614431,0.150317799984292,0.707427926407893
"32296","PstI.TP82542",3,54652150,0,1
"23298","PstI.TP246552",3,54709176,0.834606161733741,0.146350374556252
"31714","PstI.TP791833",3,54714868,0.455828570048963,0.350083328868098
"21323","PstI.TP141051",3,54726050,0,1
"6495","NsiI.TP415908",3,54738061,1.61819808318718,0.0240880651326999
"12014","NsiI.TP640361",3,54738814,0.138968070709682,0.726159342640696
"12015","NsiI.TP640362",3,54738821,0.925247675289736,0.11878246256594
"17823","PstI.TP11080",3,54738867,0,1
"27066","PstI.TP475943",3,54779935,0,1
"27069","PstI.TP475958",3,54779957,0.146858336345802,0.713085595451417
"24958","PstI.TP342602",3,54780030,0.0233890317894521,0.947569270550019
"18749","PstI.TP1162288",3,54780033,0.168656016171083,0.678178447561047
"28464","PstI.TP580928",3,54824392,0.895246373652334,0.12727808323157
"27607","PstI.TP508387",3,54826011,0.00237434158011793,0.994547793994087
"33012","PstI.TP862971",3,54829131,0,1
"16936","PstI.TP105605",3,54845915,1.60407117046419,0.0248844948759405
"24205","PstI.TP302301",3,54893826,0,1
"19337","PstI.TP119200",3,54894448,0.35266461296233,0.443951356211708
"25885","PstI.TP395597",3,54899385,0,1
"22639","PstI.TP21217",3,54903763,0,1
"28132","PstI.TP545057",3,54934171,0.85935993364082,0.138242018485825
"6116","NsiI.TP402018",3,54935727,1.06154290249964,0.0867874838604289
"22039","PstI.TP180781",3,54937150,0,1
"31920","PstI.TP802382",3,54961574,0.787759541740565,0.163019838388602
"15346","NsiI.TP813726",3,54995836,0.0471735126671088,0.897070318471178
"28433","PstI.TP57881",3,55001488,0.249262191329536,0.563297480409264
"1317","NsiI.TP148887",3,55003733,0.532331535151631,0.293540794152498
"1931","NsiI.TP180962",3,55022518,0.201510252564463,0.628767010387196
"34947","PstI.TP982467",3,55023479,0.751825816569391,0.177081904214774
"17755","PstI.TP110387",3,55061235,0.77669635338411,0.167225940290855
"31365","PstI.TP773172",3,55061314,0.942840831066988,0.114066776571229
"16448","PstI.TP1027457",3,55061994,0.520306438615619,0.301782159108271
"33114","PstI.TP868137",3,55062786,0,1
"19516","PstI.TP1201964",3,55064837,0,1
"16156","PstI.TP1011116",3,55073374,0.24793115052476,0.565026542373344
"23524","PstI.TP258402",3,55103333,0.159625314421108,0.692428102475625
"27188","PstI.TP482340",3,55123583,0.423914652259967,0.376777836252625
"27398","PstI.TP493463",3,55158212,0.65392135191231,0.221859815804766
"2570","NsiI.TP21532",3,55159486,0.433111680631793,0.368882726645368
"22026","PstI.TP180056",3,55163564,0,1
"25472","PstI.TP370692",3,55164432,0.682132153635913,0.20790639420923
"28817","PstI.TP611035",3,55264003,0.428719536509365,0.372632271155524
"10527","NsiI.TP572298",3,55282727,0.12943714972934,0.742271610100802
"1079","NsiI.TP134779",3,55282911,0.788278499592858,0.162825155051718
"30646","PstI.TP732481",3,55304067,0.0894461814029728,0.813867710562333
"12288","NsiI.TP660703",3,55310103,0.0862754289203269,0.819831443530513
"24192","PstI.TP301582",3,55310171,0.972344249235458,0.106575100477125
"15244","NsiI.TP810259",3,55341510,0.427120376447664,0.374006907785901
"11957","NsiI.TP63560",3,55345174,0.00149044456296992,0.996574006721
"16306","PstI.TP1020718",3,55345299,0.0809161899452181,0.830010927388592
"4091","NsiI.TP299172",3,55365719,0.346569510940024,0.450225914677762
"10","GFk40ctg540920_180",3,55373583,0.729010759539442,0.186633345230763
"29290","PstI.TP643851",3,55374705,0.242028072803207,0.572759006636611
"15071","NsiI.TP799523",3,55381507,0.444985372918054,0.358934023375532
"11921","NsiI.TP634419",3,55382335,0.571170770317656,0.268428874038102
"1320","NsiI.TP149005",3,55409152,0.993012036929337,0.101622052685732
"34525","PstI.TP951275",3,55414649,1.68650570111946,0.0205823187131136
"25027","PstI.TP345838",3,55454066,0,1
"31687","PstI.TP790301",3,55460621,0.126184513636616,0.747851701966763
"31516","PstI.TP780666",3,55474046,1.97279717482029,0.0106464011274341
"32842","PstI.TP853696",3,55474054,0,1
"8327","NsiI.TP475307",3,55474106,1.08226295809385,0.0827441010222192
"31120","PstI.TP75872",3,55474631,0.746194787075595,0.179392884449531
"21726","PstI.TP165362",3,55480183,0.0855038998841173,0.821289177776536
"24596","PstI.TP321390",3,55497945,0.518832549655705,0.30280807360999
"11834","NsiI.TP631468",3,55525552,0.0283160703549351,0.936879917326725
"19691","PstI.TP1214992",3,55546977,0.811694036600122,0.154278697403183
"27153","PstI.TP4797",3,55551419,0.547463954637032,0.283488891246203
"9535","NsiI.TP522717",3,55554093,0,1
"5756","NsiI.TP383174",3,55680036,1.83907089002443,0.0144853538936051
"708","NsiI.TP118327",3,55695034,0.565528477464529,0.271939016498449
"4436","NsiI.TP319425",3,55713733,0.056478957330192,0.878053629992578
"15150","NsiI.TP804310",3,55729178,0.166721365146539,0.681206267153002
"1559","NsiI.TP161884",3,55736166,0.667483823388991,0.215038477543089
"903","NsiI.TP127103",3,55736173,0,1
"21344","PstI.TP142044",3,55736496,0.208837834241697,0.618247210834799
"14622","NsiI.TP776183",3,55747622,0,1
"19644","PstI.TP1211769",3,55780732,0.366399702500226,0.430130558029444
"26782","PstI.TP456039",3,55801419,0,1
"5165","NsiI.TP354771",3,55802955,0.656901281794477,0.220342726072504
"21816","PstI.TP170146",3,55802986,0.442003925374527,0.361406596048127
"27295","PstI.TP487527",3,55804343,0.790795048865003,0.161884381801957
"33488","PstI.TP890464",3,55804580,0.531060564504926,0.294401104832685
"16858","PstI.TP105201",3,55869447,0.514573242495446,0.305792449299055
"24854","PstI.TP336268",3,55896402,0.512492030525963,0.307261374841722
"9486","NsiI.TP521260",3,55904816,0.231741870109563,0.58648664868578
"26195","PstI.TP415065",3,55917740,0,1
"26196","PstI.TP415068",3,55917741,0.551872661136821,0.280625633573676
"25149","PstI.TP352561",3,55923085,0,1
"12538","NsiI.TP670240",3,55949544,0.377209283755651,0.419556753530288
"836","NsiI.TP123780",3,55955099,0.311372850290633,0.488233021783788
"19307","PstI.TP119054",3,55984046,0.668286538097927,0.214641384945862
"26934","PstI.TP465605",3,56004662,0.862190090602684,0.137344068873231
"23934","PstI.TP285571",3,56007559,1.38159425002812,0.0415341904496225
"423","NsiI.TP102008",3,56008137,0.698975229775545,0.199997593610645
"18353","PstI.TP114049",3,56021694,0,1
"18354","PstI.TP114052",3,56021734,0,1
"22923","PstI.TP224318",3,56022652,0,1
"2134","NsiI.TP193343",3,56022966,0,1
"23622","PstI.TP264109",3,56031041,0.171802204715507,0.67328322689837
"5262","NsiI.TP359161",3,56064439,0.600514747969937,0.250891097927636
"4057","NsiI.TP295930",3,56065690,0.304288104094014,0.496262999200029
"26970","PstI.TP469090",3,56113852,0.171121239284282,0.674339750192986
"4556","NsiI.TP325461",3,56147918,0.911953052318049,0.122474858869633
"8026","NsiI.TP465198",3,56187895,0.512373634406105,0.307345150978052
"19065","PstI.TP1178595",3,56251660,0.0441595080988084,0.903317641408153
"18179","PstI.TP1129138",3,56257265,0.344842492567756,0.452019850618161
"20768","PstI.TP1276499",3,56267571,0.279675803993867,0.525199369448459
"23891","PstI.TP28134",3,56267653,2.08019151179212,0.00831397067263629
"22000","PstI.TP178929",3,56274485,0.79983895714481,0.158548100341422
"21826","PstI.TP170723",3,56275594,0,1
"28966","PstI.TP624446",3,56276161,0.0875344805595607,0.817458133750768
"23264","PstI.TP24440",3,56292065,1.54537456873766,0.0284856039163837
"3827","NsiI.TP281272",3,56294407,0.0278595677881796,0.937865223294874
"13750","NsiI.TP732985",3,56296715,0.999814558224644,0.100042708664309
"13162","NsiI.TP700456",3,56313888,0,1
"2592","NsiI.TP215974",3,56338222,0,1
"11785","NsiI.TP630006",3,56338871,0.131038191464277,0.739540237698418
"21619","PstI.TP15910",3,56379124,0,1
"7797","NsiI.TP45503",3,56508929,0.297577778355373,0.503990350741924
"15483","NsiI.TP821452",3,56522948,0,1
"32290","PstI.TP825119",3,56557489,0.29246206780714,0.509962136794646
"12726","NsiI.TP677854",3,56584848,0.355020559721609,0.441549543678598
"30326","PstI.TP713079",3,56589564,0.0410847603101459,0.909735704164809
"33361","PstI.TP882314",3,56647635,0,1
"17333","PstI.TP1078271",3,56648383,0.404832361651437,0.393702015722496
"23848","PstI.TP27715",3,56682004,0.915057932470509,0.121602377901221
"15884","NsiI.TP91322",3,56683113,0,1
"32322","PstI.TP827342",3,56694405,0.47109347876395,0.337992078011841
"1503","NsiI.TP159029",3,56710759,0.185866819611793,0.651828252530242
"2922","NsiI.TP231976",3,56714737,1.12506902534735,0.0749775033065588
"2923","NsiI.TP231977",3,56714756,0.54186154491211,0.287169594604472
"3591","NsiI.TP268751",3,56723684,0,1
"25837","PstI.TP393188",3,56724811,0.283755239191056,0.520289139821512
"32499","PstI.TP836166",3,56759327,0.11952631268103,0.759405411036305
"20220","PstI.TP1246172",3,56777602,0,1
"11039","NsiI.TP596343",3,56942149,0,1
"222","GFSSContig18486_678",3,56952027,0.449600571403413,0.355139867723282
"27337","PstI.TP48974",3,56955553,1.33992260500768,0.0457169653899523
"24109","PstI.TP29613",3,56968925,0.31978863037079,0.478863096637406
"34069","PstI.TP923633",3,56983174,0.933028363960391,0.11667334147088
"19294","PstI.TP1189360",3,56984785,0.763122807312328,0.172534993840499
"33921","PstI.TP915109",3,56994292,0.59334565853165,0.255067039512281
"9980","NsiI.TP546535",3,57018835,0.882372101060797,0.13110760950554
"12503","NsiI.TP669383",3,57019180,0,1
"24825","PstI.TP335135",3,57021984,0,1
"26640","PstI.TP44697",3,57047248,0,1
"31832","PstI.TP797783",3,57068036,1.00308178307397,0.0992929049875626
"19467","PstI.TP119903",3,57121769,0.290510565422324,0.512258807991345
"7617","NsiI.TP445084",3,57122128,0.537353732432416,0.290165829385694
"9894","NsiI.TP541334",3,57122620,0,1
"32086","PstI.TP811968",3,57125961,1.98346708591697,0.0103880232764684
"2769","NsiI.TP224443",3,57138318,0.862497395337689,0.137246919230731
"16298","PstI.TP1020099",3,57143742,0,1
"29107","PstI.TP632749",3,57143982,0.185219262711479,0.652800889164759
"9955","NsiI.TP545530",3,57167835,0.299997324483261,0.50119032125334
"8245","NsiI.TP471939",3,57170153,0.797230018494702,0.159503413413717
"21232","PstI.TP136600",3,57170778,0.629015650572333,0.234954814918572
"2462","NsiI.TP208614",3,57189309,0,1
"33152","PstI.TP870115",3,57193200,0.138444864602291,0.72703469327781
"14218","NsiI.TP756058",3,57216597,1.59294870985073,0.025530027943171
"14996","NsiI.TP796137",3,57217346,0,1
"31408","PstI.TP7752",3,57234377,0.0413896716640151,0.909097217137199
"18672","PstI.TP1158271",3,57241454,0.629447780559733,0.234721147373416
"20796","PstI.TP1278155",3,57243880,0,1
"33151","PstI.TP87010",3,57244014,0.0382239291923278,0.915748193931517
"20047","PstI.TP1236277",3,57259501,0,1
"7466","NsiI.TP441453",3,57267022,0.450418120585265,0.354471954110256
"11819","NsiI.TP631032",3,57267957,0.0334844599571617,0.925796511629806
"27545","PstI.TP504660",3,57295611,0.76483738801313,0.1718551740488
"33117","PstI.TP868305",3,57307103,0.519834778277185,0.302110084057426
"26439","PstI.TP433824",3,57313153,0.894704747446434,0.127436915897458
"7846","NsiI.TP457301",3,57315005,0.58686562381849,0.25890138647264
"34888","PstI.TP9793",3,57316477,0.592932367197747,0.255309886651121
"32201","PstI.TP819138",3,57316499,0,1
"2969","NsiI.TP234348",3,57334635,0.888519474065895,0.129264873624098
"27865","PstI.TP52888",3,57354305,0,1
"28725","PstI.TP603308",3,57422067,0.0253515881709565,0.943296910056269
"21591","PstI.TP157801",3,57440051,0.0579628173935584,0.875058691146191
"10847","NsiI.TP588328",3,57440634,0.108473918030323,0.778979595512123
"954","NsiI.TP129358",3,57453905,0.777152863952216,0.167050252356841
"30406","PstI.TP71825",3,57464060,0.351783721232101,0.444852749103357
"33523","PstI.TP892247",3,57467578,0.00345266831430857,0.992081455576916
"18609","PstI.TP1154630",3,57496992,0.0738463007114242,0.843633271553944
"7859","NsiI.TP457669",3,57602184,1.10168701443046,0.0791248656415204
"22076","PstI.TP18242",3,57641887,0.724081484017123,0.188763715005717
"25417","PstI.TP366455",3,57645799,0.154582364837432,0.700515316103029
"1494","NsiI.TP158277",3,57664073,0.195965908323148,0.636845510673226
"16271","PstI.TP1017531",3,57672209,0.482356518495901,0.329339241924452
"28404","PstI.TP577154",3,57696272,1.24435867784677,0.0569693575838144
"23834","PstI.TP276416",3,57697475,0.0375362255083685,0.917199426470943
"409","NsiI.TP101372",3,57704817,0.53203774766974,0.29373943307117
"31133","PstI.TP759501",3,57715018,0,1
"20372","PstI.TP1253977",3,57794776,1.13884211969015,0.0726369968787258
"14681","NsiI.TP778808",3,57796922,0.312963062154752,0.486448577615177
"17647","PstI.TP1097142",3,57806695,0,1
"47","GFSSContig11715_952",3,57807546,0.125087812976885,0.749742598412477
"24004","PstI.TP28954",3,57848808,0.144247954551796,0.717384593310375
"10800","NsiI.TP586300",3,57849113,0,1
"32477","PstI.TP835253",3,57856850,0.125002980114546,0.749889063600546
"2833","NsiI.TP227338",3,57863248,0,1
"12577","NsiI.TP671581",3,57864752,0.43236108960548,0.369520817801708
"24647","PstI.TP323960",3,57882671,0.180385534673528,0.660107193252123
"24646","PstI.TP323959",3,57882705,0,1
"14873","NsiI.TP78904",3,57894680,0,1
"12789","NsiI.TP679867",3,57897228,0,1
"12842","NsiI.TP681905",3,57898045,1.00584878946329,0.0986622943405357
"28729","PstI.TP604077",3,57900751,0,1
"5670","NsiI.TP377630",3,57920874,1.30347912534974,0.0497188270832564
"8699","NsiI.TP491687",3,57924753,0.396830478644092,0.401023221421036
"342","GFSSContig473",3,57924993,0.313559690011058,0.485780759995476
"26510","PstI.TP43928",3,57930256,0,1
"28685","PstI.TP600974",3,57930822,0,1
"10242","NsiI.TP557457",3,57953815,0.35708861165631,0.439451942326589
"26815","PstI.TP458283",3,58009717,0.966963850581729,0.107903653437639
"30522","PstI.TP725868",3,58011270,1.65480472929191,0.0221409000141203
"10257","NsiI.TP557945",3,58017482,0,1
"25714","PstI.TP38512",3,58017498,0.644526798912793,0.226711317658135
"11075","NsiI.TP597936",3,58027780,0.0413693952197866,0.909139662275474
"11879","NsiI.TP632717",3,58034049,0.357274644238856,0.439263740827177
"285","GFSSContig19953_1437",3,58043502,0.0968590342310462,0.800093911889323
"7407","NsiI.TP440012",3,58064648,0.03775138937254,0.916745128056618
"11526","NsiI.TP620642",3,58080278,0,1
"8024","NsiI.TP465150",3,58082517,0.333662063084594,0.463807681335766
"5080","NsiI.TP350962",3,58144077,0.09483407602624,0.803833171260724
"10678","NsiI.TP577815",3,58146871,0.199207080162904,0.632110376829613
"7632","NsiI.TP446634",3,58146955,0.158021835388536,0.694989374145709
"21653","PstI.TP160730",3,58173764,1.05038527964629,0.0890460625126711
"21141","PstI.TP132492",3,58201719,0.451351177900758,0.353711208517156
"8399","NsiI.TP480150",3,58208874,0.309741468344506,0.49007046715728
"21485","PstI.TP150272",3,58220072,0.00304207237885018,0.993019844732928
"6532","NsiI.TP416718",3,58255990,0.46760829935298,0.340715350538225
"30961","PstI.TP749674",3,58268494,0.246352736340946,0.567083829739936
"26570","PstI.TP443483",3,58268518,0.436410127507503,0.366091691390913
"30356","PstI.TP71471",3,58274545,0.485666417238047,0.326838781531468
"31808","PstI.TP796812",3,58281108,0.251786498873195,0.560032848508379
"7772","NsiI.TP453334",3,58281953,0.344567455839448,0.452306203405583
"7771","NsiI.TP453333",3,58281964,0,1
"33384","PstI.TP883895",3,58300855,0.399125505569772,0.398909605911718
"2083","NsiI.TP18975",3,58318752,0,1
"2084","NsiI.TP18976",3,58318774,0.466378724805712,0.341681350671131
"7133","NsiI.TP433079",3,58320822,0.921958856669692,0.11968539111115
"18919","PstI.TP1171031",3,58321376,0,1
"3851","NsiI.TP282541",3,58343684,0.317346248766225,0.4815637095618
"33015","PstI.TP863197",3,58349677,0.00649404776643224,0.985158144820385
"10531","NsiI.TP572651",3,58366862,0.410752382229506,0.388371737289107
"30017","PstI.TP696987",3,58367338,0.0401304250129123,0.911736990225486
"16228","PstI.TP1014826",3,58370652,0,1
"16629","PstI.TP1040438",3,58373947,0,1
"25160","PstI.TP352820",3,58380067,0.114127388733283,0.768904869416374
"35001","PstI.TP985838",3,58380810,0.499193232077472,0.316815753061538
"7487","NsiI.TP441920",3,58381381,0.000930865276714381,0.997858898924249
"21650","PstI.TP160687",3,58387902,0.0678565376691836,0.855349217341923
"32163","PstI.TP816960",3,58391663,0,1
"19907","PstI.TP1227194",3,58398922,1.98330376154455,0.0103919306170287
"31815","PstI.TP797083",3,58432596,1.41124203129994,0.0387934110963488
"4597","NsiI.TP327447",3,58489021,0.245800439553493,0.56780545486718
"20439","PstI.TP125738",3,58495347,0,1
"20275","PstI.TP1249212",3,58498950,1.89857807692168,0.0126305401311573
"9175","NsiI.TP507759",3,58502007,0,1
"29619","PstI.TP671518",3,58508684,0.188285959362707,0.648207483529077
"33205","PstI.TP873609",3,58543129,0.850533357881737,0.141080386935233
"14071","NsiI.TP750854",3,58548924,0.175743266567078,0.667201068952779
"7741","NsiI.TP452403",3,58551556,0,1
"1264","NsiI.TP146184",3,58570725,0.367739591645075,0.42880556045712
"1265","NsiI.TP146185",3,58570725,0.562044850106746,0.274129106092717
"1263","NsiI.TP146180",3,58570743,0.565562393471857,0.271917780388082
"15750","NsiI.TP834411",3,58581179,0.0262157498147938,0.941421798642278
"100","GFSSContig14160_179",3,58588120,0.0354617121479736,0.92159113358391
"101","GFSSContig14160_962",3,58590636,0.00764097690569758,0.982559871168782
"23055","PstI.TP231001",3,58595847,0,1
"935","NsiI.TP128543",3,58601953,1.46365601082497,0.0343830175698123
"19956","PstI.TP1229898",3,58606079,1.69211322437935,0.0203182722670635
"16927","PstI.TP1055459",3,58609425,0.815874468893935,0.152800765899712
"9743","NsiI.TP532383",3,58613393,0.269104471910938,0.538140314351349
"19470","PstI.TP1199156",3,58613719,0.775880856302739,0.167540244037992
"19469","PstI.TP1199155",3,58613731,0.558052095747425,0.276660975713305
"22286","PstI.TP19379",3,58618373,0.680046963784381,0.20890702105351
"16977","PstI.TP1058701",3,58657937,0.775039900320783,0.167864978696222
"16978","PstI.TP1058712",3,58657944,0,1
"10265","NsiI.TP558749",3,58676234,0.535868418954575,0.291159913071571
"27351","PstI.TP490438",3,58711141,0.354719266004268,0.441855976909543
