"","Name","Chromosome","Position","OWA18","OWA19","rrBLUP.OWA18","rrBLUP.OWA19"
"8079","NsiI.TP466791",3,69709229,0.118713602466049,0.128443730024575,0.760827843033104,0.743971450370579
"9992","NsiI.TP547242",3,69709305,0.129403931286889,0.152268765321374,0.742328387358641,0.704257101036475
"38","GFSSContig11128_893",3,69715214,0.102325407708375,0.0978140997932631,0.790086411052332,0.798336342845417
"6169","NsiI.TP404545",3,69729678,0.154429871731741,1.90660291471603,0.7007613300802,0.0123992976428111
"9420","NsiI.TP520018",3,69748306,0,0,1,1
"9419","NsiI.TP520017",3,69748335,0.161161230306465,0.0415824956742635,0.689983602288671,0.908693673299856
"21398","PstI.TP143961",3,69764873,0.389900522894313,0.560691334173702,0.407473600777835,0.274984785626854
"20207","PstI.TP1245442",3,69765933,0.108565476933824,0.329264528808235,0.77881538665631,0.468527914819681
"5869","NsiI.TP389021",3,69802051,0.490283196724685,0.202385875915136,0.323382715286685,0.627500569181326
"33649","PstI.TP900560",3,69827943,0.343566690186523,0.166049087576891,0.45334967613471,0.6822615749019
"23989","PstI.TP288798",3,69828015,0.213375956119006,0.612449127229164,0.6118205271535,0.244090497618046
"15992","PstI.TP1002422",3,69835392,0,0,1,1
"3853","NsiI.TP282725",3,69846519,0.967473018299591,0.18764931023445,0.107777221108107,0.649158412856372
"16890","PstI.TP1053697",3,69900965,0.11399246703269,0.680563158284298,0.769143781199178,0.208658865484432
"17325","PstI.TP107814",3,69906793,0,0,1,1
"33444","PstI.TP887107",3,69906836,0.0402407273501626,0.543075975521676,0.911505456196718,0.286367695414082
"25768","PstI.TP388391",3,69918190,2.06214236876236,0.083996125637716,0.00866677718197571,0.824145467222172
"18335","PstI.TP1139294",3,69919085,0.0202558844429149,0.437398621975189,0.954430074223646,0.365259380359594
"17026","PstI.TP1060709",3,69926348,0,0,1,1
"14355","NsiI.TP76242",3,69937083,0.698137493553545,0.297448272842195,0.200383753079288,0.504140661796522
"35039","PstI.TP987636",3,69944092,0.463398649589984,0.0157278266245236,0.344033988517536,0.964433246859186
"26824","PstI.TP45881",3,69950174,0.0678765866312788,0.00281507540923314,0.855309731534658,0.99353901185217
"27152","PstI.TP479605",3,69960347,1.2163517847223,0.237032377138202,0.0607642602709044,0.579385500981203
"27151","PstI.TP479581",3,69960351,0.843271433534905,0.310630620504179,0.143459253447387,0.489068148515301
"31390","PstI.TP77411",3,69966036,0,0,1,1
"17438","PstI.TP1085254",3,69969350,0,0,1,1
"21431","PstI.TP14623",3,69969364,0.610544935134112,0.654374708279508,0.245163077787816,0.221628339043148
"13617","NsiI.TP725036",3,70014821,0.173322293560426,0.262709752563746,0.670930764809773,0.546122723577217
"25564","PstI.TP376273",3,70018629,0.131687602130246,0.083383215217637,0.738435212326882,0.825309387029988
"12994","NsiI.TP690863",3,70040297,0.274794937605146,0.458203570820177,0.531135173046492,0.348174073965685
"5306","NsiI.TP360954",3,70051979,0,0,1,1
"11683","NsiI.TP625894",3,70088553,0.29533023703369,0.127088668481521,0.506605339648064,0.746296373969046
"29035","PstI.TP629013",3,70101916,0.331853270291696,0.0593414515256071,0.46574342191709,0.872285289537747
"25430","PstI.TP367205",3,70105914,0,0,1,1
"25422","PstI.TP366699",3,70105955,0.454548226157266,0.266497832437129,0.351116932631028,0.541379949902167
"16976","PstI.TP1058693",3,70141291,0.226655662131945,0.401090016790231,0.593395622063871,0.397109231584328
"21374","PstI.TP143125",3,70169985,0.145158340677488,0.281396976931289,0.715882357013863,0.523122046153116
"8130","NsiI.TP468343",3,70187996,0.507590448503232,2.18476437110334,0.310748865305163,0.00653485008423784
"3053","NsiI.TP238264",3,70195305,0.456894876084778,1.60082024633118,0.349224837481322,0.0250714674162851
"771","NsiI.TP121013",3,70201421,0.457898545880327,0.428254824580737,0.348418698487337,0.37303121553357
"35115","PstI.TP991444",3,70205397,0.255167289926777,0.202860918223991,0.555690164581126,0.626814568409485
"950","NsiI.TP128994",3,70221019,0.0767590856421588,0.572439427561421,0.837994010121906,0.26764588614346
"16520","PstI.TP1032610",3,70290026,0.248571524595123,0.271341258631678,0.564194015753436,0.535375806172061
"27949","PstI.TP53351",3,70312778,0.16884555580308,1.53793878888395,0.677882533951697,0.0289775197910561
"35216","PstI.TP998085",3,70312802,0.458148138011499,0.354552735652995,0.348218517308662,0.442025439206486
"35120","PstI.TP991667",3,70339975,0.117970056761535,0.220808799559933,0.76213155478743,0.601438465666964
"18391","PstI.TP1143155",3,70340091,0.863407760830894,0.25318389689704,0.136959524383137,0.558233767152562
"6588","NsiI.TP418817",3,70373036,0.512687971600639,1.07933995329623,0.307122778688328,0.0833028858182633
"16433","PstI.TP1027117",3,70383646,0.560498923609014,0.565317975285135,0.275106642345008,0.272070857065768
"29","GFSSContig10511_296",3,70392889,0.237742328887291,0.759382427868369,0.578439139146555,0.174027376090239
"20913","PstI.TP1284786",3,70425831,0.224910719026222,0.236240700799691,0.595784610576681,0.580442627274393
"28438","PstI.TP57935",3,70455343,0.0493434109401534,0.00533781153886915,0.892599396887067,0.987784457678992
"5439","NsiI.TP367017",3,70458887,0.569034319146679,0.124756437978926,0.269752625806414,0.750314884662924
"18301","PstI.TP1137071",3,70461261,0.105377086615442,0.279736284170867,0.7845541308182,0.525126234880784
"3305","NsiI.TP250630",3,70473811,0.182303625849105,0.0608209699112517,0.657198213430589,0.869318716437404
"204","GFSSContig18141_379",3,70486999,0.204208100101344,0.7484332990312,0.624873201666334,0.178470607096117
"27322","PstI.TP489028",3,70489937,0,0,1,1
"19954","PstI.TP1229866",3,70515532,0.368276799249507,0.0667563286376552,0.428275470382459,0.857518841846958
"7654","NsiI.TP448700",3,70521931,0,0,1,1
"23754","PstI.TP271302",3,70522473,0.0647074970991031,0.246684673040251,0.861573837839636,0.566650566078299
"216","GFSSContig18394_720",3,70524519,0.457262255357003,0.0031185979745257,0.348929545410527,0.992844883402321
"11264","NsiI.TP609769",3,70540310,1.31141766051897,0.739883773165542,0.0488182648809993,0.1820187916085
"13021","NsiI.TP692636",3,70540355,0,0,1,1
"16527","PstI.TP1033109",3,70540648,0.959452967198697,0.885242288702792,0.109786017882957,0.13024399570375
"26617","PstI.TP445558",3,70545848,0.0290888317035708,0.137313521555962,0.935214363445922,0.728931097572945
"11180","NsiI.TP60465",3,70558159,0.833697976803368,0.240059954903476,0.146656738738739,0.575360502607886
"6952","NsiI.TP428565",3,70558346,0,0,1,1
"22634","PstI.TP212044",3,70558808,0.984768677318334,0.0329466344025091,0.103569367183091,0.926943718140455
"8054","NsiI.TP466040",3,70574097,0.398770159963795,0.0753856933813667,0.399236132700729,0.840648237202718
"31374","PstI.TP773708",3,70577510,0.580933997854717,0.311774479434748,0.262461739076296,0.487781719782846
"31475","PstI.TP778261",3,70577518,1.28420481371143,0.370583821510986,0.0519750823718606,0.426006453777124
"11141","NsiI.TP602441",3,70582246,0.0390541749103575,0.018772989680691,0.91399921995637,0.957694537548447
"28085","PstI.TP542225",3,70594490,1.26167260932601,0.0828890494945155,0.0547428483548651,0.826249006912316
"28928","PstI.TP621980",3,70598290,0.161943938603422,0.233009554301307,0.688741197546128,0.584777219142875
"26878","PstI.TP461219",3,70619341,0.108841527354387,0.00106950734554655,0.778320505853721,0.997540398119074
"32540","PstI.TP838362",3,70636567,0.480384917559885,0.123475938643773,0.330837768189296,0.752530421702537
"2534","NsiI.TP213365",3,70670633,0.155783610076587,0.734471542236399,0.698580389395594,0.184301325107845
"14221","NsiI.TP75624",3,70673787,0,0,1,1
"28663","PstI.TP598237",3,70678696,0.614270144109132,1.0317429158916,0.243069157614172,0.0929516458691118
"16357","PstI.TP1022814",3,70684115,0,0,1,1
"30663","PstI.TP733612",3,70684605,0.285441266002314,0.41932285186432,0.518273178546799,0.380782646657932
"13163","NsiI.TP700512",3,70684944,0.263964953984763,0.19754355176964,0.544546594036783,0.634536265443399
"26595","PstI.TP444388",3,70694014,0.367978804167749,0.129921807261443,0.428569436307246,0.741443722841186
"14469","NsiI.TP767318",3,70696250,0,0,1,1
"3120","NsiI.TP241810",3,70721934,0,0,1,1
"33111","PstI.TP868070",3,70725307,0,0,1,1
"11065","NsiI.TP597035",3,70761336,0,0,1,1
"7074","NsiI.TP431746",3,70764675,0,0,1,1
"1245","NsiI.TP145721",3,70764680,0,0,1,1
"24511","PstI.TP317655",3,70764880,0.200598172594131,0.183985289591005,0.630088897822155,0.654658348258658
"22742","PstI.TP217009",3,70775556,0,0,1,1
"29252","PstI.TP641952",3,70790894,0.831938212997062,1.67514956679063,0.147252198298598,0.0211276130011183
"18549","PstI.TP1151127",3,70806259,0,0,1,1
"34061","PstI.TP923008",3,70806537,0,0,1,1
"34579","PstI.TP955526",3,70806559,0.19397243849183,0.781175770993085,0.639775436082311,0.165509996314569
"13689","NsiI.TP730441",3,70813388,0.0331954422175151,0.251869024376693,0.926412823093368,0.559926440060011
"31154","PstI.TP76102",3,70821927,0.701374434846874,0.928216135580665,0.198895778359817,0.11797333709571
"25431","PstI.TP367511",3,70822259,0,0,1,1
"19261","PstI.TP1187570",3,70827569,0.0430861532469598,0.0242810921171397,0.905552943848845,0.945624918382141
"6709","NsiI.TP422411",3,70832262,0,0,1,1
"2966","NsiI.TP234267",3,70840629,0.251538065979464,0.818754335227905,0.560353300156993,0.151790875105774
"9264","NsiI.TP510843",3,70844265,0.572955370698216,0.052184700141889,0.267328110830693,0.886778795633662
"11924","NsiI.TP634457",3,70856596,0.0194048430199706,0.0190634658952132,0.956302204615408,0.957054201361964
"10116","NsiI.TP552770",3,70860989,1.25901125606988,0.0472608498788401,0.0550793420724189,0.896889934546841
"26622","PstI.TP44584",3,70870928,0,0,1,1
"12277","NsiI.TP659581",3,70887842,0.312317859013716,0.595410315683088,0.487171799802337,0.253857316184777
"27360","PstI.TP490777",3,70896479,0.098283290083298,0.0933308381697999,0.797474325448613,0.806620326460322
"33754","PstI.TP906687",3,70914410,0.201972178246743,0.242452520765827,0.628098594747987,0.57219950693084
"32235","PstI.TP821085",3,70914465,0.108941541551491,0.0672791588592339,0.778141286128112,0.856487129436526
"24900","PstI.TP338917",3,70919217,0.186054013165294,0.416466711334168,0.651547356136065,0.383295118839474
"18585","PstI.TP115281",3,70931458,0.319574317622663,0.0805511115093441,0.479099461123654,0.830708947976101
"25703","PstI.TP384626",3,70941292,0,0,1,1
"33988","PstI.TP918908",3,70942837,0,0,1,1
"22475","PstI.TP203440",3,70956921,0.0211176737528109,0.200632530074455,0.952538035226769,0.630039052817151
"21806","PstI.TP169765",3,70960737,0.141983929077479,0.335195430027263,0.721134164018498,0.462172999398095
"29387","PstI.TP650369",3,70976262,0.311314455264264,0.208880299714876,0.488298673773857,0.618186761351983
"16","GFk45ctg47373_237",3,71014549,0.150455125190323,1.35115246723187,0.707204270956998,0.0445499819864379
"33952","PstI.TP916678",3,71023065,0.0451805869596107,0.184276569626542,0.901196327075077,0.654219418035187
"19569","PstI.TP1206",3,71046047,0,0,1,1
"19413","PstI.TP1195326",3,71068169,0.350991025571014,0.180469517059487,0.445665457705574,0.659979556315464
"27557","PstI.TP505540",3,71068246,1.42004060123,0.0127814115465383,0.0380153854916645,0.970998565830497
"34461","PstI.TP9469",3,71068756,0.171645481377527,0.19286083480292,0.673526237668037,0.641415078518547
"6119","NsiI.TP402300",3,71093583,0.00455420314520081,0.285683699746196,0.989568350754,0.517983946587362
"11113","NsiI.TP601400",3,71108213,0.141409141310594,0.886380555611593,0.72208921532217,0.129903078826854
"5659","NsiI.TP377122",3,71109414,2.34290112630248,0.275528290129076,0.00454044975079767,0.530239051504668
"31377","PstI.TP773795",3,71115536,0.0582425106153934,1.9006044153714,0.874495319515311,0.0125717456148667
"34460","PstI.TP946836",3,71116942,0.161101106594674,0.659138900869381,0.690079130204989,0.219210372034011
"17724","PstI.TP1102186",3,71118933,0.396321035848102,0.0851682074630476,0.401493911865385,0.821924247168936
"4601","NsiI.TP327757",3,71119897,0.896256737488483,0.657663533102284,0.126982321470009,0.219956331057197
"30960","PstI.TP74962",3,71137238,0,0,1,1
"29779","PstI.TP683006",3,71138581,0,0,1,1
"8914","NsiI.TP499448",3,71138864,0.665152715053767,0.356196414364677,0.216195816036408,0.440355662865473
"30728","PstI.TP737101",3,71170506,0.139630863368127,0.127033454510302,0.725051969582798,0.746391260290886
"30051","PstI.TP698562",3,71173232,0,0,1,1
"28354","PstI.TP572438",3,71178778,0.0465000661309652,0.149911225767093,0.898462455759843,0.708090510532696
"25890","PstI.TP396457",3,71181418,1.41353826855515,0.160572180875621,0.0385888406920383,0.690920087141119
"16160","PstI.TP1011271",3,71182556,0.436846626669323,0.059199240772689,0.365723926095636,0.872570968184687
"14644","NsiI.TP777241",3,71199343,0,0,1,1
"32263","PstI.TP822650",3,71202560,0,0,1,1
"31135","PstI.TP759529",3,71215407,0.841854716996268,0.766686182472854,0.143927997499322,0.171125140426434
"24284","PstI.TP306737",3,71220834,0.0438620783028389,0.719918710117564,0.9039364970822,0.190581740952038
"19160","PstI.TP118279",3,71225099,0.230658630788948,0.911477503523736,0.587951319295232,0.122609041257877
"24748","PstI.TP330349",3,71225123,0.136826731192095,1.39033834776733,0.729748597189709,0.0407063021806645
"33377","PstI.TP883563",3,71236884,0.131712912773532,0.23014113854219,0.738392177643264,0.58865232197336
"24730","PstI.TP329326",3,71243176,0.750715317595652,0.929135188978476,0.177535285303957,0.117723946052169
"4501","NsiI.TP322598",3,71278455,1.56080975913915,0.332785697748989,0.0274909812019041,0.464744546461296
"32677","PstI.TP845977",3,71280773,0.152398900524657,0.330467208135818,0.704046103855854,0.46723222870362
"26028","PstI.TP403752",3,71284384,0.186726404732098,1.99006083493251,0.650539385731105,0.0102314966188429
"23270","PstI.TP24470",3,71284933,0.0893659889011841,0.0725425706143333,0.814018005158786,0.846169621112467
"18231","PstI.TP113250",3,71287731,0.0251984467732664,0.822555264174793,0.943629595102229,0.150468203513085
"4634","NsiI.TP328854",3,71291896,0,0,1,1
"35170","PstI.TP995093",3,71293277,0,0,1,1
"10474","NsiI.TP570570",3,71299631,1.0866980670118,0.077787806591876,0.0819034004305226,0.836011388088188
"14682","NsiI.TP778810",3,71299961,0.294548531921978,0.673620766327981,0.507518021289389,0.212021173376872
"5259","NsiI.TP359075",3,71301013,0.176125548955898,0.7851466920207,0.666614031802545,0.164003572335695
"28435","PstI.TP579004",3,71313289,0.331532435411128,0.390220705752802,0.466087616811201,0.40717330227862
"27938","PstI.TP532668",3,71313378,0.108056826617238,1.64930083761914,0.779728077893557,0.0224232811553806
"34029","PstI.TP921434",3,71315794,0.841882558505286,0.680177460337463,0.143918770939084,0.208844258223388
"3994","NsiI.TP292301",3,71320423,0.0472256929048555,0.101377579016378,0.896962542451683,0.791812623057908
"4042","NsiI.TP295096",3,71320519,0.081770457891134,0.680004907375205,0.828379880125846,0.20892725226745
"31136","PstI.TP759583",3,71370495,1.02747138413905,0.0535606575766024,0.0938703886260496,0.883973696651018
"4524","NsiI.TP323773",3,71375672,0.0238719419581319,0.0874914181049287,0.946516214288832,0.817539192802949
"25040","PstI.TP346735",3,71414448,0.118499363977156,0.664641762035791,0.76120325378457,0.216450322867719
"16711","PstI.TP1043971",3,71414485,0,0,1,1
"16785","PstI.TP1047513",3,71419164,0.367265064399013,1.41423363122738,0.429274346351871,0.038527104312268
"9255","NsiI.TP510537",3,71420877,0,0,1,1
"25732","PstI.TP386255",3,71429224,0.294686806758412,0.327465084545247,0.507356458562524,0.470473228279783
"32830","PstI.TP853213",3,71458543,0.00616047831196872,0.188174281630758,0.985915107923417,0.648374189883646
"28279","PstI.TP56127",3,71484332,0.158863249769284,0.106613661619614,0.693644185650339,0.782323432063583
"31786","PstI.TP795416",3,71488115,0,0,1,1
"19083","PstI.TP1179281",3,71493798,0.205980648014872,0.422452758619435,0.62232801523408,0.378048258133548
"22419","PstI.TP200587",3,71494724,0,0,1,1
"9734","NsiI.TP532123",3,71504956,0,0,1,1
"12558","NsiI.TP67105",3,71507776,0.0662825484257886,0.98772375557225,0.858454836115768,0.102867040293935
"12744","NsiI.TP678482",3,71517833,0.261773456641653,0.188920654920115,0.547301380198025,0.647260858727805
"9766","NsiI.TP533289",3,71518206,0,0,1,1
"2937","NsiI.TP232832",3,71523567,0,0,1,1
"30867","PstI.TP745087",3,71534823,0.0744514565925238,0.0569600359931509,0.842458552255547,0.877081526934111
"9526","NsiI.TP522504",3,71564566,0,0,1,1
"18697","PstI.TP1159441",3,71573471,0,0,1,1
"21419","PstI.TP145562",3,71581008,0.126071758169687,0.0980577389743438,0.748045891206642,0.797888601802944
"34803","PstI.TP974045",3,71607310,0,0,1,1
"34794","PstI.TP973509",3,71631915,0,0,1,1
"5894","NsiI.TP390199",3,71648489,0.288045573292115,0.604432169311596,0.515174581188002,0.248638187177322
"8678","NsiI.TP490460",3,71670676,0.161038522038919,0.173441878953443,0.690178582096738,0.670746045737388
"9995","NsiI.TP547469",3,71674129,0.0311849991965117,0.0655611989877012,0.930711329959888,0.859881887340907
"31308","PstI.TP770377",3,71680305,0.279833094797428,0.313296989493725,0.525009189566798,0.486074692952393
"3309","NsiI.TP250795",3,71690375,1.316404308212,1.1222954596812,0.0482609305748527,0.0754578697225182
"19841","PstI.TP1223764",3,71709912,0.0592640574695578,0.0729075846080022,0.872440750210378,0.845458734822881
"9625","NsiI.TP526435",3,71717358,0.151661114744491,0.34517518328325,0.705243164117173,0.451673714003
"2045","NsiI.TP187793",3,71720682,0.323788437984036,0.0665512344693395,0.474473063563906,0.8579238979899
"2081","NsiI.TP189210",3,71744409,0.19868446112679,0.338743883869512,0.632871500395702,0.458412146037677
"19463","PstI.TP1198874",3,71767172,0.0973537480862154,0.236938012489486,0.799183027216085,0.579511405066523
"9229","NsiI.TP509790",3,71778076,0.0123304760182506,0.198955621562278,0.972007294160851,0.632476477764799
"29201","PstI.TP639082",3,71815374,0.281443830214045,0.43737577068799,0.523065612870863,0.365278599730188
"5923","NsiI.TP391322",3,71825154,0.468275370086707,0.0307417590645385,0.340192417857417,0.931661697082928
"21670","PstI.TP161974",3,71850539,0.277236805205847,0.028740906317529,0.528157188073598,0.935963889871478
"16645","PstI.TP1040904",3,71853195,1.07271730875716,0.438286787454936,0.0845829233718787,0.364513160248883
"33801","PstI.TP908813",3,71853833,0,0,1,1
"4021","NsiI.TP29345",3,71859785,0.527849735184694,0.755248180935038,0.296585739133019,0.175691932191844
"28602","PstI.TP5918",3,71874492,0.390459121125138,0.12203264273051,0.406949837009553,0.755035475054399
"11399","NsiI.TP616371",3,71876871,0.482030809533249,0.0258089736456435,0.329586329975731,0.942303981967967
"27561","PstI.TP505819",3,71878953,0.223115494565578,0.192177218460422,0.59825247699402,0.642425515291803
"8224","NsiI.TP471432",3,71881964,0.00200487374650236,0.394731005163869,0.995394246759562,0.402966547875907
"7729","NsiI.TP452027",3,71895534,1.17846291985685,0.14930451039804,0.0663035955386487,0.709080414015803
"28515","PstI.TP584814",3,71926708,0.512039914058314,0.247242500737312,0.30758141174676,0.565923201403024
"28827","PstI.TP612491",3,71936195,0.147782329479149,0.60342727196614,0.711570066694427,0.249214167655357
"10443","NsiI.TP56826",3,71937864,0.848715931915537,0.00548847619336794,0.141672014076584,0.987441836719461
"23102","PstI.TP234599",3,71941464,0.901645959962878,0.00565276951247407,0.125416316129872,0.98706835876467
"2384","NsiI.TP204873",3,71949110,0.690415274981395,0.0899413098775143,0.203978655574743,0.812940368690664
"18232","PstI.TP1132567",3,71972612,1.39134548937602,0.29165299795528,0.0406120124476381,0.51091305735389
"33755","PstI.TP906694",3,71997518,0,0,1,1
"23852","PstI.TP27753",3,72063176,0.395449600518733,0.207167330301564,0.402300339879883,0.620629864276075
"2248","NsiI.TP198450",3,72064311,0.444950797979662,0.219277628847812,0.358962599874362,0.603562670109858
"26301","PstI.TP421793",3,72066807,0.79419666758584,0.00241285801160614,0.160621372428773,0.994459594086035
"26300","PstI.TP421792",3,72066843,0.355812078881432,0.345486912444533,0.440745534768744,0.451349626651853
"28992","PstI.TP626140",3,72087552,2.02984647996533,0.13373365628165,0.00933584257921955,0.734964468300806
"12480","NsiI.TP668633",3,72087795,0,0,1,1
"30166","PstI.TP704102",3,72097083,0.80808894025999,0.7051661397009,0.155564701411365,0.19716683285307
"3808","NsiI.TP280625",3,72097579,0,0,1,1
"6012","NsiI.TP396040",3,72109079,0.315481451319397,0.201831185554433,0.483635919910189,0.628302538597423
"15773","NsiI.TP83920",3,72112802,0.188586030246301,0.252064867721133,0.647759766555254,0.559674000413504
"16755","PstI.TP1046316",3,72119163,0.0149182659154838,0.501099502078557,0.966232706569953,0.315428185674692
"23444","PstI.TP254470",3,72123437,0,0,1,1
"20126","PstI.TP1241108",3,72141013,0.0302874239066036,0.518990094240657,0.932636860638655,0.302698246931452
"33615","PstI.TP898136",3,72148923,0.378441837076809,0.0830276738461922,0.418367714829395,0.825985314971377
"902","NsiI.TP127064",3,72149010,0,0,1,1
"22489","PstI.TP204092",3,72149469,0.527895641651554,0.396577335286037,0.296554390625474,0.401257039627455
"21424","PstI.TP145862",3,72157475,0.411099481155121,0.123969286863941,0.388061464965604,0.751676050375149
"23598","PstI.TP262789",3,72159095,0.229522690288036,0.114669588373212,0.589491177516816,0.767945520800758
"1734","NsiI.TP171909",3,72216197,0,0,1,1
"1863","NsiI.TP177413",3,72216222,0.210761487174805,0.0177923458708468,0.615514818224953,0.959859470269439
"31057","PstI.TP754993",3,72228785,0,0,1,1
"1587","NsiI.TP163434",3,72233817,0.351788724630043,0.363524310503325,0.444847624095786,0.432987829698773
"18598","PstI.TP1153923",3,72256661,0,0,1,1
"357","GFSSContig6446_373",3,72296527,0.833136932988803,0.34886483641638,0.146846319840425,0.447852665727024
"13754","NsiI.TP73322",3,72308329,0.47378155259399,0.162539526585366,0.335906530639814,0.687797310739032
"3298","NsiI.TP250160",3,72327869,0.312862918294902,0.0735776598418484,0.486560760609008,0.844155277920622
"24740","PstI.TP329796",3,72330956,0,0,1,1
"23878","PstI.TP279809",3,72330993,0.535564949317183,1.10149857535829,0.29136343642936,0.0791592051325926
"2667","NsiI.TP218730",3,72336467,0.178518949904755,0.161196478161883,0.662950420014605,0.689927604673329
"29771","PstI.TP682612",3,72341823,1.0491801949598,0.514049968588373,0.0892934915460245,0.306161115385482
"8330","NsiI.TP475401",3,72357250,0.112260075326083,0.420745827785269,0.772218007271311,0.379537045238898
"32004","PstI.TP806771",3,72365455,0.2928255745453,0.471269293102178,0.509535474420357,0.33785527722478
"23084","PstI.TP233305",3,72380511,0.0919617553885455,0.16246566725572,0.809167152491723,0.687914292580613
"29516","PstI.TP664073",3,72380597,0.467231800749812,0.0869292638503899,0.341010851583555,0.81859810726554
"12115","NsiI.TP645635",3,72384458,0.201116903517847,0.478641045333829,0.629336754999953,0.33216888957218
"11806","NsiI.TP630701",3,72384480,0.320685622258531,0.0314151609508339,0.477875073409035,0.930218214324754
"21556","PstI.TP155675",3,72392047,0,0,1,1
"3347","NsiI.TP253420",3,72398140,0.463186529011033,0.165246991101353,0.344202064596352,0.683522804979302
"2499","NsiI.TP211589",3,72398492,0,0,1,1
"31863","PstI.TP799973",3,72401926,0,0,1,1
"32116","PstI.TP81443",3,72402402,0.0371009060566907,0.0548098509394982,0.918119251482471,0.88143471096619
"14511","NsiI.TP770208",3,72404689,0.392508218263395,0.371108477087375,0.405034280498708,0.425492121405841
"29574","PstI.TP668030",3,72408331,0,0,1,1
"3179","NsiI.TP244372",3,72408680,0.556558783512356,0.253122780316402,0.277613905903873,0.558312330756706
"34389","PstI.TP942393",3,72444465,0.354885969490007,1.04956398430008,0.441686403499172,0.0892146170638077
"27782","PstI.TP5232",3,72451142,0.408998936513457,0.18190429503861,0.389942941555273,0.657802780605207
"25128","PstI.TP351441",3,72475949,0.965814200031578,0.0638059768856735,0.108189670960952,0.863364173649396
"14675","NsiI.TP778547",3,72499499,0.305567814486719,0.0268436738591161,0.494802842103695,0.940061628842144
"31032","PstI.TP753532",3,72504255,0.612970753075323,0.22007219829813,0.243797499468955,0.602459423252687
"21980","PstI.TP178192",3,72519537,0,0,1,1
"21981","PstI.TP178194",3,72519583,0.568858555433781,1.36999373172173,0.269861819730282,0.0426585675772349
"22171","PstI.TP187280",3,72520423,0.426849439725216,0.0690240452093763,0.374240306608268,0.8530528824642
"31784","PstI.TP795371",3,72534871,0.280559377379988,0.59451595159747,0.524131936020725,0.254380635763391
"20262","PstI.TP1248796",3,72560557,0,0,1,1
"19455","PstI.TP1198599",3,72561086,0.114336702768608,0.00559036367742681,0.768534374718149,0.98721020549234
"29802","PstI.TP68420",3,72562123,0,0,1,1
"15522","NsiI.TP823075",3,72605095,0.135527139294551,0.63700876028047,0.73193558272445,0.230670065912004
"15375","NsiI.TP815078",3,72615887,0.287698730757914,0.331088054298961,0.515586181693014,0.466564773541944
"8018","NsiI.TP4650",3,72617483,0.225393479720555,0.119239287959634,0.595122705800433,0.759907467081055
"24890","PstI.TP338489",3,72629780,0.328415012157349,0.344543510717272,0.469445291894823,0.452331142303802
"6937","NsiI.TP428251",3,72635092,0.140735215904592,0.448087849013862,0.72321060197489,0.356379037843646
"1829","NsiI.TP176283",3,72635877,0,0,1,1
"18416","PstI.TP1144421",3,72644550,0,0,1,1
"18420","PstI.TP1144762",3,72644583,1.23295059082527,0.787277892093732,0.058485661881239,0.163200734087218
"2184","NsiI.TP195396",3,72661661,0.411698478896852,0.67943141291487,0.387526602738728,0.209203327080854
"31186","PstI.TP762612",3,72663785,0,0,1,1
"3508","NsiI.TP263500",3,72673824,0,0,1,1
"20655","PstI.TP1270458",3,72678410,0.108241924525159,0.34103574241844,0.779395825723191,0.455999385675797
"13810","NsiI.TP737521",3,72694500,0.542436655317066,1.49316852197448,0.28678956463631,0.0321241376397339
"7506","NsiI.TP442195",3,72697158,0.0882232776630301,0.013532733573043,0.816162661343399,0.969320207101904
"29355","PstI.TP647653",3,72697701,0.253856565715811,0.54723421301471,0.557369800862915,0.28363889643899
"6403","NsiI.TP41276",3,72703220,0.711430501600113,0.137613997565838,0.194343266666194,0.728426945286354
"17819","PstI.TP1107761",3,72704680,0,0,1,1
"9326","NsiI.TP513666",3,72716471,0.466261646530758,0.310066078176238,0.341773474465913,0.48970430488452
"27559","PstI.TP505588",3,72716537,0.533203389317063,0.294864699146787,0.292952096713922,0.507148681642247
"26394","PstI.TP428584",3,72723527,1.10367319400353,0.884409762211205,0.0787638263452278,0.13049390809597
"9026","NsiI.TP502933",3,72742685,0.855189474793871,0.707465699857969,0.139575928377817,0.196125606739393
"2772","NsiI.TP224530",3,72743117,0,0,1,1
"10139","NsiI.TP553613",3,72745621,0.0182866696639127,0.3261086970271,0.958767558067866,0.471944906148844
"11378","NsiI.TP615894",3,72754264,0.081524303475108,0.360707153439845,0.828849531876225,0.435805640170868
"24882","PstI.TP338258",3,72759792,0,0,1,1
"15508","NsiI.TP822394",3,72776168,0.658616642013551,0.912471562770535,0.219474141036155,0.122328721622324
"24450","PstI.TP314655",3,72791842,0.411892641117115,0.437144649654258,0.387353387992512,0.365473043913031
"1794","NsiI.TP17480",3,72792213,0,0,1,1
"35010","PstI.TP986205",3,72802717,0,0,1,1
"18093","PstI.TP1124223",3,72814129,0.140822162607524,0.160479909269272,0.723065828126792,0.691066897846634
"7937","NsiI.TP460223",3,72815501,0.157553562234529,0.385919613339281,0.695739142785461,0.411225830780144
"12019","NsiI.TP64069",3,72817675,0,0,1,1
"14095","NsiI.TP751897",3,72836667,0,0,1,1
"3507","NsiI.TP263217",3,72840362,0.733517237971385,0.94100289381971,0.184706747984439,0.114550530861339
"19577","PstI.TP1206536",3,72840397,0.427546198973977,0.179512718489526,0.373640376499934,0.661435166804086
